icao_id,faa_id,name,lat,lon,elevation_m,state,country,market_group,has_metar,has_taf
KINX,,Tulsa,36.175,-95.564,204.0,OK,US,OK,False,False
KIOB,IOB,Mount Sterling/Montgomery Cnty,38.05745,-83.9829,301.0,KY,US,KY,True,True
KIOW,IOW,Iowa City Muni,41.6394,-91.54455,199.0,IA,US,IA,True,False
KIPJ,IPJ,Lincolnton/Lincoln Cnty,35.48607,-81.15638,266.0,NC,US,NC,True,False
KIPL,IPL,Imperial Cnty Arpt,32.83464,-115.57658,-16.0,CA,US,CA,True,True
KIPN,,Independence Hu,28.085,-87.986,40.0,LA,US,LA,True,False
KIPT,IPT,Williamsport Rgnl,41.24296,-76.92173,160.0,PA,US,PA,True,True
KIRK,IRK,Kirksville Rgnl,40.09661,-92.54694,292.0,MO,US,MO,True,False
KIRS,IRS,Sturgis/Kirsh Muni,41.81536,-85.43762,282.0,MI,US,MI,True,False
KISB,ISB,Sibley Muni,43.369,-95.76,469.0,IA,US,IA,False,False
KISM,ISM,Kissimmee Muni,28.29237,-81.43712,25.0,FL,US,FL,True,True
KISN,,Williston/Sloulin Fld,48.174,-103.637,582.0,ND,US,ND,False,True
KISO,ISO,Kinston Rgnl,35.32397,-77.61867,27.0,NC,US,NC,True,True
KISP,ISP,Islip/Macarthur Arpt,40.79389,-73.10183,25.0,NY,US,NY,True,True
KISQ,ISQ,Manistique/Schoolcraft Cnty,45.97288,-86.17281,206.0,MI,US,MI,True,False
KISW,ISW,Wisconsin Rapids/S Wood Cnty,44.35905,-89.83695,311.0,WI,US,WI,True,False
KISZ,,Cincinnati-Cinc,39.25,-84.39,261.0,OH,US,OH,False,False
KITH,ITH,Ithaca/Tompkins Rgnl,42.49306,-76.45693,338.0,NY,US,NY,True,True
KITR,ITR,Burlington/Kit Carson Cnty,39.24149,-102.28191,1285.0,CO,US,CO,True,False
KIUA,IUA,Canandaigua Arpt,42.90579,-77.32269,248.0,NY,US,NY,True,False
KIWA,IWA,Phoenix/Mesa Gateway Arpt,33.30082,-111.64372,420.0,AZ,US,AZ,True,True
KIWD,IWD,Ironwood/Iron Cnty,46.53214,-90.12603,373.0,MI,US,MI,True,True
KIWH,IWH,Wabash Muni,40.762,-85.798,243.0,IN,US,IN,False,False
KIWI,IWI,Wiscasset Arpt,43.96387,-69.71139,16.0,ME,US,ME,True,False
KIWS,IWS,Houston/West Houston Arpt,29.818,-95.672,33.0,TX,US,TX,True,False
KIXA,IXA,Halifax/Northampton Rgnl,36.33098,-77.63328,43.0,NC,US,NC,True,False
KIXD,IXD,Olathe/New Century Arpt,38.82213,-94.89024,322.0,KS,US,KS,True,True
KIYA,IYA,Abbeville/Crusta Mem,29.97604,-92.08263,4.0,LA,US,LA,True,False
KIYK,IYK,Inyokern Cnty,35.659,-117.83,746.0,CA,US,CA,True,False
KIZA,IZA,Santa Ynez Arpt,34.60595,-120.07612,200.0,CA,US,CA,True,False
KIZG,IZG,Fryeburg/Eastern Slopes Rgnl,43.98992,-70.95005,138.0,ME,US,ME,True,False
KJAC,JAC,Jackson Hole Arpt,43.61294,-110.73663,1967.0,WY,US,WY,True,True
KJAN,JAN,Jackson/Evers Intl,32.31981,-90.07777,92.0,MS,US,MS,True,True
KJAQ,JAQ,Jackson/Westover Fld,38.37424,-120.79432,518.0,CA,US,CA,True,False
KJAS,JAS,Jasper/Bell Fld,30.89039,-94.03318,60.0,TX,US,TX,True,False
KJAU,JAU,Jacksboro/Campbell Cnty,36.33513,-84.16351,350.0,TN,US,TN,True,False
KJAX,JAX,Jacksonville Intl,30.49529,-81.69373,8.0,FL,US,FL,True,True
KJBR,JBR,Jonesboro Muni,35.83567,-90.64422,79.0,AR,US,AR,True,True
KJCA,JCA,Jefferson/Jackson Cnty,34.1739,-83.5583,287.0,GA,US,GA,True,False
KJCT,JCT,Junction/Kimble Cnty,30.51046,-99.7665,522.0,TX,US,TX,True,True
KJDD,JDD,Mineola/Wood Cnty,32.7403,-95.49446,127.0,TX,US,TX,True,False
KJDN,JDN,Jordan Arpt,47.32591,-106.94877,802.0,MT,US,MT,True,False
KJEF,JEF,Jefferson City Mem,38.59453,-92.15671,167.0,MO,US,MO,True,True
KJER,JER,Jerome Cnty Arpt,42.72736,-114.45469,1226.0,ID,US,ID,True,True
KJES,JES,Jesup/Wayne Cnty,31.55211,-81.88962,26.0,GA,US,GA,True,False
KJFK,JFK,New York/JF Kennedy Intl,40.63916,-73.76394,3.0,NY,US,NY,True,True
KJFX,JFX,Jasper/Walker Cnty,33.90076,-87.30922,144.0,AL,US,AL,True,False
KJFZ,JFZ,Tazewell Cnty,37.06344,-81.79687,809.0,VA,US,VA,True,False
KJGG,JGG,Williamsburg-Jamestown Arpt,37.24,-76.718,13.0,VA,US,VA,True,False
KJHN,JHN,Johnson City/Stanton Cnty,37.57823,-101.73046,1013.0,KS,US,KS,True,False
KJHW,JHW,Jamestown/Chautauqua Cnty,42.15344,-79.25415,520.0,NY,US,NY,True,True
KJKA,JKA,Gulf Shores/Edwards Arpt,30.291,-87.661,5.0,AL,US,AL,True,True
KJKJ,JKJ,Moorhead Muni,46.84038,-96.65448,280.0,MN,US,MN,True,False
KJKL,JKL,Jackson/Carroll Arpt,37.59133,-83.3137,414.0,KY,US,KY,True,True
KJLN,JLN,Joplin Rgnl,37.15222,-94.49525,297.0,MO,US,MO,True,True
KJMR,JMR,Mora Muni,45.88854,-93.269,301.0,MN,US,MN,True,False
KJMS,JMS,Jamestown Rgnl,46.92587,-98.6704,455.0,ND,US,ND,True,True
KJNW,,Newport,44.58,-124.07,48.0,OR,US,OR,True,False
KJNX,JNX,Smithfield/Johnston Rgnl,35.5369,-78.3934,41.0,NC,US,NC,True,False
KJOT,JOT,Joliet Rgnl,41.51755,-88.17904,175.0,IL,US,IL,True,False
KJPD,,Ten Sleep,44.15,-107.17,2739.0,WY,US,WY,True,False
KJPX,JPX,East Hampton Arpt,40.96053,-72.25107,10.0,NY,US,NY,True,False
KJQD,JQD,Hartford,37.458302,-86.849998,535.0,KY,US,KY,False,False
KJQF,JQF,Concord Rgnl,35.38961,-80.70736,204.0,NC,US,NC,True,False
KJRA,JRA,New York/30th,40.754,-74.007,2.0,NY,US,NY,False,False
KJRB,JRB,New York/Downtown,40.701,-74.009,2.0,NY,US,NY,True,False
KJRO,JRO,Jackson/Rhodes Arpt,38.98609,-82.57556,224.0,OH,US,OH,True,False
KJSL,JSL,Gulf of Mexino,26.2367,-91.2567,45.0,LA,US,LA,True,False
KJSO,JSO,Jacksonvil0e/Cherokee Cnty,31.86896,-95.21453,204.0,TX,US,TX,True,False
KJST,JST,Johnstown/Murtha Arpt,40.3149,-78.83075,695.0,PA,US,PA,True,True
KJSV,JSV,Sallisaw Muni,35.4381,-94.8012,158.0,OK,US,OK,True,False
KJSY,JSY,Joseph/State Arpt,45.35561,-117.25408,1256.0,OR,US,OR,True,False
KJTC,JTC,Springerville Muni,34.12918,-109.30904,2148.0,AZ,US,AZ,True,False
KJVL,JVL,Janesville/S Wisconsin Rgnl,42.62134,-89.04187,244.0,WI,US,WI,True,True
KJVW,JVW,Raymond/Williams Arpt,32.30695,-90.41196,73.0,MS,US,MS,True,False
KJVY,JVY,Jeffersonville/Clark Rgnl,38.36922,-85.73661,141.0,IN,US,IN,True,False
KJWG,JWG,Watonga Rgnl,35.863,-98.423,469.0,OK,US,OK,True,False
KJWN,JWN,Nashville/Tune Arpt,36.18519,-86.88333,149.0,TN,US,TN,True,False
KJWX,,Fort Ritchie,39.734,-77.43,277.0,PA,US,PA,True,False
KJWY,JWY,Midlothian/Mid-Way Rgnl,32.456,-96.914,211.0,TX,US,TX,True,False
KJXI,JXI,Gilmer/Stephens Fld,32.70364,-94.94709,130.0,TX,US,TX,True,False
KJXN,JXN,Jackson Cnty,42.25896,-84.4589,303.0,MI,US,MI,True,True
KJYG,JYG,St James Muni,43.98551,-94.5527,323.0,MN,US,MN,True,False
KJYL,JYL,Sylvania/Plantation Arpk,32.6459,-81.58942,54.0,GA,US,GA,True,False
KJYM,JYM,Hillsdale Muni,41.9197,-84.5853,357.0,MI,US,MI,True,False
KJYO,JYO,Leesburg Exec,39.08264,-77.56055,112.0,VA,US,VA,True,False
KJYR,JYR,York Muni,40.89417,-97.6258,508.0,NE,US,NE,True,False
KJZI,JZI,Charleston Exec,32.70246,-80.00582,5.0,SC,US,SC,True,True
KJZP,JZP,Jasper/Pickens Cnty,34.45415,-84.45972,462.0,GA,US,GA,True,False
KK02,,Perryville Muni,37.869,-89.862,113.0,MO,US,MO,True,False
KK22,,Prestonburg/Big Sandy Rgnl,37.751,-82.637,372.0,KY,US,KY,False,False
KK24,K24,Jamestown,37.009701,-85.102699,1011.0,KY,US,KY,False,False
KK27,,Fort Madison,40.67,-91.33,221.0,IA,US,IA,False,False
KK59,K59,Atchison,39.570499,-95.180298,1073.0,KS,US,KS,False,False
KK61,K61,Beloit,39.471199,-98.128799,1416.0,KS,US,KS,False,False
KK62,K62,Falmouth/Snyder Arpt,38.70177,-84.39636,274.0,KY,US,KY,True,False
KK68,K68,Garnett,38.27717,-95.215287,989.0,KS,US,KS,False,False
KK70,K70,Key Largo/Ocean Reef Arpt,25.322,-80.277,20.0,FL,US,FL,True,False
KK75,K75,Osborne,39.433558,-98.679521,1565.0,KS,US,KS,False,False
KK78,K78,Abilene,38.904099,-97.235901,1152.0,KS,US,KS,False,False
KK82,K82,Smith Center Arpt,39.7606,-98.79566,548.0,KS,US,KS,True,False
KK83,K83,Sabetha Muni,39.90527,-95.77468,405.0,KS,US,KS,True,False
KK88,K88,Iola/Allen Cnty,37.86921,-95.38396,308.0,KS,US,KS,True,False
KKIC,09C,King City/Mesa Del Ray Arpt,36.228,-121.121,114.0,CA,US,CA,False,False
KKLS,KLS,Kelso/Longview Arpt,46.118,-122.898,4.0,WA,US,WA,True,False
KKNB,KNB,Kanab Muni,37.00783,-112.5303,1476.0,UT,US,UT,True,False
KKQA,KQA,Akutan,54.13377,-165.778896,,AK,US,AK,False,False
KKY8,KY8,Lewisport/Hancock Cnty,37.95303,-86.85919,124.0,KY,US,KY,True,False
KL08,L08,Borrego Springs Arpt,33.2604,-116.32272,156.0,CA,US,CA,True,False
KL10,,San Clemente,33.42,-117.62,5.0,CA,US,CA,False,False
KL11,L11,Avalon,33.336686,-118.311455,10.0,CA,US,CA,False,False
KL18,L18,Fallbrook Arpk,33.35513,-117.24899,215.0,CA,US,CA,True,False
KL35,L35,Big Bear City Arpt,34.26259,-116.85507,2062.0,CA,US,CA,True,False
KL38,,Gonzales/Louisiana Rgnl,30.173,-90.941,5.0,LA,US,LA,True,False
KL52,L52,San Luis Obispo/Oceano Cnty,35.101,-120.623,3.0,CA,US,CA,True,False
KL63,,Ind Sprng Range,36.53,-115.57,972.0,NV,US,NV,True,False
KL71,L71,California,35.15119934082031,-118.01699829101562,2454.0,CA,US,CA,False,False
KL98,,El Capitan Beach,33.45,-120.03,27.0,CA,US,CA,False,False
KLAA,LAA,Lamar Muni,38.07177,-102.68747,1129.0,CO,US,CO,True,False
KLAF,LAF,Lafayette/Purdue Univ Arpt,40.41236,-86.94737,182.0,IN,US,IN,True,True
KLAL,LAL,Lakeland/Linder Intl,27.9866,-82.01928,39.0,FL,US,FL,True,True
KLAM,LAM,Los Alamos Arpt,35.87892,-106.26206,2166.0,NM,US,NM,True,False
KLAN,LAN,Lansing/Capital City Arpt,42.77611,-84.59973,261.0,MI,US,MI,True,True
KLAR,LAR,Laramie Rgnl,41.31651,-105.67288,2217.0,WY,US,WY,True,True
KLAS,LAS,Las Vegas/Reid Intl,36.07188,-115.16343,662.0,NV,US,NV,True,True
KLAW,LAW,Lawton-Fort Sill Rgnl,34.55771,-98.41721,328.0,OK,US,OK,True,True
KLAX,LAX,Los Angeles Intl,33.93817,-118.3866,30.0,CA,US,CA,True,True
KLBB,LBB,Lubbock Intl Arpt,33.66578,-101.8233,996.0,TX,US,TX,True,True
KLBE,LBE,Latrobe/Palmer Rgnl,40.27674,-79.40392,345.0,PA,US,PA,True,True
KLBF,LBF,N Platte/Lee Bird Fld,41.122,-100.66895,843.0,NE,US,NE,True,True
KLBL,LBL,Liberal/Mid America Rgnl,37.03746,-100.95745,877.0,KS,US,KS,True,False
KLBO,LBO,Lebanon/Jones Arpt,37.64494,-92.65436,399.0,MO,US,MO,True,False
KLBR,LBR,Clarksville/Trissell Fld,33.59533,-95.06534,132.0,TX,US,TX,True,False
KLBT,LBT,Lumberton Muni,34.60817,-79.05899,37.0,NC,US,NC,True,True
KLBX,LBX,Angleton/Texas Gulf Coast Rgnl,29.11537,-95.46324,4.0,TX,US,TX,True,True
KLCG,LCG,Wayne Muni,42.24229,-96.98302,434.0,NE,US,NE,True,False
KLCH,LCH,Lake Charles Rgnl,30.12551,-93.2277,2.0,LA,US,LA,True,True
KLCI,LCI,Laconia Muni,43.57183,-71.42536,166.0,NH,US,NH,True,False
KLCK,LCK,Columbus/Rickenbacker Intl,39.83,-82.919,225.0,OH,US,OH,True,True
KLCQ,LCQ,Lake City/Gateway Arpt,30.18384,-82.56839,59.0,FL,US,FL,True,False
KLDJ,LDJ,Linden Arpt,40.61622,-74.24507,6.0,NJ,US,NJ,True,False
KLDM,LDM,Ludington/Mason Cnty,43.96143,-86.41069,194.0,MI,US,MI,True,False
KLDS,,Leeds,48.55,-109.68,775.0,MT,US,MT,False,False
KLEB,LEB,Lebanon Muni,43.62707,-72.30537,169.0,NH,US,NH,True,True
KLEE,LEE,Leesburg Muni,28.82142,-81.80064,21.0,FL,US,FL,True,True
KLEM,LEM,Lemmon Muni,45.92,-102.104,785.0,SD,US,SD,True,False
KLEW,LEW,Auburn-Lewiston Muni,44.04445,-70.28527,81.0,ME,US,ME,True,False
KLEX,LEX,Lexington/Blue Grass Arpt,38.03391,-84.61138,294.0,KY,US,KY,True,True
KLFI,LFI,Langley AFB,37.088,-76.349,2.0,VA,US,VA,True,True
KLFK,LFK,Lufkin/Angelina Cnty,31.2359,-94.75465,87.0,TX,US,TX,True,True
KLFT,LFT,Lafayette Rgnl,30.19859,-91.98957,9.0,LA,US,LA,True,True
KLGA,LGA,New York/La Guardia Arpt,40.77945,-73.88027,9.0,NY,US,NY,True,True
KLGB,LGB,Long Beach Arpt,33.81177,-118.14717,10.0,CA,US,CA,True,True
KLGC,LGC,La Grange/Callaway Arpt,33.0093,-85.07173,209.0,GA,US,GA,True,False
KLGD,LGD,La Grande/Union Cnty,45.29063,-118.00884,827.0,OR,US,OR,True,False
KLGF,LGF,Laguna,32.868,-114.393,118.0,AZ,US,AZ,True,False
KLGU,LGU,Logan/Cache Arpt,41.7865,-111.85188,1359.0,UT,US,UT,True,True
KLHB,LHB,Hearne Muni,30.8693,-96.62071,83.0,TX,US,TX,True,False
KLHC,,Arlington-Arlin,35.28,-89.67,9999.0,TN,US,TN,False,False
KLHM,LHM,Lincoln Rgnl,38.91485,-121.35159,36.0,CA,US,CA,True,False
KLHQ,LHQ,Lancaster/Fairfield Cnty,39.75725,-82.66332,259.0,OH,US,OH,True,False
KLHU,,Lake Havasu,34.47,-114.36,147.0,AZ,US,AZ,False,False
KLHV,LHV,Lock Haven/Piper Arpt,41.136,-77.421,170.0,PA,US,PA,True,False
KLHW,LHW,Ft Stewart/Mid Coast Rgnl,31.88721,-81.56246,14.0,GA,US,GA,True,False
KLHX,LHX,La Junta Muni,38.04949,-103.51336,1289.0,CO,US,CO,True,False
KLHZ,LHZ,Louisburg/Franklin Cnty,36.02289,-78.33408,104.0,NC,US,NC,True,False
KLIC,LIC,Limon Muni,39.27331,-103.66736,1635.0,CO,US,CO,True,False
KLIT,LIT,Little Rock/Clinton Natl,34.72726,-92.23582,77.0,AR,US,AR,True,True
KLIX,,Slidell/WFO,30.337,-89.826,7.0,LA,US,LA,False,False
KLIZ,,Loring AFB,46.95,-67.88,227.0,ME,US,ME,False,False
KLJF,LJF,Litchfield Muni,45.09485,-94.50836,347.0,MN,US,MN,True,False
KLKP,LKP,Lake Placid Arpt,44.265,-73.963,533.0,NY,US,NY,False,False
KLKR,LKR,Lancaster Cnty,34.72659,-80.85316,166.0,SC,US,SC,True,False
KLKU,LKU,Louisa/Freeman Fld,38.00851,-77.9681,146.0,VA,US,VA,True,False
KLKV,LKV,Lakeview/Lake Cnty,42.15379,-120.40273,1440.0,OR,US,OR,True,False
KLLJ,LLJ,Challis Arpt,44.523,-114.21611,1535.0,ID,US,ID,True,False
KLLN,LLN,Levelland Muni,33.55601,-102.37514,1071.0,TX,US,TX,True,False
KLLQ,LLQ,Monticello/Ellis Fld,33.63602,-91.7555,86.0,AR,US,AR,True,True
KLLR,LLR,Little River Arpt,39.2621,-123.7525,572.0,CA,US,CA,True,False
KLLU,LLU,Lamar Muni,37.49,-94.312,308.0,MO,US,MO,False,False
KLMO,LMO,Longmont/Brand Arpt,40.16117,-105.16046,1535.0,CO,US,CO,True,False
KLMS,LMS,Louisville/Winston Cnty,33.15,-89.063,169.0,MS,US,MS,False,False
KLMT,LMT,Klamath Falls Intl,42.14702,-121.72553,1246.0,OR,US,OR,True,True
KLNA,LNA,Lantana/Palm Beach Cnty,26.5925,-80.08484,3.0,FL,US,FL,True,True
KLNC,LNC,Lancaster Arpt,32.58323,-96.72093,152.0,TX,US,TX,True,False
KLND,LND,Lander/Hunt Fld,42.81536,-108.72603,1700.0,WY,US,WY,True,True
KLNK,LNK,Lincoln Arpt,40.84781,-96.76468,357.0,NE,US,NE,True,True
KLNL,LNL,Land OLakes Arpt,46.15145,-89.2108,517.0,WI,US,WI,True,False
KLNN,LNN,Willoughby/Lake Cnty Exec,41.68392,-81.38962,190.0,OH,US,OH,True,False
KLNP,LNP,Wise/Lonesome Pine Arpt,36.98842,-82.52404,817.0,VA,US,VA,True,False
KLNQ,LNQ,Boothville/Petr,29.353,-89.439,1.0,LA,US,LA,True,False
KLNR,LNR,Lone Rock/Tri Cnty Rgnl,43.21106,-90.18739,218.0,WI,US,WI,True,False
KLNS,LNS,Lancaster Arpt,40.12059,-76.29445,122.0,PA,US,PA,True,True
KLOL,LOL,Lovelock/Derby Fld,40.06845,-118.57017,1191.0,NV,US,NV,True,True
KLOM,LOM,Philadelphia/Wings Field Arpt,40.13757,-75.26843,87.0,PA,US,PA,True,False
KLOR,LOR,Ft Rucker/Lowe,31.36,-85.749,92.0,AL,US,AL,True,False
KLOT,LOT,Romeoville/Lewis Univ Arpt,41.60308,-88.10167,205.0,IL,US,IL,True,False
KLOU,LOU,Louisville/Bowman Fld,38.23021,-85.66294,165.0,KY,US,KY,True,False
KLOX,,Oxnard,34.2,-119.133,16.0,CA,US,CA,False,False
KLOZ,LOZ,London-Corbin Arpt,37.08958,-84.06881,361.0,KY,US,KY,True,True
KLPC,LPC,Lompoc Arpt,34.66465,-120.46423,26.0,CA,US,CA,True,False
KLPR,LPR,Elyria/Lorain Cnty,41.34628,-82.17885,241.0,OH,US,OH,True,False
KLQK,LQK,Pickens Cnty,34.80686,-82.70469,291.0,SC,US,SC,True,False
KLQR,LQR,Larned/Pawnee Cnty,38.20838,-99.08684,612.0,KS,US,KS,True,False
KLRD,LRD,Laredo Intl,27.55103,-99.46143,150.0,TX,US,TX,True,True
KLRF,LRF,Little Rock AFB,34.92,-92.131,85.0,AR,US,AR,True,True
KLRG,LRG,Lincoln Rgnl,45.362,-68.535,63.0,ME,US,ME,False,False
KLRJ,LRJ,Le Mars Muni,42.77714,-96.19497,363.0,IA,US,IA,True,False
KLRO,LRO,Mt Pleasant Rgnl,32.8982,-79.77958,3.0,SC,US,SC,True,False
KLRU,LRU,Las Cruces Intl,32.28842,-106.91312,1355.0,NM,US,NM,True,True
KLRX,,Elko/NEXRAD,40.74,-116.803,2056.0,NV,US,NV,False,False
KLRY,LRY,Harrisonville/Smith,38.60739,-94.34527,272.0,MO,US,MO,True,False
KLSB,LSB,Lordsburg Muni,32.33403,-108.69554,1308.0,NM,US,NM,True,False
KLSD,,Lexington/Creec,38.03,-84.62,299.0,KY,US,KY,False,False
KLSE,LSE,La Crosse Muni,43.87922,-91.25301,198.0,WI,US,WI,True,True
KLSF,LSF,Fort Benning/Lawson AAF,32.3239,-84.98264,68.0,GA,US,GA,True,True
KLSK,LSK,Lusk Muni,42.75443,-104.40933,1514.0,WY,US,WY,True,False
KLSN,LSN,Los Banos Muni,37.06232,-120.86687,37.0,CA,US,CA,False,False
KLSV,LSV,Nellis AFB,36.236,-115.034,563.0,NV,US,NV,True,True
KLTS,LTS,Altus AFB,34.666,-99.27,416.0,OK,US,OK,True,True
KLTX,,Wilmington/NEXRAD,33.989,-78.429,23.0,NC,US,NC,False,False
KLUA,LUA,Luray Caverns Arpt,38.667,-78.501,273.0,VA,US,VA,True,False
KLUD,LUD,Decatur Muni,33.25684,-97.58256,319.0,TX,US,TX,True,False
KLUF,LUF,Phoenix/Luke AFB,33.538,-112.38,333.0,AZ,US,AZ,True,True
KLUG,LUG,Lewisburg/Ellington Arpt,35.50821,-86.80549,218.0,TN,US,TN,True,False
KLUK,LUK,Cincinnati/Lunken Fld,39.10601,-84.41608,144.0,OH,US,OH,True,True
KLUL,LUL,Laurel/Hesler-Noble Fld,31.66819,-89.17051,74.0,MS,US,MS,True,False
KLUM,LUM,Menomenie Muni,44.89362,-91.86655,271.0,WI,US,WI,True,False
KLUV,LUV,Lamesa Muni,32.74813,-101.91274,910.0,TX,US,TX,True,False
KLUX,LUX,Laurens Cnty,34.508,-81.949,213.0,SC,US,SC,True,False
