icao_id,faa_id,name,lat,lon,elevation_m,state,country,market_group,has_metar,has_taf
KCEZ,CEZ,Cortez/Montezuma Cnt,37.30707,-108.62645,1801.0,CO,US,CO,True,False
KCFD,CFD,Bryan/Coulter Fld,30.71705,-96.33475,106.0,TX,US,TX,True,False
KCFE,CFE,Buffalo Muni,45.1601,-93.84605,292.0,MN,US,MN,True,False
KCFJ,CFJ,Crawfordsville Muni,39.97674,-86.91484,243.0,IN,US,IN,True,False
KCFO,CFO,Denver/Colorado Air and Space Port,39.79476,-104.54048,1672.0,CO,US,CO,True,False
KCFS,CFS,Tuscola Area Arpt,43.46243,-83.44276,214.0,MI,US,MI,True,False
KCFT,CFT,Clifton-Morenci/Greenlee Cnty,32.95819,-109.21288,1144.0,AZ,US,AZ,False,False
KCFV,CFV,Coffeyville Muni,37.09119,-95.5726,228.0,KS,US,KS,True,False
KCGC,CGC,Crystal River Arpt,28.86602,-82.57413,3.0,FL,US,FL,True,False
KCGE,CGE,Cambridge/Dorchester Rgnl,38.53715,-76.03092,5.0,MD,US,MD,True,False
KCGF,CGF,Cleveland/Cuyahoga Cnty,41.56599,-81.48267,265.0,OH,US,OH,True,False
KCGI,CGI,Cape Girardeau Rgnl,37.22543,-89.57854,103.0,MO,US,MO,True,True
KCGS,CGS,College Park Arpt,38.98057,-76.92514,15.0,MD,US,MD,True,False
KCGX,,Chicago/Meigs Fld,41.861,-87.607,181.0,IL,US,IL,False,False
KCGZ,CGZ,Casa Granda Muni,32.9531,-111.77254,444.0,AZ,US,AZ,True,False
KCHA,CHA,Chattanooga Metro,35.03363,-85.20039,203.0,TN,US,TN,True,True
KCHD,CHD,Chandler Muni,33.26688,-111.8086,378.0,AZ,US,AZ,True,False
KCHJ,,Chief Joseph,44.75,-109.37,2529.0,WY,US,WY,False,False
KCHK,CHK,Chickasha Muni,35.09272,-97.97092,346.0,OK,US,OK,True,False
KCHN,CHN,Wauchula,27.5149,-81.880501,106.0,FL,US,FL,False,False
KCHO,CHO,Charlottesville/Albemarle Arpt,38.13737,-78.45514,193.0,VA,US,VA,True,True
KCHQ,CHQ,Charleston/Mississip,36.842,-89.36,95.0,MO,US,MO,False,False
KCHS,CHS,Charleston Intl,32.89945,-80.0407,12.0,SC,US,SC,True,True
KCHT,CHT,Chillicothe Muni,39.78275,-93.49863,238.0,MO,US,MO,False,False
KCHU,CHU,Caledonia/Houston Cnty,43.596,-91.504,359.0,MN,US,MN,False,False
KCIC,CIC,Chico Muni,39.79875,-121.85797,72.0,CA,US,CA,True,False
KCID,CID,Cedar Rapids/E Iowa Arpt,41.8829,-91.72459,257.0,IA,US,IA,True,True
KCII,CII,Choteau Arpt,47.82617,-112.17027,1202.0,MT,US,MT,True,False
KCIN,CIN,Carroll/Neu Arpt,42.04436,-94.78884,365.0,IA,US,IA,True,False
KCIR,CIR,Cairo Rgnl,37.06389,-89.22321,96.0,IL,US,IL,True,False
KCIU,CIU,Chippewa Cnty Intl,46.2531,-84.47727,242.0,MI,US,MI,True,True
KCJJ,CJJ,Cresco/Church Fld,43.365,-92.133,389.0,IA,US,IA,False,False
KCJR,CJR,Culpeper Rgnl,38.52607,-77.85739,90.0,VA,US,VA,True,False
KCJX,CJX,Crooked Cr,61.870315,-158.137636,178.0,AK,US,AK,False,False
KCKB,CKB,Clarksburg/NC West Virginia Arpt,39.30217,-80.22391,368.0,WV,US,WV,True,True
KCKC,CKC,Grand Marais Muni,47.83664,-90.38644,544.0,MN,US,MN,True,False
KCKF,CKF,Cordele/Crisp Cnty,31.98894,-83.77392,92.0,GA,US,GA,True,False
KCKI,CKI,Kingstree/Williamsburg Rgnl,33.71865,-79.8567,19.0,SC,US,SC,True,False
KCKL,,Centreville/Bib,32.9,-87.25,140.0,AL,US,AL,False,False
KCKM,CKM,Clarksdale/Fletcher Fld,34.29449,-90.5146,52.0,MS,US,MS,True,False
KCKN,CKN,Crookston Muni,47.84042,-96.62013,272.0,MN,US,MN,True,False
KCKP,CKP,Cherokee Cnty,42.73044,-95.55379,369.0,IA,US,IA,True,False
KCKV,CKV,Clarksville/Outlaw Fld,36.61688,-87.41175,166.0,TN,US,TN,True,True
KCKZ,CKZ,Perkasie/Pennridge Arpt,40.38641,-75.29527,160.0,PA,US,PA,True,True
KCLE,CLE,Cleveland/Hopkins Intl,41.40568,-81.85192,237.0,OH,US,OH,True,True
KCLI,CLI,Clintonville Muni,44.61522,-88.73133,248.0,WI,US,WI,True,False
KCLK,CLK,Clinton Rgnl,35.53812,-98.93358,489.0,OK,US,OK,True,False
KCLL,CLL,College Station/Easterwood Arpt,30.59119,-96.36308,96.0,TX,US,TX,True,True
KCLM,CLM,Port Angeles Intl,48.12193,-123.50657,81.0,WA,US,WA,True,True
KCLR,CLR,Calipatria/Hatfield,33.131,-115.521,-55.0,CA,US,CA,False,False
KCLS,CLS,Chehalis-Centralia Arpt,46.67745,-122.98571,52.0,WA,US,WA,True,False
KCLT,CLT,Charlotte/Douglas Intl,35.22254,-80.95432,223.0,NC,US,NC,True,True
KCLW,CLW,Clearwater Air Park,27.97408,-82.75635,21.0,FL,US,FL,True,False
KCMA,CMA,Camarillo Arpt,34.21143,-119.08762,20.0,CA,US,CA,True,True
KCMB,,East Cameron 47,29.441,-92.979,29.0,LA,US,LA,True,False
KCMD,CMD,Culman Rgnl,34.27222,-86.85832,294.0,AL,US,AL,True,False
KCMH,CMH,Columbus/Glenn Intl,39.99068,-82.87705,257.0,OH,US,OH,True,True
KCMI,CMI,Champaign/Willard Arpt,40.0324,-88.27547,227.0,IL,US,IL,True,True
KCMR,CMR,Williams/Clark Fld,35.30156,-112.19697,2039.0,AZ,US,AZ,True,False
KCMS,,Cemetery Separa,41.53,-109.46,1962.0,WY,US,WY,True,False
KCMX,CMX,Houghton Cnty Mem,47.17046,-88.48538,326.0,MI,US,MI,True,True
KCMY,CMY,Sparta/Ft McCoy Arpt,43.9581,-90.73976,253.0,WI,US,WI,True,False
KCNB,CNB,Canby Muni,44.72966,-96.26227,363.0,MN,US,MN,True,False
KCNC,CNC,Chariton Muni,41.01846,-93.36078,319.0,IA,US,IA,True,False
KCNH,CNH,Claremont Muni,43.371,-72.368,166.0,NH,US,NH,False,False
KCNI,CNI,Canton/Cherokee Cnty,34.31,-84.424,371.0,GA,US,GA,True,False
KCNK,CNK,Concordia/Blosser Muni,39.55129,-97.65077,445.0,KS,US,KS,True,False
KCNM,CNM,Carlsbad/Cavern City Air Term,32.33355,-104.25845,993.0,NM,US,NM,True,True
KCNO,CNO,Chino Arpt,33.97563,-117.62486,191.0,CA,US,CA,True,False
KCNP,CNP,Chappell/Ray Fld,41.077,-102.464,1122.0,NE,US,NE,False,False
KCNU,CNU,Chanute/Johnson Arpt,37.67049,-95.48461,301.0,KS,US,KS,True,True
KCNW,CNW,Waco/Texas State Tech Arpt,31.637,-97.071,139.0,TX,US,TX,True,False
KCNY,CNY,Moab/Canyonland Fld,38.75007,-109.76266,1392.0,UT,US,UT,True,True
KCOD,COD,Cody/Yellowstone Rgnl,44.51999,-109.02678,1550.0,WY,US,WY,True,True
KCOE,COE,Coeur DAlene Arpt,47.77187,-116.83324,693.0,ID,US,ID,True,True
KCOF,COF,Cocoa Beach/Patrick,28.242,-80.608,1.0,FL,US,FL,True,True
KCOI,COI,Cocoa/Merritt Isl Arpt,28.34219,-80.68405,1.0,FL,US,FL,True,False
KCOM,COM,Coleman Muni,31.84148,-99.40578,516.0,TX,US,TX,True,False
KCON,CON,Concord Muni,43.20488,-71.50257,102.0,NH,US,NH,True,True
KCOQ,COQ,Cloquet/Carlton Cnty,46.69862,-92.50344,390.0,MN,US,MN,True,False
KCOS,COS,Colorado Spring Arpt,38.80948,-104.68874,1886.0,CO,US,CO,True,True
KCOT,COT,Cotulla/LaSalle Cnty,28.45851,-99.22276,144.0,TX,US,TX,True,True
KCOU,COU,Columbia Rgnl,38.81705,-92.21477,272.0,MO,US,MO,True,True
KCPC,CPC,Whiteville/Columbus Cnty,34.27528,-78.71464,27.0,NC,US,NC,True,False
KCPF,CPF,Hazard/Ford Arpt,37.3869,-83.2593,382.0,KY,US,KY,True,False
KCPK,CPK,Chesapeake Rgnl,36.6631,-76.32643,4.0,VA,US,VA,True,False
KCPM,CPM,Compton/Woodley Arpt,33.89081,-118.24578,25.0,CA,US,CA,False,False
KCPP,CPP,Greensboro/Greene Cnty,33.59906,-83.14014,207.0,GA,US,GA,True,False
KCPR,CPR,Casper/Natrona Cnty,42.89778,-106.47364,1623.0,WY,US,WY,True,True
KCPS,CPS,St Louis/Downtown Arpt,38.57,-90.156,125.0,IL,US,IL,True,True
KCPT,CPT,Cleburne Muni,32.35261,-97.43497,260.0,TX,US,TX,True,False
KCPU,CPU,San Andreas/Calaveras Cnty,38.14449,-120.64537,400.0,CA,US,CA,True,False
KCPW,CPW,Wolf Creek Pass,37.464,-106.804,3570.0,CO,US,CO,True,False
KCQA,CQA,Celina/Lakefield Arpt,40.483,-84.564,272.0,OH,US,OH,False,False
KCQB,CQB,Chandler Muni,35.72233,-96.81872,298.0,OK,US,OK,True,False
KCQC,CQC,Clines Corners,35.00301,-105.66275,2163.0,NM,US,NM,True,False
KCQF,CQF,Fairhope/Callahan Arpt,30.46179,-87.874911,21.0,AL,US,AL,True,False
KCQM,CQM,Cook Muni,47.81993,-92.68167,406.0,MN,US,MN,True,False
KCQN,,Chattanooga / D,35.15,-85.15,225.0,TN,US,TN,False,False
KCQT,,Los Angeles/USC Campus,34.024,-118.291,51.0,CA,US,CA,False,False
KCQV,,Colville Muni,48.554,-117.884,573.0,WA,US,WA,False,False
KCQW,CQW,Cheraw Muni,34.71277,-79.96223,67.0,SC,US,SC,True,False
KCQX,CQX,Chatham Muni,41.68777,-69.99318,17.0,MA,US,MA,True,False
KCRE,CRE,North Myrtle Beach/Grand Strand Arpt,33.81618,-78.72042,9.0,SC,US,SC,True,True
KCRG,CRG,Jacksonville/Executive at Craig Arpt,30.33708,-81.51276,12.0,FL,US,FL,True,True
KCRH,,West Cameron,28.909,-93.302,34.0,TX,US,TX,True,False
KCRO,,Corcoran-Corcor,36.1,-119.59,9999.0,CA,US,CA,False,False
KCRP,CRP,Corpus Christi Intl,27.77335,-97.51298,11.0,TX,US,TX,True,True
KCRQ,CRQ,Carlsbad/Palomar Arpt,33.12993,-117.27651,96.0,CA,US,CA,True,True
KCRS,CRS,Corsicana Muni,32.03156,-96.39938,136.0,TX,US,TX,True,False
KCRT,CRT,Crossett/Stell Fld,33.178,-91.88,56.0,AR,US,AR,False,False
KCRW,CRW,Charleston/Yeager Arpt,38.37951,-81.59113,278.0,WV,US,WV,True,True
KCRX,CRX,Corinth/Turner Fld,34.92087,-88.60708,128.0,MS,US,MS,True,False
KCRZ,CRZ,Corning Muni,40.994,-94.755,388.0,IA,US,IA,False,False
KCSB,CSB,Cambridge Muni,40.307,-100.162,736.0,NE,US,NE,True,False
KCSG,CSG,Columbus Arpt,32.51626,-84.94223,120.0,GA,US,GA,True,True
KCSL,CSL,Camp San Luis,35.333,-120.734,76.0,CA,US,CA,False,False
KCSM,CSM,Clinton/Sherman Arpt,35.35676,-99.2041,586.0,OK,US,OK,True,True
KCSQ,CSQ,Creston Muni,41.01885,-94.36104,394.0,IA,US,IA,True,False
KCSV,CSV,Crossville/Whitson Fld,35.95099,-85.08142,569.0,TN,US,TN,True,True
KCTB,CTB,Cut Bank Muni,48.60356,-112.37663,1172.0,MT,US,MT,True,True
KCTD,,Continental Div,41.72,-107.78,2145.0,WY,US,WY,True,False
KCTJ,CTJ,Carrollton/W Georgia Rgnl,33.63126,-85.15382,351.0,GA,US,GA,True,False
KCTK,CTK,Canton/Ingersoll Arpt,40.56826,-90.07636,205.0,IL,US,IL,False,False
KCTO,,Calverton Exec Aprk,40.915,-72.792,23.0,NY,US,NY,False,False
KCTY,CTY,Cross City Arpt,29.63345,-83.10553,12.0,FL,US,FL,True,False
KCTZ,CTZ,Clinton/Sampson Cnty,34.97523,-78.36275,43.0,NC,US,NC,True,False
KCUB,CUB,Columbia/Downtown Arpt,33.97197,-80.99385,55.0,SC,US,SC,True,True
KCUH,CUH,Cushing Muni,35.949,-96.768,274.0,OK,US,OK,True,False
KCUL,CUL,Carmi Muni,38.08873,-88.12122,116.0,IL,US,IL,True,False
KCUT,CUT,Custer Cnty Arpt,43.7331,-103.61511,1700.0,SD,US,SD,True,False
KCVB,CVB,Castroville Muni,29.34304,-98.84969,234.0,TX,US,TX,True,False
KCVC,CVC,Covington Muni,33.63122,-83.8482,240.0,GA,US,GA,True,False
KCVG,CVG,Cincinnati Intl,39.04444,-84.67242,264.0,KY,US,KY,True,True
KCVH,CVH,Hollister Muni,36.89195,-121.41049,68.0,CA,US,CA,True,False
KCVK,CVK,Ash Flat/Sharp Cnty,36.265,-91.563,218.0,AR,US,AR,False,False
KCVN,CVN,Clovis Muni,34.42272,-103.08025,1278.0,NM,US,NM,True,False
KCVO,CVO,Corvallis Muni,44.50126,-123.29304,75.0,OR,US,OR,True,False
KCVS,CVS,Clovis/Cannon AFB,34.381,-103.322,1305.0,NM,US,NM,True,True
KCVW,,Cameron,29.778,-93.302,2.0,LA,US,LA,True,False
KCVX,CVX,Charlevoix Muni,45.30395,-85.26892,196.0,MI,US,MI,True,False
KCWA,CWA,Mosinee/C Wisconsin Arpt,44.77947,-89.67102,387.0,WI,US,WI,True,True
KCWC,CWC,Wichita Falls/Kickapoo Arpt,33.86295,-98.49144,304.0,TX,US,TX,True,False
KCWF,CWF,Chenault Intl,30.22163,-93.1467,4.0,LA,US,LA,True,False
KCWI,CWI,Clinton Muni,41.8295,-90.3328,212.0,IA,US,IA,True,False
KCWN,,Cheyenne Mountain,38.748,-104.847,2040.0,CO,US,CO,True,False
KCWV,CWV,Claxton/Evans Cnty,32.193,-81.873,32.0,GA,US,GA,True,False
KCXE,CXE,Chase City Muni,36.79226,-78.50272,154.0,VA,US,VA,True,False
KCXL,CXL,Calexico Intl,32.667,-115.517,1.0,CA,US,CA,True,False
KCXO,CXO,Conroe/Executive Arpt,30.36108,-95.41758,69.0,TX,US,TX,True,True
KCXP,CXP,Carson City Arpt,39.19054,-119.73186,1431.0,NV,US,NV,True,True
KCXU,CXU,Camilla/Mitchell Cnty,31.21415,-84.23585,48.0,GA,US,GA,True,False
KCXW,CXW,Conway/Cantrell Fld,35.02173,-92.55059,84.0,AR,US,AR,True,False
KCXY,CXY,Harrisburg/Capital City Arpt,40.21844,-76.8552,102.0,PA,US,PA,True,False
KCYD,CYD,Mississippi Canyon Blk 807,28.1694,-89.2228,30.0,LA,US,LA,True,False
KCYO,CYO,Circleville/Pickaway Cnty,39.516,-82.982,209.0,OH,US,OH,True,False
KCYS,CYS,Cheyenne Rgnl,41.15788,-104.80813,1868.0,WY,US,WY,True,True
KCYW,CYW,Clay Center Muni,39.387,-97.157,368.0,KS,US,KS,False,False
KCZD,CZD,Cozad Muni,40.869,-100.005,800.0,NE,US,NE,False,False
KCZG,CZG,Endicott,42.078499,-76.096296,833.0,NY,US,NY,False,False
KCZK,CZK,Cascade Locks State Arpt,45.676,-121.879,46.0,OR,US,OR,True,False
KCZL,CZL,Calhoun/Tom David Fld,34.45,-84.936,197.0,GA,US,GA,True,False
KCZT,CZT,Carrizo Springs Arpt,28.52044,-99.81918,176.0,TX,US,TX,True,False
KCZZ,,Campo,32.626,-116.468,805.0,CA,US,CA,True,False
KD04,,Bowman,46.18,-103.43,902.0,ND,US,ND,False,False
KD07,,Faith Muni,45.03256,-102.02003,786.0,SD,US,SD,True,False
KD09,D09,Bottineau Muni,48.83,-100.417,512.0,ND,US,ND,True,False
KD25,D25,Manitowish Waters Arpt,46.12035,-89.88003,490.0,WI,US,WI,True,False
KD33,,Longville Muni,46.993,-94.208,407.0,MN,US,MN,False,False
KD39,D39,Sauk Center Muni,45.70565,-94.93085,378.0,MN,US,MN,True,False
KD50,D50,Crosby Muni,48.92476,-103.29581,591.0,ND,US,ND,True,False
KD55,D55,Langdon/Roberts Fld,48.75186,-98.39711,488.0,ND,US,ND,True,False
KD57,D57,Glen Ullin Rgnl,46.814,-101.864,636.0,ND,US,ND,True,False
KD60,D60,Tioga Muni,48.38338,-102.89847,682.0,ND,US,ND,True,False
KD73,D73,Monroe/Walton Cnty,33.78258,-83.69482,254.0,GA,US,GA,True,False
KD95,D95,Lapeer/Dumont Arpt,43.06754,-83.27023,253.0,MI,US,MI,True,False
KDAA,DAA,Fort Belvoir/Davison,38.714,-77.178,17.0,VA,US,VA,True,True
KDAB,DAB,Daytona Beach Intl,29.17351,-81.07186,8.0,FL,US,FL,True,True
KDAF,DAF,Necedah Arpt,44.033,-90.08,280.0,WI,US,WI,False,False
KDAG,DAG,Barstow/Daggett Cnty,34.85371,-116.787,584.0,CA,US,CA,True,True
KDAL,DAL,Dallas/Love Fld,32.83836,-96.83584,148.0,TX,US,TX,True,True
KDAN,DAN,Danville Rgnl,36.57286,-79.33499,170.0,VA,US,VA,True,True
KDAW,DAW,Rochester/Skyhaven Arpt,43.27937,-70.92426,100.0,NH,US,NH,True,False
KDAX,,Sacramento,38.501,-121.678,9.0,CA,US,CA,False,False
KDAY,DAY,Dayton/Cox Intl,39.90637,-84.21853,303.0,OH,US,OH,True,True
KDBN,DBN,Dublin/Barron Arpt,32.56322,-82.98554,90.0,GA,US,GA,True,False
KDBQ,DBQ,Dubuque Rgnl,42.39836,-90.70915,317.0,IA,US,IA,True,True
KDCA,DCA,Washington/Reagan-National Arpt,38.8472,-77.03453,4.0,VA,US,VA,True,True
KDCM,DCM,Chester Muni,34.79076,-81.1987,191.0,SC,US,SC,True,False
KDCU,DCU,Decatur/Pryor Fld,34.65799,-86.94343,180.0,AL,US,AL,True,False
KDCY,DCY,Washington/Daviess Cnty,38.69532,-87.13142,143.0,IN,US,IN,True,False
KDDC,DDC,Dodge City Arpt,37.77106,-99.96917,786.0,KS,US,KS,True,True
KDDH,DDH,Bennington/Morse State Arpt,42.89351,-73.24876,241.0,VT,US,VT,True,False
KDEC,DEC,Decatur Arpt,39.83079,-88.87194,205.0,IL,US,IL,True,True
KDED,DED,Deland Muni,29.075,-81.286,21.0,FL,US,FL,True,False
KDEH,DEH,Decorah Muni,43.27549,-91.74332,348.0,IA,US,IA,True,False
KDEN,DEN,Denver Intl,39.84657,-104.65623,1656.0,CO,US,CO,True,True
KDEQ,DEQ,De Queen/Helms Arpt,34.04799,-94.40156,107.0,AR,US,AR,True,False
KDET,DET,Detroit/C Young Arpt,42.40725,-83.00898,190.0,MI,US,MI,True,True
KDEW,DEW,Deer Park Arpt,47.97416,-117.42921,672.0,WA,US,WA,True,False
KDFI,DFI,Defiance Mem Arpt,41.33571,-84.42849,215.0,OH,US,OH,True,False
KDFW,DFW,Dallas-Ft Worth Intl,32.89744,-97.02195,168.0,TX,US,TX,True,True
KDGW,DGW,Douglas/Converse Cnty,42.79599,-105.38004,1503.0,WY,US,WY,True,False
KDHN,DHN,Dothan Rgnl,31.31768,-85.44323,113.0,AL,US,AL,True,True
KDHS,,Dead Horse,44.22,-106.1,1249.0,WY,US,WY,True,False
KDHT,DHT,Dalhart Muni,36.02516,-102.54875,1217.0,TX,US,TX,True,True
KDIJ,DIJ,Driggs/Reed Mem,43.74499,-111.09127,1896.0,ID,US,ID,True,True
KDIK,DIK,Dickinson/Roosevelt ,46.79968,-102.79714,788.0,ND,US,ND,True,True
KDIX,,Philadelphia/NEXRAD,39.947,-74.411,45.0,NJ,US,NJ,False,False
KDKB,DKB,DeKalb/Taylor Muni,41.93385,-88.70658,277.0,IL,US,IL,True,False
KDKK,DKK,Dunkirk/Chautauqua Cnty,42.4932,-79.27623,205.0,NY,US,NY,True,False
KDKR,DKR,Crockett/Houston Cnty,31.3097,-95.40391,105.0,TX,US,TX,True,False
KDKX,DKX,Knoxville/Downtown Arpt,35.96576,-83.8717,253.0,TN,US,TN,True,False
KDLC,DLC,Dillon Cnty,34.449,-79.368,40.0,SC,US,SC,False,False
KDLF,DLF,Laughlin AFB,29.36656,-100.78467,328.0,TX,US,TX,True,True
KDLH,DLH,Duluth Intl Arpt,46.84346,-92.1866,434.0,MN,US,MN,True,True
KDLL,DLL,Baraboo-Dells Arpt,43.52364,-89.77364,297.0,WI,US,WI,True,False
KDLN,DLN,Dillon Arpt,45.2584,-112.55455,1586.0,MT,US,MT,True,False
KDLO,DLO,Delano Muni,35.74491,-119.23871,97.0,CA,US,CA,True,False
KDLP,DLP,West Delta 27A,29.1214,-89.5472,31.0,MS,US,MS,True,False
KDLS,DLS,The Dalles Muni,45.61901,-121.16571,71.0,OR,US,OR,True,True
KDLZ,DLZ,Delaware Muni,40.281,-83.114,287.0,OH,US,OH,True,False
KDMA,DMA,Tucson/Davis AFB,32.165,-110.887,804.0,AZ,US,AZ,True,True
KDMH,,Baltimore/Downtown,39.281,-76.611,4.0,MD,US,MD,True,False
KDMN,DMN,Deming Muni,32.25924,-107.72055,1310.0,NM,US,NM,True,True
KDMO,DMO,Sedalia Mem,38.71198,-93.17468,271.0,MO,US,MO,True,False
KDMW,DMW,Westminster/Carroll Cnty Rgnl,39.61,-77.007,239.0,MD,US,MD,True,False
KDMX,,Des Moines/NEXRAD,41.731,-93.723,299.0,IA,US,IA,False,False
KDNA,DNA,Santa Teresa/Dona Cnty,31.87496,-106.69383,1254.0,NM,US,NM,True,False
KDNK,,Ft Polk Airstrip,31.116,-93.154,114.0,LA,US,LA,True,False
KDNL,DNL,Augusta/Daniel Fld,33.4668,-82.03847,126.0,GA,US,GA,True,True
KDNN,DNN,Dalton Muni,34.72699,-84.87331,216.0,GA,US,GA,True,False
KDNS,DNS,Denison Muni,41.98423,-95.38003,382.0,IA,US,IA,True,False
KDNV,DNV,Danville/Vermillion Rgnl,40.20316,-87.58972,208.0,IL,US,IL,True,False
KDOV,DOV,Dover AFB,39.13,-75.465,6.0,DE,US,DE,True,True
KDPA,DPA,Dupage Cnty Arpt,41.89641,-88.25119,228.0,IL,US,IL,True,True
KDPG,DPG,Dugway Prvg Grounds,40.187,-112.934,1324.0,UT,US,UT,True,False
KDPL,DPL,Kenansville/Duplin Arpt,34.99941,-77.97994,39.0,NC,US,NC,True,False
KDQH,DQH,Douglas Muni,31.47385,-82.86091,76.0,GA,US,GA,True,False
KDRA,,Mercury/Desert Rock,36.621,-116.029,988.0,NV,US,NV,True,True
KDRC,,Deer Creek,42.83,-105.86,1554.0,WY,US,WY,True,False
KDRI,DRI,Deridder/Beauregard Rgnl,30.83443,-93.33585,59.0,LA,US,LA,True,False
KDRM,DRM,Drummond Island Arpt,46.009,-83.743,201.0,MI,US,MI,True,False
KDRO,DRO,Durango/La Plata Cnty,37.14311,-107.76025,2021.0,CO,US,CO,True,True
KDRP,DRP,Colt/Delta Rgnl,35.1213,-90.82458,73.0,AR,US,AR,True,False
KDRT,DRT,Del Rio Intl,29.37839,-100.92703,303.0,TX,US,TX,True,True
KDRU,,Drummond Arpt,46.621,-113.205,1294.0,MT,US,MT,False,False
KDSF,DSF,Mississippi Canyon 650,28.3426,-88.2649,40.0,LA,US,LA,True,False
KDSM,DSM,Des Moines Intl,41.53395,-93.65312,286.0,IA,US,IA,True,True
KDSV,DSV,Dansville Muni,42.56985,-77.71425,195.0,NY,US,NY,True,False
KDTA,DTA,Delta Muni,39.38787,-112.50409,1452.0,UT,US,UT,True,False
KDTG,DTG,Dwight Arpt,41.133,-88.438,193.0,IL,US,IL,False,False
KDTL,DTL,Detroit Lakes Arpt,46.82862,-95.88573,425.0,MN,US,MN,True,False
KDTN,DTN,Shreveport/Downtown Arpt,32.54293,-93.74498,53.0,LA,US,LA,True,True
KDTO,DTO,Denton Muni,33.20884,-97.19923,199.0,TX,US,TX,True,False
KDTS,DTS,Destin Arpt,30.39333,-86.46739,5.0,FL,US,FL,True,False
KDTW,DTW,Detroit/Metro Wayne Cnty,42.23112,-83.33122,192.0,MI,US,MI,True,True
KDTX,,Detroit/NEXRAD,42.7,-83.472,326.0,MI,US,MI,False,False
KDUA,DUA,Durant/Eaker Fld,33.94273,-96.39671,209.0,OK,US,OK,True,True
KDUB,DUB,Dubois Muni,43.54854,-109.68387,2205.0,WY,US,WY,True,False
KDUC,DUC,Duncan/Halliburton Fld,34.47779,-97.96163,339.0,OK,US,OK,True,False
KDUG,DUG,Douglas/Bisbee Intl,31.47254,-109.60223,1260.0,AZ,US,AZ,True,True
KDUH,DUH,Toledo/Suburban Arpt,41.73751,-83.64934,203.0,MI,US,MI,True,False
KDUJ,DUJ,Du Bois Rgnl,41.17947,-78.89326,552.0,PA,US,PA,True,True
KDUX,DUX,Dumas/Moore Cnty,35.8608,-102.00948,1129.0,TX,US,TX,True,False
KDVK,DVK,Danville/Powell Fld,37.57641,-84.76406,309.0,KY,US,KY,True,False
KDVL,DVL,Devils Lake Rgnl,48.11358,-98.90338,439.0,ND,US,ND,True,True
KDVN,DVN,Davenport Muni,41.61333,-90.59483,227.0,IA,US,IA,True,False
KDVO,DVO,Novato/Gnoss Fld,38.14174,-122.55467,1.0,CA,US,CA,True,False
KDVP,DVP,Slayton Muni,43.99055,-95.78102,493.0,MN,US,MN,True,False
KDVT,DVT,Phoenix/Deer Valley Arpt,33.69022,-112.06618,454.0,AZ,US,AZ,True,True
KDWA,DWA,Davis/Yolo Cnty,38.5803,-121.85429,28.0,CA,US,CA,True,False
KDWH,DWH,Houston/Hooks Mem,30.068,-95.55627,46.0,TX,US,TX,True,True
KDWU,DWU,Ashland Rgnl,38.55602,-82.73751,165.0,KY,US,KY,True,True
KDWX,DWX,Dixon Arpt,41.03701,-107.49982,1974.0,WY,US,WY,True,False
KDXE,DXE,Dexter Muni,36.775,-89.941,93.0,MO,US,MO,False,False
KDXR,DXR,Danbury Muni,41.37215,-73.48337,138.0,CT,US,CT,True,False
KDXX,DXX,Madison/Lac Qui Parle Cnty,44.98386,-96.1789,327.0,MN,US,MN,True,False
KDXY,,St George Muni,37.04,-113.51,879.0,UT,US,UT,False,False
KDYA,DYA,Demopolis Muni,32.46413,-87.95043,33.0,AL,US,AL,True,False
KDYB,DYB,Summerville Arpt,33.062,-80.28,15.0,SC,US,SC,True,False
KDYL,DYL,Doylestown Arpt,40.33016,-75.12285,121.0,PA,US,PA,True,False
KDYR,DYR,Dyersburg Rgnl,35.99568,-89.40574,98.0,TN,US,TN,True,False
KDYS,DYS,Abilene/Dyess AFB,32.406,-99.85,544.0,TX,US,TX,True,True
KDYT,DYT,Duluth/Sky Harbor Arpt,46.72307,-92.04382,185.0,MN,US,MN,True,False
KDZB,DZB,Marble Falls/Horseshoe Bay Arpt,30.52098,-98.3574,329.0,TX,US,TX,True,False
KDZJ,DZJ,Blairsville Arpt,34.85518,-84.00143,578.0,GA,US,GA,True,False
KE01,E01,Monahans/Hurd Mem,31.5804,-102.9081,796.0,TX,US,TX,True,False
KE11,E11,Andrews Cnty,32.32807,-102.52831,966.0,TX,US,TX,True,False
KE16,E16,San Martin Arpt,37.07969,-121.59801,84.0,CA,US,CA,True,False
KE25,E25,Wickenburg,33.970172,-112.796043,2377.0,AZ,US,AZ,False,False
KE28,,Northrup Lndg S,32.9,-106.4,1193.0,NM,US,NM,False,False
KE33,,Chama,36.9,-106.58,2393.0,NM,US,NM,True,False
KE38,E38,Alpine/Casparis Muni,30.38513,-103.68034,1372.0,TX,US,TX,True,False
KE41,E41,Big Lake/Reagan Cnty,31.19448,-101.47324,825.0,TX,US,TX,True,False
KE42,E42,Spearman Muni,36.21934,-101.19398,942.0,TX,US,TX,True,False
KE57,E57,Denver City Arpt,32.976,-102.843,1090.0,TX,US,TX,True,False
KE77,E77,San Manuel Arpt,32.63404,-110.64673,989.0,AZ,US,AZ,True,False
