corridor,segment,TOD,DOW,Month,TI_score,SI_multiplier,LI_multiplier,CTS_score,CTS_toggle_%
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Saturday,Dec,4,0.9,0.95,3.42,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Saturday,Dec,10,0.9,0.95,8.549999999999999,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Saturday,Dec,2,0.9,0.95,1.71,-10.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Saturday,Dec,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Saturday,Dec,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Sunday,Dec,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Sunday,Dec,6,0.9,0.95,5.13,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Sunday,Dec,10,0.9,0.95,8.549999999999999,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Sunday,Dec,8,0.9,0.95,6.84,10.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Sunday,Dec,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Sunday,Dec,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Monday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Monday,Feb,7,0.9,0.95,5.984999999999999,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Monday,Feb,10,0.9,0.95,8.549999999999999,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Monday,Feb,6,0.9,0.95,5.13,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Monday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Monday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Tuesday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Tuesday,Feb,4,0.9,0.95,3.42,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Tuesday,Feb,10,0.9,0.95,8.549999999999999,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Tuesday,Feb,5,0.9,0.95,4.2749999999999995,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Tuesday,Feb,2,0.9,0.95,1.71,-10.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Tuesday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Wednesday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Wednesday,Feb,4,0.9,0.95,3.42,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Wednesday,Feb,10,0.9,0.95,8.549999999999999,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Wednesday,Feb,5,0.9,0.95,4.2749999999999995,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Wednesday,Feb,2,0.9,0.95,1.71,-10.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Wednesday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Thursday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Thursday,Feb,4,0.9,0.95,3.42,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Thursday,Feb,10,0.9,0.95,8.549999999999999,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Thursday,Feb,5,0.9,0.95,4.2749999999999995,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Thursday,Feb,2,0.9,0.95,1.71,-10.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Thursday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Friday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Friday,Feb,6,0.9,0.95,5.13,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Friday,Feb,10,0.9,0.95,8.549999999999999,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Friday,Feb,4,0.9,0.95,3.42,0.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Friday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Friday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Saturday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Saturday,Feb,4,0.9,0.95,3.42,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Saturday,Feb,10,0.9,0.95,8.549999999999999,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Saturday,Feb,2,0.9,0.95,1.71,-10.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Saturday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Saturday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Sunday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Sunday,Feb,6,0.9,0.95,5.13,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Sunday,Feb,10,0.9,0.95,8.549999999999999,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Sunday,Feb,8,0.9,0.95,6.84,10.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Sunday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Sunday,Feb,1,0.9,0.95,0.855,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Monday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Monday,Jan,7,0.75,0.95,4.9875,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Monday,Jan,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Monday,Jan,6,0.75,0.95,4.2749999999999995,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Monday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Monday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Tuesday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Tuesday,Jan,4,0.75,0.95,2.8499999999999996,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Tuesday,Jan,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Tuesday,Jan,5,0.75,0.95,3.5625,0.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Tuesday,Jan,2,0.75,0.95,1.4249999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Tuesday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Wednesday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Wednesday,Jan,4,0.75,0.95,2.8499999999999996,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Wednesday,Jan,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Wednesday,Jan,5,0.75,0.95,3.5625,0.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Wednesday,Jan,2,0.75,0.95,1.4249999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Wednesday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Thursday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Thursday,Jan,4,0.75,0.95,2.8499999999999996,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Thursday,Jan,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Thursday,Jan,5,0.75,0.95,3.5625,0.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Thursday,Jan,2,0.75,0.95,1.4249999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Thursday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Friday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Friday,Jan,6,0.75,0.95,4.2749999999999995,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Friday,Jan,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Friday,Jan,4,0.75,0.95,2.8499999999999996,0.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Friday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Friday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Saturday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Saturday,Jan,4,0.75,0.95,2.8499999999999996,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Saturday,Jan,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Saturday,Jan,2,0.75,0.95,1.4249999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Saturday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Saturday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Sunday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Sunday,Jan,6,0.75,0.95,4.2749999999999995,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Sunday,Jan,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Sunday,Jan,8,0.75,0.95,5.699999999999999,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Sunday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Sunday,Jan,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Monday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Monday,Jul,7,0.75,0.95,4.9875,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Monday,Jul,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Monday,Jul,6,0.75,0.95,4.2749999999999995,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Monday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Monday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Tuesday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Tuesday,Jul,4,0.75,0.95,2.8499999999999996,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Tuesday,Jul,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Tuesday,Jul,5,0.75,0.95,3.5625,0.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Tuesday,Jul,2,0.75,0.95,1.4249999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Tuesday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Wednesday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Wednesday,Jul,4,0.75,0.95,2.8499999999999996,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Wednesday,Jul,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Wednesday,Jul,5,0.75,0.95,3.5625,0.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Wednesday,Jul,2,0.75,0.95,1.4249999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Wednesday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Thursday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Thursday,Jul,4,0.75,0.95,2.8499999999999996,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Thursday,Jul,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Thursday,Jul,5,0.75,0.95,3.5625,0.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Thursday,Jul,2,0.75,0.95,1.4249999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Thursday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Friday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Friday,Jul,6,0.75,0.95,4.2749999999999995,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Friday,Jul,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Friday,Jul,4,0.75,0.95,2.8499999999999996,0.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Friday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Friday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Saturday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Saturday,Jul,4,0.75,0.95,2.8499999999999996,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Saturday,Jul,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Saturday,Jul,2,0.75,0.95,1.4249999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Saturday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Saturday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Sunday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Sunday,Jul,6,0.75,0.95,4.2749999999999995,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Sunday,Jul,10,0.75,0.95,7.125,10.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Sunday,Jul,8,0.75,0.95,5.699999999999999,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Sunday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Sunday,Jul,1,0.75,0.95,0.7124999999999999,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Monday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Monday,Jun,7,1.0,0.95,6.6499999999999995,10.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Monday,Jun,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Monday,Jun,6,1.0,0.95,5.699999999999999,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Monday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Monday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Tuesday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Tuesday,Jun,4,1.0,0.95,3.8,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Tuesday,Jun,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Tuesday,Jun,5,1.0,0.95,4.75,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Tuesday,Jun,2,1.0,0.95,1.9,-5.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Tuesday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Wednesday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Wednesday,Jun,4,1.0,0.95,3.8,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Wednesday,Jun,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Wednesday,Jun,5,1.0,0.95,4.75,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Wednesday,Jun,2,1.0,0.95,1.9,-5.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Wednesday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Thursday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Thursday,Jun,4,1.0,0.95,3.8,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Thursday,Jun,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Thursday,Jun,5,1.0,0.95,4.75,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Thursday,Jun,2,1.0,0.95,1.9,-5.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Thursday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Friday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Friday,Jun,6,1.0,0.95,5.699999999999999,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Friday,Jun,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Friday,Jun,4,1.0,0.95,3.8,0.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Friday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Friday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Saturday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Saturday,Jun,4,1.0,0.95,3.8,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Saturday,Jun,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Saturday,Jun,2,1.0,0.95,1.9,-5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Saturday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Saturday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Sunday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Sunday,Jun,6,1.0,0.95,5.699999999999999,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Sunday,Jun,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Sunday,Jun,8,1.0,0.95,7.6,10.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Sunday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Sunday,Jun,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Monday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Monday,Mar,7,1.0,0.95,6.6499999999999995,10.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Monday,Mar,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Monday,Mar,6,1.0,0.95,5.699999999999999,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Monday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Monday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Tuesday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Tuesday,Mar,4,1.0,0.95,3.8,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Tuesday,Mar,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Tuesday,Mar,5,1.0,0.95,4.75,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Tuesday,Mar,2,1.0,0.95,1.9,-5.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Tuesday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Wednesday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Wednesday,Mar,4,1.0,0.95,3.8,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Wednesday,Mar,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Wednesday,Mar,5,1.0,0.95,4.75,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Wednesday,Mar,2,1.0,0.95,1.9,-5.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Wednesday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Thursday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Thursday,Mar,4,1.0,0.95,3.8,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Thursday,Mar,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Thursday,Mar,5,1.0,0.95,4.75,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Thursday,Mar,2,1.0,0.95,1.9,-5.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Thursday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Friday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Friday,Mar,6,1.0,0.95,5.699999999999999,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Friday,Mar,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Friday,Mar,4,1.0,0.95,3.8,0.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Friday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Friday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Saturday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Saturday,Mar,4,1.0,0.95,3.8,0.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Saturday,Mar,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Saturday,Mar,2,1.0,0.95,1.9,-5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Saturday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Saturday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Sunday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Sunday,Mar,6,1.0,0.95,5.699999999999999,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Sunday,Mar,10,1.0,0.95,9.5,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Sunday,Mar,8,1.0,0.95,7.6,10.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Sunday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Sunday,Mar,1,1.0,0.95,0.95,-15.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Monday,May,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Monday,May,7,1.15,0.95,7.647499999999998,10.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Monday,May,10,1.15,0.95,10.924999999999999,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Monday,May,6,1.15,0.95,6.554999999999999,10.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Monday,May,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Monday,May,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Tuesday,May,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Tuesday,May,4,1.15,0.95,4.369999999999999,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Tuesday,May,10,1.15,0.95,10.924999999999999,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Tuesday,May,5,1.15,0.95,5.4624999999999995,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Tuesday,May,2,1.15,0.95,2.1849999999999996,-5.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Tuesday,May,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Wednesday,May,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Wednesday,May,4,1.15,0.95,4.369999999999999,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Wednesday,May,10,1.15,0.95,10.924999999999999,15.0
LA Basin->New York City,Super Midsize Jet,13:00-15:59,Wednesday,May,5,1.15,0.95,5.4624999999999995,5.0
LA Basin->New York City,Super Midsize Jet,16:00-18:59,Wednesday,May,2,1.15,0.95,2.1849999999999996,-5.0
LA Basin->New York City,Super Midsize Jet,19:00-23:59,Wednesday,May,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,00:00-06:59,Thursday,May,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->New York City,Super Midsize Jet,07:00-08:59,Thursday,May,4,1.15,0.95,4.369999999999999,5.0
LA Basin->New York City,Super Midsize Jet,09:00-12:59,Thursday,May,10,1.15,0.95,10.924999999999999,15.0
