corridor,segment,TOD,DOW,Month,TI_score,SI_multiplier,LI_multiplier,CTS_score,CTS_toggle_%
LA Basin->Denver,Light Jet,00:00-06:59,Sunday,Jan,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,07:00-08:59,Sunday,Jan,4,1.15,0.95,4.369999999999999,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Sunday,Jan,10,1.15,0.95,10.924999999999999,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Sunday,Jan,8,1.15,0.95,8.739999999999998,30.0
LA Basin->Denver,Light Jet,16:00-18:59,Sunday,Jan,5,1.15,0.95,5.4624999999999995,5.0
LA Basin->Denver,Light Jet,19:00-23:59,Sunday,Jan,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,00:00-06:59,Monday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Monday,Jul,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Monday,Jul,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Monday,Jul,7,1.0,0.95,6.6499999999999995,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Monday,Jul,3,1.0,0.95,2.8499999999999996,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Monday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Tuesday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Tuesday,Jul,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Tuesday,Jul,9,1.0,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Tuesday,Jul,7,1.0,0.95,6.6499999999999995,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Tuesday,Jul,3,1.0,0.95,2.8499999999999996,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Tuesday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Wednesday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Wednesday,Jul,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Wednesday,Jul,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Wednesday,Jul,7,1.0,0.95,6.6499999999999995,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Wednesday,Jul,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Wednesday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Thursday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Thursday,Jul,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Thursday,Jul,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Thursday,Jul,8,1.0,0.95,7.6,20.0
LA Basin->Denver,Light Jet,16:00-18:59,Thursday,Jul,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Thursday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Friday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Friday,Jul,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Friday,Jul,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Friday,Jul,7,1.0,0.95,6.6499999999999995,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Friday,Jul,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Friday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Saturday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Saturday,Jul,3,1.0,0.95,2.8499999999999996,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Saturday,Jul,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Saturday,Jul,6,1.0,0.95,5.699999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Saturday,Jul,2,1.0,0.95,1.9,-5.0
LA Basin->Denver,Light Jet,19:00-23:59,Saturday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Sunday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Sunday,Jul,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Sunday,Jul,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Sunday,Jul,8,1.0,0.95,7.6,20.0
LA Basin->Denver,Light Jet,16:00-18:59,Sunday,Jul,5,1.0,0.95,4.75,5.0
LA Basin->Denver,Light Jet,19:00-23:59,Sunday,Jul,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Monday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Monday,Jun,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Monday,Jun,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Monday,Jun,7,0.9,0.95,5.984999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Monday,Jun,3,0.9,0.95,2.565,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Monday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Tuesday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Tuesday,Jun,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Tuesday,Jun,9,0.9,0.95,7.694999999999999,20.0
LA Basin->Denver,Light Jet,13:00-15:59,Tuesday,Jun,7,0.9,0.95,5.984999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Tuesday,Jun,3,0.9,0.95,2.565,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Tuesday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Wednesday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Wednesday,Jun,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Wednesday,Jun,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Wednesday,Jun,7,0.9,0.95,5.984999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Wednesday,Jun,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Wednesday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Thursday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Thursday,Jun,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Thursday,Jun,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Thursday,Jun,8,0.9,0.95,6.84,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Thursday,Jun,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Thursday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Friday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Friday,Jun,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Friday,Jun,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Friday,Jun,7,0.9,0.95,5.984999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Friday,Jun,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Friday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Saturday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Saturday,Jun,3,0.9,0.95,2.565,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Saturday,Jun,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Saturday,Jun,6,0.9,0.95,5.13,5.0
LA Basin->Denver,Light Jet,16:00-18:59,Saturday,Jun,2,0.9,0.95,1.71,-5.0
LA Basin->Denver,Light Jet,19:00-23:59,Saturday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Sunday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Sunday,Jun,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Sunday,Jun,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Sunday,Jun,8,0.9,0.95,6.84,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Sunday,Jun,5,0.9,0.95,4.2749999999999995,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Sunday,Jun,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Monday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,07:00-08:59,Monday,Mar,4,1.15,0.95,4.369999999999999,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Monday,Mar,10,1.15,0.95,10.924999999999999,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Monday,Mar,7,1.15,0.95,7.647499999999998,20.0
LA Basin->Denver,Light Jet,16:00-18:59,Monday,Mar,3,1.15,0.95,3.2774999999999994,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Monday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,00:00-06:59,Tuesday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,07:00-08:59,Tuesday,Mar,4,1.15,0.95,4.369999999999999,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Tuesday,Mar,9,1.15,0.95,9.8325,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Tuesday,Mar,7,1.15,0.95,7.647499999999998,20.0
LA Basin->Denver,Light Jet,16:00-18:59,Tuesday,Mar,3,1.15,0.95,3.2774999999999994,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Tuesday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,00:00-06:59,Wednesday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,07:00-08:59,Wednesday,Mar,4,1.15,0.95,4.369999999999999,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Wednesday,Mar,10,1.15,0.95,10.924999999999999,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Wednesday,Mar,7,1.15,0.95,7.647499999999998,20.0
LA Basin->Denver,Light Jet,16:00-18:59,Wednesday,Mar,4,1.15,0.95,4.369999999999999,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Wednesday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,00:00-06:59,Thursday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,07:00-08:59,Thursday,Mar,4,1.15,0.95,4.369999999999999,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Thursday,Mar,10,1.15,0.95,10.924999999999999,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Thursday,Mar,8,1.15,0.95,8.739999999999998,30.0
LA Basin->Denver,Light Jet,16:00-18:59,Thursday,Mar,4,1.15,0.95,4.369999999999999,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Thursday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,00:00-06:59,Friday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,07:00-08:59,Friday,Mar,4,1.15,0.95,4.369999999999999,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Friday,Mar,10,1.15,0.95,10.924999999999999,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Friday,Mar,7,1.15,0.95,7.647499999999998,20.0
LA Basin->Denver,Light Jet,16:00-18:59,Friday,Mar,4,1.15,0.95,4.369999999999999,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Friday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,00:00-06:59,Saturday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,07:00-08:59,Saturday,Mar,3,1.15,0.95,3.2774999999999994,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Saturday,Mar,10,1.15,0.95,10.924999999999999,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Saturday,Mar,6,1.15,0.95,6.554999999999999,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Saturday,Mar,2,1.15,0.95,2.1849999999999996,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Saturday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,00:00-06:59,Sunday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,07:00-08:59,Sunday,Mar,4,1.15,0.95,4.369999999999999,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Sunday,Mar,10,1.15,0.95,10.924999999999999,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Sunday,Mar,8,1.15,0.95,8.739999999999998,30.0
LA Basin->Denver,Light Jet,16:00-18:59,Sunday,Mar,5,1.15,0.95,5.4624999999999995,5.0
LA Basin->Denver,Light Jet,19:00-23:59,Sunday,Mar,1,1.15,0.95,1.0924999999999998,-10.0
LA Basin->Denver,Light Jet,00:00-06:59,Monday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Monday,May,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Monday,May,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Monday,May,7,0.9,0.95,5.984999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Monday,May,3,0.9,0.95,2.565,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Monday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Tuesday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Tuesday,May,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Tuesday,May,9,0.9,0.95,7.694999999999999,20.0
LA Basin->Denver,Light Jet,13:00-15:59,Tuesday,May,7,0.9,0.95,5.984999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Tuesday,May,3,0.9,0.95,2.565,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Tuesday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Wednesday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Wednesday,May,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Wednesday,May,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Wednesday,May,7,0.9,0.95,5.984999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Wednesday,May,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Wednesday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Thursday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Thursday,May,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Thursday,May,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Thursday,May,8,0.9,0.95,6.84,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Thursday,May,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Thursday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Friday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Friday,May,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Friday,May,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Friday,May,7,0.9,0.95,5.984999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Friday,May,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Friday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Saturday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Saturday,May,3,0.9,0.95,2.565,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Saturday,May,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Saturday,May,6,0.9,0.95,5.13,5.0
LA Basin->Denver,Light Jet,16:00-18:59,Saturday,May,2,0.9,0.95,1.71,-5.0
LA Basin->Denver,Light Jet,19:00-23:59,Saturday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Sunday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Sunday,May,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Sunday,May,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Sunday,May,8,0.9,0.95,6.84,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Sunday,May,5,0.9,0.95,4.2749999999999995,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Sunday,May,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Monday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Monday,Nov,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Monday,Nov,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Monday,Nov,7,0.9,0.95,5.984999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Monday,Nov,3,0.9,0.95,2.565,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Monday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Tuesday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Tuesday,Nov,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Tuesday,Nov,9,0.9,0.95,7.694999999999999,20.0
LA Basin->Denver,Light Jet,13:00-15:59,Tuesday,Nov,7,0.9,0.95,5.984999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Tuesday,Nov,3,0.9,0.95,2.565,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Tuesday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Wednesday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Wednesday,Nov,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Wednesday,Nov,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Wednesday,Nov,7,0.9,0.95,5.984999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Wednesday,Nov,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Wednesday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Thursday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Thursday,Nov,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Thursday,Nov,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Thursday,Nov,8,0.9,0.95,6.84,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Thursday,Nov,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Thursday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Friday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Friday,Nov,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Friday,Nov,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Friday,Nov,7,0.9,0.95,5.984999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Friday,Nov,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Friday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Saturday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Saturday,Nov,3,0.9,0.95,2.565,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Saturday,Nov,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Saturday,Nov,6,0.9,0.95,5.13,5.0
LA Basin->Denver,Light Jet,16:00-18:59,Saturday,Nov,2,0.9,0.95,1.71,-5.0
LA Basin->Denver,Light Jet,19:00-23:59,Saturday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Sunday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Sunday,Nov,4,0.9,0.95,3.42,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Sunday,Nov,10,0.9,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Sunday,Nov,8,0.9,0.95,6.84,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Sunday,Nov,5,0.9,0.95,4.2749999999999995,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Sunday,Nov,1,0.9,0.95,0.855,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Monday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Monday,Oct,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Monday,Oct,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Monday,Oct,7,1.0,0.95,6.6499999999999995,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Monday,Oct,3,1.0,0.95,2.8499999999999996,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Monday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Tuesday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Tuesday,Oct,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Tuesday,Oct,9,1.0,0.95,8.549999999999999,30.0
LA Basin->Denver,Light Jet,13:00-15:59,Tuesday,Oct,7,1.0,0.95,6.6499999999999995,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Tuesday,Oct,3,1.0,0.95,2.8499999999999996,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Tuesday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Wednesday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Wednesday,Oct,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Wednesday,Oct,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Wednesday,Oct,7,1.0,0.95,6.6499999999999995,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Wednesday,Oct,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Wednesday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Thursday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Thursday,Oct,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Thursday,Oct,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Thursday,Oct,8,1.0,0.95,7.6,20.0
LA Basin->Denver,Light Jet,16:00-18:59,Thursday,Oct,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Thursday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Friday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Friday,Oct,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Friday,Oct,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Friday,Oct,7,1.0,0.95,6.6499999999999995,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Friday,Oct,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Friday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Saturday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Saturday,Oct,3,1.0,0.95,2.8499999999999996,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Saturday,Oct,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Saturday,Oct,6,1.0,0.95,5.699999999999999,10.0
LA Basin->Denver,Light Jet,16:00-18:59,Saturday,Oct,2,1.0,0.95,1.9,-5.0
LA Basin->Denver,Light Jet,19:00-23:59,Saturday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Sunday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Sunday,Oct,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Sunday,Oct,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Sunday,Oct,8,1.0,0.95,7.6,20.0
LA Basin->Denver,Light Jet,16:00-18:59,Sunday,Oct,5,1.0,0.95,4.75,5.0
LA Basin->Denver,Light Jet,19:00-23:59,Sunday,Oct,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,00:00-06:59,Monday,Sep,1,1.0,0.95,0.95,-15.0
LA Basin->Denver,Light Jet,07:00-08:59,Monday,Sep,4,1.0,0.95,3.8,0.0
LA Basin->Denver,Light Jet,09:00-12:59,Monday,Sep,10,1.0,0.95,9.5,35.0
LA Basin->Denver,Light Jet,13:00-15:59,Monday,Sep,7,1.0,0.95,6.6499999999999995,15.0
LA Basin->Denver,Light Jet,16:00-18:59,Monday,Sep,3,1.0,0.95,2.8499999999999996,0.0
LA Basin->Denver,Light Jet,19:00-23:59,Monday,Sep,1,1.0,0.95,0.95,-15.0
