icao,cluster
5LL2,CHICAGO_CLUSTER
5LL3,CHICAGO_CLUSTER
5LL5,CHICAGO_CLUSTER
5LL7,CHICAGO_CLUSTER
5LL8,CHICAGO_CLUSTER
5LL9,CHICAGO_CLUSTER
5LS0,HOUSTON_CLUSTER
5LS6,HOUSTON_CLUSTER
5LS9,HOUSTON_CLUSTER
5MA0,BOSTON_CLUSTER
5MA2,BOSTON_CLUSTER
5MA3,BOSTON_CLUSTER
5MA4,BOSTON_CLUSTER
5MA5,BOSTON_CLUSTER
5MA6,BOSTON_CLUSTER
5MA7,BOSTON_CLUSTER
5MA8,BOSTON_CLUSTER
5MD1,WASHINGTON_DC_CLUSTER
5MD5,WASHINGTON_DC_CLUSTER
5MD6,WASHINGTON_DC_CLUSTER
5MD8,WASHINGTON_DC_CLUSTER
5MD9,WASHINGTON_DC_CLUSTER
5ME2,BOSTON_CLUSTER
5ME9,BOSTON_CLUSTER
5MI0,CHICAGO_CLUSTER
5MI1,CHICAGO_CLUSTER
5MI5,CHICAGO_CLUSTER
5MI6,CHICAGO_CLUSTER
5MI7,CHICAGO_CLUSTER
5MI9,CHICAGO_CLUSTER
5MN0,CHICAGO_CLUSTER
5MN2,OTHER_CLUSTER
5MN3,OTHER_CLUSTER
5MN5,OTHER_CLUSTER
5MN6,OTHER_CLUSTER
5MN7,OTHER_CLUSTER
5MN9,OTHER_CLUSTER
5MO0,OTHER_CLUSTER
5MO1,CHICAGO_CLUSTER
5MO4,OTHER_CLUSTER
5MO5,OTHER_CLUSTER
5MO6,CHICAGO_CLUSTER
5MO9,CHICAGO_CLUSTER
5MS1,OTHER_CLUSTER
5MS2,OTHER_CLUSTER
5MS3,OTHER_CLUSTER
5MS5,OTHER_CLUSTER
5MS6,OTHER_CLUSTER
5MS7,ATLANTA_CLUSTER
5MS8,ATLANTA_CLUSTER
5MS9,OTHER_CLUSTER
5MT5,OTHER_CLUSTER
5MU5,OTHER_CLUSTER
5NA0,OTHER_CLUSTER
5NA2,OTHER_CLUSTER
5NC0,WASHINGTON_DC_CLUSTER
5NC1,ATLANTA_CLUSTER
5NC3,WASHINGTON_DC_CLUSTER
5NC4,ATLANTA_CLUSTER
5NC5,WASHINGTON_DC_CLUSTER
5NC6,WASHINGTON_DC_CLUSTER
5NC7,WASHINGTON_DC_CLUSTER
5NC8,ATLANTA_CLUSTER
5NC9,WASHINGTON_DC_CLUSTER
5ND0,OTHER_CLUSTER
5ND3,OTHER_CLUSTER
5ND9,OTHER_CLUSTER
5NE2,OTHER_CLUSTER
5NE3,DENVER_CLUSTER
5NE4,DENVER_CLUSTER
5NE8,OTHER_CLUSTER
5NJ0,NEW_YORK_CLUSTER
5NJ1,NEW_YORK_CLUSTER
5NJ2,NEW_YORK_CLUSTER
5NJ3,NEW_YORK_CLUSTER
5NJ4,NEW_YORK_CLUSTER
5NJ5,NEW_YORK_CLUSTER
5NJ7,NEW_YORK_CLUSTER
5NJ8,NEW_YORK_CLUSTER
5NJ9,NEW_YORK_CLUSTER
5NK0,NEW_YORK_CLUSTER
5NK1,NEW_YORK_CLUSTER
5NK2,NEW_YORK_CLUSTER
5NK3,NEW_YORK_CLUSTER
5NK4,WASHINGTON_DC_CLUSTER
5NK7,NEW_YORK_CLUSTER
5NK8,NEW_YORK_CLUSTER
5NK9,NEW_YORK_CLUSTER
5NY1,NEW_YORK_CLUSTER
5NY2,WASHINGTON_DC_CLUSTER
5NY4,NEW_YORK_CLUSTER
5NY5,NEW_YORK_CLUSTER
5NY7,NEW_YORK_CLUSTER
5NY8,NEW_YORK_CLUSTER
5OH1,CHICAGO_CLUSTER
5OH2,CHICAGO_CLUSTER
5OH3,CHICAGO_CLUSTER
5OH5,WASHINGTON_DC_CLUSTER
5OH8,CHICAGO_CLUSTER
5OH9,WASHINGTON_DC_CLUSTER
5OI0,CHICAGO_CLUSTER
5OI3,WASHINGTON_DC_CLUSTER
5OI5,CHICAGO_CLUSTER
5OI7,CHICAGO_CLUSTER
5OI8,CHICAGO_CLUSTER
5OK0,DALLAS_CLUSTER
5OK1,DALLAS_CLUSTER
5OK2,DALLAS_CLUSTER
5OK3,DALLAS_CLUSTER
5OK4,DALLAS_CLUSTER
5OK5,DALLAS_CLUSTER
5OL5,DALLAS_CLUSTER
5OR0,OTHER_CLUSTER
5OR1,SEATTLE_CLUSTER
5OR3,SEATTLE_CLUSTER
5OR4,OTHER_CLUSTER
5OR5,SEATTLE_CLUSTER
5OR6,OTHER_CLUSTER
5OR7,SEATTLE_CLUSTER
5OR8,SEATTLE_CLUSTER
5OR9,SEATTLE_CLUSTER
5PA0,WASHINGTON_DC_CLUSTER
5PA1,NEW_YORK_CLUSTER
5PA2,NEW_YORK_CLUSTER
5PA5,WASHINGTON_DC_CLUSTER
5PA6,WASHINGTON_DC_CLUSTER
5PA7,WASHINGTON_DC_CLUSTER
5PA8,NEW_YORK_CLUSTER
5PA9,WASHINGTON_DC_CLUSTER
5PN0,NEW_YORK_CLUSTER
5PN2,NEW_YORK_CLUSTER
5PN3,WASHINGTON_DC_CLUSTER
5PN4,NEW_YORK_CLUSTER
5PN6,WASHINGTON_DC_CLUSTER
5PN7,NEW_YORK_CLUSTER
5PN8,WASHINGTON_DC_CLUSTER
5PN9,WASHINGTON_DC_CLUSTER
5PS0,WASHINGTON_DC_CLUSTER
5PS1,WASHINGTON_DC_CLUSTER
5PS2,NEW_YORK_CLUSTER
5PS3,WASHINGTON_DC_CLUSTER
5PS5,WASHINGTON_DC_CLUSTER
5PS6,NEW_YORK_CLUSTER
5PS7,WASHINGTON_DC_CLUSTER
5PS8,NEW_YORK_CLUSTER
5SC5,OTHER_CLUSTER
5TA0,OTHER_CLUSTER
5TA1,DALLAS_CLUSTER
5TA2,DALLAS_CLUSTER
5TA3,HOUSTON_CLUSTER
5TA4,DALLAS_CLUSTER
5TA5,HOUSTON_CLUSTER
5TA8,DALLAS_CLUSTER
5TA9,DALLAS_CLUSTER
5TE0,HOUSTON_CLUSTER
5TE1,OTHER_CLUSTER
5TE2,HOUSTON_CLUSTER
5TE3,HOUSTON_CLUSTER
5TE4,DENVER_CLUSTER
5TE5,OTHER_CLUSTER
5TE6,DALLAS_CLUSTER
5TE7,HOUSTON_CLUSTER
5TE8,DALLAS_CLUSTER
5TE9,OTHER_CLUSTER
5TN1,ATLANTA_CLUSTER
5TN2,ATLANTA_CLUSTER
5TN3,ATLANTA_CLUSTER
5TN4,ATLANTA_CLUSTER
5TN5,ATLANTA_CLUSTER
5TN6,ATLANTA_CLUSTER
5TN7,ATLANTA_CLUSTER
5TN8,ATLANTA_CLUSTER
5TN9,ATLANTA_CLUSTER
5TS0,HOUSTON_CLUSTER
5TS2,HOUSTON_CLUSTER
5TS3,DALLAS_CLUSTER
5TS4,DALLAS_CLUSTER
5TS5,HOUSTON_CLUSTER
5TS6,HOUSTON_CLUSTER
5TS8,HOUSTON_CLUSTER
5TS9,HOUSTON_CLUSTER
5TX0,DALLAS_CLUSTER
5TX2,DALLAS_CLUSTER
5TX3,HOUSTON_CLUSTER
5TX7,DALLAS_CLUSTER
5VA0,WASHINGTON_DC_CLUSTER
5VA1,WASHINGTON_DC_CLUSTER
5VA2,ATLANTA_CLUSTER
5VA3,WASHINGTON_DC_CLUSTER
5VA5,WASHINGTON_DC_CLUSTER
5VA6,WASHINGTON_DC_CLUSTER
5VA7,ATLANTA_CLUSTER
5VA8,ATLANTA_CLUSTER
5VG2,WASHINGTON_DC_CLUSTER
5WA0,SEATTLE_CLUSTER
5WA1,SEATTLE_CLUSTER
5WA3,SEATTLE_CLUSTER
5WA4,SEATTLE_CLUSTER
5WA5,SEATTLE_CLUSTER
5WA6,SEATTLE_CLUSTER
5WA7,SEATTLE_CLUSTER
5WA8,SEATTLE_CLUSTER
5WA9,SEATTLE_CLUSTER
5WI1,OTHER_CLUSTER
5WI2,CHICAGO_CLUSTER
5WI3,CHICAGO_CLUSTER
5WI4,CHICAGO_CLUSTER
5WI5,CHICAGO_CLUSTER
5WI6,CHICAGO_CLUSTER
5WI7,CHICAGO_CLUSTER
5WI8,CHICAGO_CLUSTER
5WN2,CHICAGO_CLUSTER
5WN8,CHICAGO_CLUSTER
5WN9,CHICAGO_CLUSTER
5WV5,WASHINGTON_DC_CLUSTER
5XA0,DALLAS_CLUSTER
5XA1,DALLAS_CLUSTER
5XA2,DALLAS_CLUSTER
5XA9,DALLAS_CLUSTER
5XS0,DALLAS_CLUSTER
5XS1,HOUSTON_CLUSTER
5XS2,OTHER_CLUSTER
5XS3,HOUSTON_CLUSTER
5XS4,HOUSTON_CLUSTER
5XS5,DALLAS_CLUSTER
5XS6,HOUSTON_CLUSTER
5XS7,DALLAS_CLUSTER
5XS8,HOUSTON_CLUSTER
5XS9,DALLAS_CLUSTER
60AK,OTHER_CLUSTER
60AR,OTHER_CLUSTER
60AS,OTHER_CLUSTER
60AZ,PHOENIX_CLUSTER
60CA,SAN_FRANCISCO_CLUSTER
60CL,SAN_FRANCISCO_CLUSTER
60CN,LOS_ANGELES_CLUSTER
60FD,ORLANDO_CLUSTER
60FL,MIAMI_CLUSTER
60GA,ATLANTA_CLUSTER
60GE,ATLANTA_CLUSTER
60IA,CHICAGO_CLUSTER
60II,CHICAGO_CLUSTER
60IL,CHICAGO_CLUSTER
60IN,CHICAGO_CLUSTER
60IS,CHICAGO_CLUSTER
60KS,OTHER_CLUSTER
60KY,OTHER_CLUSTER
60LL,CHICAGO_CLUSTER
60MA,BOSTON_CLUSTER
60ME,BOSTON_CLUSTER
60MI,CHICAGO_CLUSTER
60MN,OTHER_CLUSTER
60MO,OTHER_CLUSTER
60MU,OTHER_CLUSTER
60NC,WASHINGTON_DC_CLUSTER
60NE,DENVER_CLUSTER
60NH,BOSTON_CLUSTER
60NJ,NEW_YORK_CLUSTER
60NY,NEW_YORK_CLUSTER
60OA,WASHINGTON_DC_CLUSTER
60OI,CHICAGO_CLUSTER
60OR,SEATTLE_CLUSTER
60PA,NEW_YORK_CLUSTER
60PN,WASHINGTON_DC_CLUSTER
60TE,DALLAS_CLUSTER
60TN,ATLANTA_CLUSTER
60TS,DALLAS_CLUSTER
60TX,HOUSTON_CLUSTER
60VA,WASHINGTON_DC_CLUSTER
60WA,SEATTLE_CLUSTER
60WI,CHICAGO_CLUSTER
60XA,DALLAS_CLUSTER
61AK,OTHER_CLUSTER
61AR,OTHER_CLUSTER
61AZ,PHOENIX_CLUSTER
61CA,SAN_DIEGO_CLUSTER
61CL,SAN_DIEGO_CLUSTER
61CN,SAN_FRANCISCO_CLUSTER
61CO,DENVER_CLUSTER
61FA,ORLANDO_CLUSTER
61FD,ORLANDO_CLUSTER
61FL,ORLANDO_CLUSTER
61GA,ATLANTA_CLUSTER
61ID,SEATTLE_CLUSTER
61II,CHICAGO_CLUSTER
61IL,CHICAGO_CLUSTER
61IN,CHICAGO_CLUSTER
61IS,CHICAGO_CLUSTER
61KS,OTHER_CLUSTER
61KY,CHICAGO_CLUSTER
61LA,HOUSTON_CLUSTER
61LL,CHICAGO_CLUSTER
61MI,CHICAGO_CLUSTER
61MO,CHICAGO_CLUSTER
61MU,OTHER_CLUSTER
61NC,WASHINGTON_DC_CLUSTER
61ND,OTHER_CLUSTER
61NE,OTHER_CLUSTER
61NH,BOSTON_CLUSTER
61NJ,NEW_YORK_CLUSTER
61OH,WASHINGTON_DC_CLUSTER
61OI,CHICAGO_CLUSTER
61OR,SEATTLE_CLUSTER
61PA,NEW_YORK_CLUSTER
61PN,NEW_YORK_CLUSTER
61TA,DALLAS_CLUSTER
61TE,DALLAS_CLUSTER
61TN,ATLANTA_CLUSTER
61TS,HOUSTON_CLUSTER
61TX,HOUSTON_CLUSTER
61VA,WASHINGTON_DC_CLUSTER
61WA,SEATTLE_CLUSTER
61WI,CHICAGO_CLUSTER
61XS,HOUSTON_CLUSTER
62AK,OTHER_CLUSTER
62AL,ATLANTA_CLUSTER
62AR,DALLAS_CLUSTER
62CA,LOS_ANGELES_CLUSTER
62CL,LOS_ANGELES_CLUSTER
62CN,LOS_ANGELES_CLUSTER
62CO,DENVER_CLUSTER
62FA,ORLANDO_CLUSTER
62FD,ORLANDO_CLUSTER
62FL,ORLANDO_CLUSTER
62GA,ATLANTA_CLUSTER
62IA,CHICAGO_CLUSTER
62II,CHICAGO_CLUSTER
62IL,CHICAGO_CLUSTER
62IN,CHICAGO_CLUSTER
62IS,CHICAGO_CLUSTER
62KS,OTHER_CLUSTER
62KY,ATLANTA_CLUSTER
62LA,HOUSTON_CLUSTER
62LL,CHICAGO_CLUSTER
62LS,ATLANTA_CLUSTER
62MA,BOSTON_CLUSTER
62MD,WASHINGTON_DC_CLUSTER
62MN,OTHER_CLUSTER
62MO,OTHER_CLUSTER
62NC,WASHINGTON_DC_CLUSTER
62ND,OTHER_CLUSTER
62NH,BOSTON_CLUSTER
62NJ,NEW_YORK_CLUSTER
62NM,OTHER_CLUSTER
62NY,BOSTON_CLUSTER
62OH,WASHINGTON_DC_CLUSTER
62OI,WASHINGTON_DC_CLUSTER
62OK,DALLAS_CLUSTER
62OR,SEATTLE_CLUSTER
62PA,WASHINGTON_DC_CLUSTER
62TA,HOUSTON_CLUSTER
62TE,HOUSTON_CLUSTER
62VA,WASHINGTON_DC_CLUSTER
62WA,SEATTLE_CLUSTER
62WI,OTHER_CLUSTER
62XA,HOUSTON_CLUSTER
62XS,DALLAS_CLUSTER
63AK,OTHER_CLUSTER
63AL,ATLANTA_CLUSTER
63AR,OTHER_CLUSTER
63AZ,PHOENIX_CLUSTER
63CA,SAN_DIEGO_CLUSTER
63CL,SAN_FRANCISCO_CLUSTER
63CN,SAN_FRANCISCO_CLUSTER
63CO,ASPEN_CLUSTER
63FA,ORLANDO_CLUSTER
63FD,ORLANDO_CLUSTER
63FL,ORLANDO_CLUSTER
63GA,ATLANTA_CLUSTER
63GE,ATLANTA_CLUSTER
63IA,CHICAGO_CLUSTER
63ID,JACKSON_HOLE_CLUSTER
63II,CHICAGO_CLUSTER
63IL,CHICAGO_CLUSTER
63IS,CHICAGO_CLUSTER
63KY,CHICAGO_CLUSTER
63LA,HOUSTON_CLUSTER
63ME,BOSTON_CLUSTER
63MI,CHICAGO_CLUSTER
63MN,OTHER_CLUSTER
63MO,OTHER_CLUSTER
63MS,ATLANTA_CLUSTER
63MT,JACKSON_HOLE_CLUSTER
63ND,OTHER_CLUSTER
63NH,BOSTON_CLUSTER
63NJ,NEW_YORK_CLUSTER
63NY,NEW_YORK_CLUSTER
63OH,CHICAGO_CLUSTER
63OI,CHICAGO_CLUSTER
63OK,DALLAS_CLUSTER
63OR,SEATTLE_CLUSTER
63PA,WASHINGTON_DC_CLUSTER
63PN,NEW_YORK_CLUSTER
63TE,HOUSTON_CLUSTER
63TN,ATLANTA_CLUSTER
63TS,HOUSTON_CLUSTER
63VA,WASHINGTON_DC_CLUSTER
63WA,SEATTLE_CLUSTER
63WI,CHICAGO_CLUSTER
63XA,DALLAS_CLUSTER
63XS,HOUSTON_CLUSTER
64AK,OTHER_CLUSTER
64AZ,PHOENIX_CLUSTER
64CA,SAN_FRANCISCO_CLUSTER
64CL,LOS_ANGELES_CLUSTER
64CT,BOSTON_CLUSTER
64DE,WASHINGTON_DC_CLUSTER
64FA,MIAMI_CLUSTER
64FD,MIAMI_CLUSTER
64FL,MIAMI_CLUSTER
64GA,ATLANTA_CLUSTER
64GE,ATLANTA_CLUSTER
64IG,CHICAGO_CLUSTER
64II,CHICAGO_CLUSTER
64IL,CHICAGO_CLUSTER
64IN,CHICAGO_CLUSTER
64IS,CHICAGO_CLUSTER
64KS,OTHER_CLUSTER
64LL,CHICAGO_CLUSTER
64MD,WASHINGTON_DC_CLUSTER
64ME,BOSTON_CLUSTER
64MI,CHICAGO_CLUSTER
64MO,OTHER_CLUSTER
64NC,WASHINGTON_DC_CLUSTER
64ND,OTHER_CLUSTER
64NE,OTHER_CLUSTER
64NJ,NEW_YORK_CLUSTER
64NR,WASHINGTON_DC_CLUSTER
64NV,LAS_VEGAS_CLUSTER
64OG,SEATTLE_CLUSTER
64OI,WASHINGTON_DC_CLUSTER
64OK,DALLAS_CLUSTER
64OR,SEATTLE_CLUSTER
64PA,WASHINGTON_DC_CLUSTER
64PN,WASHINGTON_DC_CLUSTER
64TE,DALLAS_CLUSTER
64TN,ATLANTA_CLUSTER
64TS,HOUSTON_CLUSTER
64TX,HOUSTON_CLUSTER
64VA,WASHINGTON_DC_CLUSTER
64WA,SEATTLE_CLUSTER
64XA,DALLAS_CLUSTER
64XS,DALLAS_CLUSTER
65AK,OTHER_CLUSTER
65AL,ATLANTA_CLUSTER
65AR,OTHER_CLUSTER
65AZ,PHOENIX_CLUSTER
65CA,LOS_ANGELES_CLUSTER
65CL,SAN_FRANCISCO_CLUSTER
65CN,SAN_FRANCISCO_CLUSTER
65CO,DENVER_CLUSTER
65FA,MIAMI_CLUSTER
65FD,ATLANTA_CLUSTER
65FL,MIAMI_CLUSTER
65IN,CHICAGO_CLUSTER
65IS,CHICAGO_CLUSTER
65KS,OTHER_CLUSTER
65KY,ATLANTA_CLUSTER
65LA,OTHER_CLUSTER
65MD,WASHINGTON_DC_CLUSTER
65MI,CHICAGO_CLUSTER
65MN,OTHER_CLUSTER
65MO,CHICAGO_CLUSTER
65MS,OTHER_CLUSTER
65MT,OTHER_CLUSTER
65NC,WASHINGTON_DC_CLUSTER
65NH,BOSTON_CLUSTER
65NM,OTHER_CLUSTER
65NY,WASHINGTON_DC_CLUSTER
65OH,WASHINGTON_DC_CLUSTER
65OI,WASHINGTON_DC_CLUSTER
65OK,DALLAS_CLUSTER
65OR,OTHER_CLUSTER
65PA,NEW_YORK_CLUSTER
65TE,DALLAS_CLUSTER
65TN,ATLANTA_CLUSTER
65TT,DALLAS_CLUSTER
65TX,OTHER_CLUSTER
65WA,SEATTLE_CLUSTER
65WN,CHICAGO_CLUSTER
65XA,HOUSTON_CLUSTER
65XS,DALLAS_CLUSTER
66AK,OTHER_CLUSTER
66AR,DALLAS_CLUSTER
66AZ,PHOENIX_CLUSTER
66CA,SAN_FRANCISCO_CLUSTER
66CN,LOS_ANGELES_CLUSTER
66CO,DENVER_CLUSTER
66FA,MIAMI_CLUSTER
66FD,ORLANDO_CLUSTER
66FL,ORLANDO_CLUSTER
66GA,ATLANTA_CLUSTER
66II,CHICAGO_CLUSTER
66IL,CHICAGO_CLUSTER
66IN,CHICAGO_CLUSTER
66KY,ATLANTA_CLUSTER
66LA,HOUSTON_CLUSTER
66MA,BOSTON_CLUSTER
66MI,CHICAGO_CLUSTER
66MN,OTHER_CLUSTER
66MO,CHICAGO_CLUSTER
66NC,WASHINGTON_DC_CLUSTER
66NE,DENVER_CLUSTER
66NJ,NEW_YORK_CLUSTER
66NY,NEW_YORK_CLUSTER
66OI,CHICAGO_CLUSTER
66OK,DALLAS_CLUSTER
66PA,NEW_YORK_CLUSTER
66SC,ATLANTA_CLUSTER
66TA,HOUSTON_CLUSTER
66TE,DALLAS_CLUSTER
66TN,ATLANTA_CLUSTER
66TS,HOUSTON_CLUSTER
66TX,HOUSTON_CLUSTER
66VA,WASHINGTON_DC_CLUSTER
66VG,WASHINGTON_DC_CLUSTER
66VT,BOSTON_CLUSTER
66WA,SEATTLE_CLUSTER
66WI,CHICAGO_CLUSTER
66XA,DALLAS_CLUSTER
66XS,DALLAS_CLUSTER
67AK,OTHER_CLUSTER
67AR,DALLAS_CLUSTER
67CA,SAN_FRANCISCO_CLUSTER
67CL,SAN_FRANCISCO_CLUSTER
67CN,SAN_FRANCISCO_CLUSTER
67CO,DENVER_CLUSTER
67FA,ORLANDO_CLUSTER
67FD,MIAMI_CLUSTER
67FL,ORLANDO_CLUSTER
67GA,ATLANTA_CLUSTER
67II,CHICAGO_CLUSTER
67IL,CHICAGO_CLUSTER
67IS,CHICAGO_CLUSTER
67KS,DENVER_CLUSTER
67LA,HOUSTON_CLUSTER
67MD,WASHINGTON_DC_CLUSTER
67ME,BOSTON_CLUSTER
67MI,CHICAGO_CLUSTER
67MN,OTHER_CLUSTER
67MO,OTHER_CLUSTER
67MU,CHICAGO_CLUSTER
67NC,ATLANTA_CLUSTER
67ND,OTHER_CLUSTER
67NE,DENVER_CLUSTER
67NJ,NEW_YORK_CLUSTER
67OG,SEATTLE_CLUSTER
67OH,WASHINGTON_DC_CLUSTER
67OI,WASHINGTON_DC_CLUSTER
67OK,DALLAS_CLUSTER
67OR,SEATTLE_CLUSTER
67PA,NEW_YORK_CLUSTER
67PN,WASHINGTON_DC_CLUSTER
67SC,ATLANTA_CLUSTER
67TE,DALLAS_CLUSTER
67TS,HOUSTON_CLUSTER
67TT,DALLAS_CLUSTER
67TX,HOUSTON_CLUSTER
67VT,BOSTON_CLUSTER
67WA,SEATTLE_CLUSTER
67WI,CHICAGO_CLUSTER
67XA,DALLAS_CLUSTER
67XS,HOUSTON_CLUSTER
68AK,OTHER_CLUSTER
68AL,ATLANTA_CLUSTER
68AR,DALLAS_CLUSTER
68AZ,LAS_VEGAS_CLUSTER
68CA,SAN_FRANCISCO_CLUSTER
68CN,LOS_ANGELES_CLUSTER
68CO,DENVER_CLUSTER
68FA,ORLANDO_CLUSTER
68FD,ATLANTA_CLUSTER
68GA,ATLANTA_CLUSTER
68ID,SEATTLE_CLUSTER
68II,CHICAGO_CLUSTER
68IN,CHICAGO_CLUSTER
68IS,CHICAGO_CLUSTER
68JY,BOSTON_CLUSTER
68KY,ATLANTA_CLUSTER
68LA,DALLAS_CLUSTER
68LS,HOUSTON_CLUSTER
68ME,BOSTON_CLUSTER
68MO,OTHER_CLUSTER
68NC,WASHINGTON_DC_CLUSTER
68NE,OTHER_CLUSTER
68NH,BOSTON_CLUSTER
68NJ,NEW_YORK_CLUSTER
68NM,OTHER_CLUSTER
68NR,ATLANTA_CLUSTER
68NY,NEW_YORK_CLUSTER
68OI,CHICAGO_CLUSTER
68OK,DALLAS_CLUSTER
68PA,NEW_YORK_CLUSTER
68PN,WASHINGTON_DC_CLUSTER
68PS,WASHINGTON_DC_CLUSTER
68TA,HOUSTON_CLUSTER
68TE,HOUSTON_CLUSTER
68TS,DALLAS_CLUSTER
68TT,DALLAS_CLUSTER
68VA,WASHINGTON_DC_CLUSTER
68WA,SEATTLE_CLUSTER
68WI,CHICAGO_CLUSTER
68XS,DALLAS_CLUSTER
69AK,OTHER_CLUSTER
69AZ,PHOENIX_CLUSTER
69CA,LOS_ANGELES_CLUSTER
69CL,SAN_FRANCISCO_CLUSTER
69CO,DENVER_CLUSTER
69CT,BOSTON_CLUSTER
69FA,ORLANDO_CLUSTER
69FD,ATLANTA_CLUSTER
69FL,ORLANDO_CLUSTER
69GA,ATLANTA_CLUSTER
69II,CHICAGO_CLUSTER
69IL,CHICAGO_CLUSTER
69IS,CHICAGO_CLUSTER
69KS,OTHER_CLUSTER
69LL,CHICAGO_CLUSTER
69MA,BOSTON_CLUSTER
69MN,OTHER_CLUSTER
69MO,OTHER_CLUSTER
69MT,OTHER_CLUSTER
69MU,OTHER_CLUSTER
69MY,OTHER_CLUSTER
69NC,ATLANTA_CLUSTER
69ND,OTHER_CLUSTER
69NJ,NEW_YORK_CLUSTER
69NY,BOSTON_CLUSTER
69OI,CHICAGO_CLUSTER
69OK,DALLAS_CLUSTER
69OR,SEATTLE_CLUSTER
69PA,WASHINGTON_DC_CLUSTER
69TA,HOUSTON_CLUSTER
69TE,DALLAS_CLUSTER
69TS,DALLAS_CLUSTER
69TX,HOUSTON_CLUSTER
69WT,SEATTLE_CLUSTER
69XA,DALLAS_CLUSTER
69XS,DALLAS_CLUSTER
6AK1,OTHER_CLUSTER
6AK2,OTHER_CLUSTER
6AK3,OTHER_CLUSTER
6AK5,OTHER_CLUSTER
6AK7,OTHER_CLUSTER
6AK8,OTHER_CLUSTER
6AK9,OTHER_CLUSTER
6AL0,ATLANTA_CLUSTER
6AL4,ATLANTA_CLUSTER
6AL5,ATLANTA_CLUSTER
6AL6,ATLANTA_CLUSTER
6AL8,ATLANTA_CLUSTER
6AL9,ATLANTA_CLUSTER
6AR0,OTHER_CLUSTER
6AR1,DALLAS_CLUSTER
6AR3,DALLAS_CLUSTER
6AR4,OTHER_CLUSTER
6AR7,DALLAS_CLUSTER
6AR8,DALLAS_CLUSTER
6AR9,OTHER_CLUSTER
6AZ0,PHOENIX_CLUSTER
6AZ2,PHOENIX_CLUSTER
6AZ6,PHOENIX_CLUSTER
6AZ7,PHOENIX_CLUSTER
6AZ8,PHOENIX_CLUSTER
6CA0,LOS_ANGELES_CLUSTER
6CA1,SAN_FRANCISCO_CLUSTER
6CA2,LOS_ANGELES_CLUSTER
6CA3,LOS_ANGELES_CLUSTER
6CA4,LOS_ANGELES_CLUSTER
6CA5,LOS_ANGELES_CLUSTER
6CA6,SAN_FRANCISCO_CLUSTER
6CA8,LOS_ANGELES_CLUSTER
6CA9,LOS_ANGELES_CLUSTER
6CL2,SAN_FRANCISCO_CLUSTER
6CL3,LOS_ANGELES_CLUSTER
6CL4,SAN_FRANCISCO_CLUSTER
6CL5,LOS_ANGELES_CLUSTER
6CL7,LOS_ANGELES_CLUSTER
6CL8,SAN_FRANCISCO_CLUSTER
6CN5,LOS_ANGELES_CLUSTER
6CN6,SAN_FRANCISCO_CLUSTER
6CO0,ASPEN_CLUSTER
6CO1,DENVER_CLUSTER
6CO2,ASPEN_CLUSTER
6CO4,DENVER_CLUSTER
6CO6,DENVER_CLUSTER
6CO7,ASPEN_CLUSTER
6CO8,ASPEN_CLUSTER
6CO9,ASPEN_CLUSTER
6FA3,ATLANTA_CLUSTER
6FA4,ORLANDO_CLUSTER
6FA5,ORLANDO_CLUSTER
6FD0,ORLANDO_CLUSTER
6FD1,ORLANDO_CLUSTER
6FD2,ORLANDO_CLUSTER
6FD4,ORLANDO_CLUSTER
6FD5,ORLANDO_CLUSTER
6FD6,ORLANDO_CLUSTER
6FD7,ORLANDO_CLUSTER
6FD8,MIAMI_CLUSTER
6FL0,ORLANDO_CLUSTER
6FL1,ORLANDO_CLUSTER
6FL3,ORLANDO_CLUSTER
6FL4,ORLANDO_CLUSTER
6FL5,ATLANTA_CLUSTER
6FL6,ORLANDO_CLUSTER
6FL7,ORLANDO_CLUSTER
6FL8,ORLANDO_CLUSTER
6FL9,ORLANDO_CLUSTER
6GA0,ATLANTA_CLUSTER
6GA1,ATLANTA_CLUSTER
6GA2,ATLANTA_CLUSTER
6GA3,ATLANTA_CLUSTER
6GA4,ATLANTA_CLUSTER
6GA5,ATLANTA_CLUSTER
6GA6,ATLANTA_CLUSTER
6GA7,ATLANTA_CLUSTER
6GA8,ATLANTA_CLUSTER
6GE2,ATLANTA_CLUSTER
6GE4,ATLANTA_CLUSTER
6IA0,OTHER_CLUSTER
6IA1,OTHER_CLUSTER
6IA2,OTHER_CLUSTER
6IA3,OTHER_CLUSTER
6IA4,OTHER_CLUSTER
6IA5,CHICAGO_CLUSTER
6IA7,CHICAGO_CLUSTER
6IA8,CHICAGO_CLUSTER
6IA9,OTHER_CLUSTER
6ID1,SEATTLE_CLUSTER
6II0,CHICAGO_CLUSTER
6II2,CHICAGO_CLUSTER
6II3,CHICAGO_CLUSTER
6II5,CHICAGO_CLUSTER
6II6,CHICAGO_CLUSTER
6II7,CHICAGO_CLUSTER
6II8,CHICAGO_CLUSTER
6IL0,CHICAGO_CLUSTER
6IL1,CHICAGO_CLUSTER
6IL2,CHICAGO_CLUSTER
6IL4,CHICAGO_CLUSTER
6IL5,OTHER_CLUSTER
6IL8,CHICAGO_CLUSTER
6IL9,CHICAGO_CLUSTER
6IN2,CHICAGO_CLUSTER
6IN3,CHICAGO_CLUSTER
6IN4,CHICAGO_CLUSTER
6IN5,CHICAGO_CLUSTER
