corridor,month,seasonality_index,cluster_label,slab,intensity
DMV -> Seattle,Dec,1.11,multi-peak-directional,1.0x-1.3x,3
Dallas -> Bay Area,Jan,0.79,multi-peak-directional,0.7x-1.0x,2
Dallas -> Bay Area,Feb,0.89,multi-peak-directional,0.7x-1.0x,2
Dallas -> Bay Area,Mar,0.86,multi-peak-directional,0.7x-1.0x,2
Dallas -> Bay Area,Apr,0.97,multi-peak-directional,0.7x-1.0x,2
Dallas -> Bay Area,May,1.0,multi-peak-directional,1.0x-1.3x,3
Dallas -> Bay Area,Jun,1.07,multi-peak-directional,1.0x-1.3x,3
Dallas -> Bay Area,Jul,0.96,multi-peak-directional,0.7x-1.0x,2
Dallas -> Bay Area,Aug,1.09,multi-peak-directional,1.0x-1.3x,3
Dallas -> Bay Area,Sep,1.15,multi-peak-directional,1.0x-1.3x,3
Dallas -> Bay Area,Oct,1.34,multi-peak-directional,1.3x-1.6x,4
Dallas -> Bay Area,Nov,1.03,multi-peak-directional,1.0x-1.3x,3
Dallas -> Bay Area,Dec,0.86,multi-peak-directional,0.7x-1.0x,2
Dallas -> LA Basin,Jan,0.86,multi-peak-directional,0.7x-1.0x,2
Dallas -> LA Basin,Feb,1.08,multi-peak-directional,1.0x-1.3x,3
Dallas -> LA Basin,Mar,1.07,multi-peak-directional,1.0x-1.3x,3
Dallas -> LA Basin,Apr,1.13,multi-peak-directional,1.0x-1.3x,3
Dallas -> LA Basin,May,1.17,multi-peak-directional,1.0x-1.3x,3
Dallas -> LA Basin,Jun,0.83,multi-peak-directional,0.7x-1.0x,2
Dallas -> LA Basin,Jul,0.72,multi-peak-directional,0.7x-1.0x,2
Dallas -> LA Basin,Aug,0.79,multi-peak-directional,0.7x-1.0x,2
Dallas -> LA Basin,Sep,0.93,multi-peak-directional,0.7x-1.0x,2
Dallas -> LA Basin,Oct,1.22,multi-peak-directional,1.0x-1.3x,3
Dallas -> LA Basin,Nov,1.13,multi-peak-directional,1.0x-1.3x,3
Dallas -> LA Basin,Dec,1.06,multi-peak-directional,1.0x-1.3x,3
Dallas -> New York City,Jan,0.59,multi-peak-directional,0.5x-0.7x,1
Dallas -> New York City,Feb,0.62,multi-peak-directional,0.5x-0.7x,1
Dallas -> New York City,Mar,0.7,multi-peak-directional,0.7x-1.0x,2
Dallas -> New York City,Apr,0.89,multi-peak-directional,0.7x-1.0x,2
Dallas -> New York City,May,1.12,multi-peak-directional,1.0x-1.3x,3
Dallas -> New York City,Jun,1.03,multi-peak-directional,1.0x-1.3x,3
Dallas -> New York City,Jul,0.86,multi-peak-directional,0.7x-1.0x,2
Dallas -> New York City,Aug,1.0,multi-peak-directional,1.0x-1.3x,3
Dallas -> New York City,Sep,1.52,multi-peak-directional,1.3x-1.6x,4
Dallas -> New York City,Oct,1.24,multi-peak-directional,1.0x-1.3x,3
Dallas -> New York City,Nov,1.2,multi-peak-directional,1.0x-1.3x,3
Dallas -> New York City,Dec,1.23,multi-peak-directional,1.0x-1.3x,3
Denver -> Bay Area,Jan,0.67,multi-peak-directional,0.5x-0.7x,1
Denver -> Bay Area,Feb,1.64,multi-peak-directional,>= 1.6x,5
Denver -> Bay Area,Mar,0.91,multi-peak-directional,0.7x-1.0x,2
Denver -> Bay Area,Apr,0.79,multi-peak-directional,0.7x-1.0x,2
Denver -> Bay Area,May,0.61,multi-peak-directional,0.5x-0.7x,1
Denver -> Bay Area,Jun,0.73,multi-peak-directional,0.7x-1.0x,2
Denver -> Bay Area,Jul,0.67,multi-peak-directional,0.5x-0.7x,1
Denver -> Bay Area,Aug,0.85,multi-peak-directional,0.7x-1.0x,2
Denver -> Bay Area,Sep,0.73,multi-peak-directional,0.7x-1.0x,2
Denver -> Bay Area,Oct,1.34,multi-peak-directional,1.3x-1.6x,4
Denver -> Bay Area,Nov,1.52,multi-peak-directional,1.3x-1.6x,4
Denver -> Bay Area,Dec,1.52,multi-peak-directional,1.3x-1.6x,4
Denver -> LA Basin,Jan,0.58,multi-peak-directional,0.5x-0.7x,1
Denver -> LA Basin,Feb,1.96,multi-peak-directional,>= 1.6x,5
Denver -> LA Basin,Mar,0.96,multi-peak-directional,0.7x-1.0x,2
Denver -> LA Basin,Apr,0.64,multi-peak-directional,0.5x-0.7x,1
Denver -> LA Basin,May,0.69,multi-peak-directional,0.5x-0.7x,1
Denver -> LA Basin,Jun,1.01,multi-peak-directional,1.0x-1.3x,3
Denver -> LA Basin,Jul,0.74,multi-peak-directional,0.7x-1.0x,2
Denver -> LA Basin,Aug,0.8,multi-peak-directional,0.7x-1.0x,2
Denver -> LA Basin,Sep,1.01,multi-peak-directional,1.0x-1.3x,3
Denver -> LA Basin,Oct,1.12,multi-peak-directional,1.0x-1.3x,3
Denver -> LA Basin,Nov,1.43,multi-peak-directional,1.3x-1.6x,4
Denver -> LA Basin,Dec,1.06,multi-peak-directional,1.0x-1.3x,3
Denver -> Seattle,Jan,1.19,multi-peak-directional,1.0x-1.3x,3
Denver -> Seattle,Feb,1.09,multi-peak-directional,1.0x-1.3x,3
Denver -> Seattle,Mar,0.65,multi-peak-directional,0.5x-0.7x,1
Denver -> Seattle,Apr,0.76,multi-peak-directional,0.7x-1.0x,2
Denver -> Seattle,May,0.92,multi-peak-directional,0.7x-1.0x,2
Denver -> Seattle,Jun,1.09,multi-peak-directional,1.0x-1.3x,3
Denver -> Seattle,Jul,0.76,multi-peak-directional,0.7x-1.0x,2
Denver -> Seattle,Aug,0.92,multi-peak-directional,0.7x-1.0x,2
Denver -> Seattle,Sep,0.81,multi-peak-directional,0.7x-1.0x,2
Denver -> Seattle,Oct,1.03,multi-peak-directional,1.0x-1.3x,3
Denver -> Seattle,Nov,1.19,multi-peak-directional,1.0x-1.3x,3
Denver -> Seattle,Dec,1.57,multi-peak-directional,1.3x-1.6x,4
Detroit -> Houston,Jan,1.55,multi-peak-directional,1.3x-1.6x,4
Detroit -> Houston,Feb,0.95,multi-peak-directional,0.7x-1.0x,2
Detroit -> Houston,Mar,0.95,multi-peak-directional,0.7x-1.0x,2
Detroit -> Houston,Apr,0.85,multi-peak-directional,0.7x-1.0x,2
Detroit -> Houston,May,1.35,multi-peak-directional,1.3x-1.6x,4
Detroit -> Houston,Jun,0.95,multi-peak-directional,0.7x-1.0x,2
Detroit -> Houston,Jul,1.05,multi-peak-directional,1.0x-1.3x,3
Detroit -> Houston,Aug,0.85,multi-peak-directional,0.7x-1.0x,2
Detroit -> Houston,Sep,0.8,multi-peak-directional,0.7x-1.0x,2
Detroit -> Houston,Oct,0.5,multi-peak-directional,0.5x-0.7x,1
Detroit -> Houston,Nov,1.2,multi-peak-directional,1.0x-1.3x,3
Detroit -> Houston,Dec,1.0,multi-peak-directional,1.0x-1.3x,3
Detroit -> LA Basin,Jan,0.83,multi-peak-directional,0.7x-1.0x,2
Detroit -> LA Basin,Feb,0.86,multi-peak-directional,0.7x-1.0x,2
Detroit -> LA Basin,Mar,0.81,multi-peak-directional,0.7x-1.0x,2
Detroit -> LA Basin,Apr,0.85,multi-peak-directional,0.7x-1.0x,2
Detroit -> LA Basin,May,0.92,multi-peak-directional,0.7x-1.0x,2
Detroit -> LA Basin,Jun,1.0,multi-peak-directional,1.0x-1.3x,3
Detroit -> LA Basin,Jul,0.98,multi-peak-directional,0.7x-1.0x,2
Detroit -> LA Basin,Aug,1.06,multi-peak-directional,1.0x-1.3x,3
Detroit -> LA Basin,Sep,1.38,multi-peak-directional,1.3x-1.6x,4
Detroit -> LA Basin,Oct,1.33,multi-peak-directional,1.3x-1.6x,4
Detroit -> LA Basin,Nov,1.26,multi-peak-directional,1.0x-1.3x,3
Detroit -> LA Basin,Dec,0.71,multi-peak-directional,0.7x-1.0x,2
Detroit -> Phoenix Valley,Jan,0.79,multi-peak-directional,0.7x-1.0x,2
Detroit -> Phoenix Valley,Feb,0.95,multi-peak-directional,0.7x-1.0x,2
Detroit -> Phoenix Valley,Mar,1.05,multi-peak-directional,1.0x-1.3x,3
Detroit -> Phoenix Valley,Apr,0.95,multi-peak-directional,0.7x-1.0x,2
Detroit -> Phoenix Valley,May,0.9,multi-peak-directional,0.7x-1.0x,2
Detroit -> Phoenix Valley,Jun,0.67,multi-peak-directional,0.5x-0.7x,1
Detroit -> Phoenix Valley,Jul,0.85,multi-peak-directional,0.7x-1.0x,2
Detroit -> Phoenix Valley,Aug,0.77,multi-peak-directional,0.7x-1.0x,2
Detroit -> Phoenix Valley,Sep,1.26,multi-peak-directional,1.0x-1.3x,3
Detroit -> Phoenix Valley,Oct,1.41,multi-peak-directional,1.3x-1.6x,4
Detroit -> Phoenix Valley,Nov,1.36,multi-peak-directional,1.3x-1.6x,4
Detroit -> Phoenix Valley,Dec,1.05,multi-peak-directional,1.0x-1.3x,3
Detroit -> San Antonio,Jan,0.94,multi-peak-directional,0.7x-1.0x,2
Detroit -> San Antonio,Feb,0.98,multi-peak-directional,0.7x-1.0x,2
Detroit -> San Antonio,Mar,0.94,multi-peak-directional,0.7x-1.0x,2
Detroit -> San Antonio,Apr,1.31,multi-peak-directional,1.3x-1.6x,4
Detroit -> San Antonio,May,0.98,multi-peak-directional,0.7x-1.0x,2
Detroit -> San Antonio,Jun,0.98,multi-peak-directional,0.7x-1.0x,2
Detroit -> San Antonio,Jul,0.7,multi-peak-directional,0.7x-1.0x,2
Detroit -> San Antonio,Aug,0.8,multi-peak-directional,0.7x-1.0x,2
Detroit -> San Antonio,Sep,1.17,multi-peak-directional,1.0x-1.3x,3
Detroit -> San Antonio,Oct,1.12,multi-peak-directional,1.0x-1.3x,3
Detroit -> San Antonio,Nov,1.22,multi-peak-directional,1.0x-1.3x,3
Detroit -> San Antonio,Dec,0.84,multi-peak-directional,0.7x-1.0x,2
Houston -> Bay Area,Jan,1.16,multi-peak-directional,1.0x-1.3x,3
Houston -> Bay Area,Feb,0.94,multi-peak-directional,0.7x-1.0x,2
Houston -> Bay Area,Mar,0.87,multi-peak-directional,0.7x-1.0x,2
Houston -> Bay Area,Apr,0.97,multi-peak-directional,0.7x-1.0x,2
Houston -> Bay Area,May,0.9,multi-peak-directional,0.7x-1.0x,2
Houston -> Bay Area,Jun,1.11,multi-peak-directional,1.0x-1.3x,3
Houston -> Bay Area,Jul,0.97,multi-peak-directional,0.7x-1.0x,2
Houston -> Bay Area,Aug,1.19,multi-peak-directional,1.0x-1.3x,3
Houston -> Bay Area,Sep,0.92,multi-peak-directional,0.7x-1.0x,2
Houston -> Bay Area,Oct,1.0,multi-peak-directional,1.0x-1.3x,3
Houston -> Bay Area,Nov,1.02,multi-peak-directional,1.0x-1.3x,3
Houston -> Bay Area,Dec,0.95,multi-peak-directional,0.7x-1.0x,2
Houston -> LA Basin,Jan,1.08,multi-peak-directional,1.0x-1.3x,3
Houston -> LA Basin,Feb,1.09,multi-peak-directional,1.0x-1.3x,3
Houston -> LA Basin,Mar,1.05,multi-peak-directional,1.0x-1.3x,3
Houston -> LA Basin,Apr,1.11,multi-peak-directional,1.0x-1.3x,3
Houston -> LA Basin,May,1.04,multi-peak-directional,1.0x-1.3x,3
Houston -> LA Basin,Jun,0.83,multi-peak-directional,0.7x-1.0x,2
Houston -> LA Basin,Jul,0.78,multi-peak-directional,0.7x-1.0x,2
Houston -> LA Basin,Aug,0.9,multi-peak-directional,0.7x-1.0x,2
Houston -> LA Basin,Sep,0.81,multi-peak-directional,0.7x-1.0x,2
Houston -> LA Basin,Oct,1.22,multi-peak-directional,1.0x-1.3x,3
Houston -> LA Basin,Nov,1.08,multi-peak-directional,1.0x-1.3x,3
Houston -> LA Basin,Dec,0.99,multi-peak-directional,0.7x-1.0x,2
Houston -> New York City,Jan,0.67,multi-peak-directional,0.5x-0.7x,1
Houston -> New York City,Feb,0.7,multi-peak-directional,0.7x-1.0x,2
Houston -> New York City,Mar,0.93,multi-peak-directional,0.7x-1.0x,2
Houston -> New York City,Apr,0.82,multi-peak-directional,0.7x-1.0x,2
Houston -> New York City,May,1.12,multi-peak-directional,1.0x-1.3x,3
Houston -> New York City,Jun,1.19,multi-peak-directional,1.0x-1.3x,3
Houston -> New York City,Jul,1.02,multi-peak-directional,1.0x-1.3x,3
Houston -> New York City,Aug,0.89,multi-peak-directional,0.7x-1.0x,2
Houston -> New York City,Sep,1.26,multi-peak-directional,1.0x-1.3x,3
Houston -> New York City,Oct,1.15,multi-peak-directional,1.0x-1.3x,3
Houston -> New York City,Nov,1.24,multi-peak-directional,1.0x-1.3x,3
Houston -> New York City,Dec,1.0,multi-peak-directional,1.0x-1.3x,3
Houston -> Philadelphia,Jan,0.69,multi-peak-directional,0.5x-0.7x,1
Houston -> Philadelphia,Feb,0.55,multi-peak-directional,0.5x-0.7x,1
Houston -> Philadelphia,Mar,0.9,multi-peak-directional,0.7x-1.0x,2
Houston -> Philadelphia,Apr,0.83,multi-peak-directional,0.7x-1.0x,2
Houston -> Philadelphia,May,1.46,multi-peak-directional,1.3x-1.6x,4
Houston -> Philadelphia,Jun,1.18,multi-peak-directional,1.0x-1.3x,3
Houston -> Philadelphia,Jul,0.9,multi-peak-directional,0.7x-1.0x,2
Houston -> Philadelphia,Aug,1.18,multi-peak-directional,1.0x-1.3x,3
Houston -> Philadelphia,Sep,0.69,multi-peak-directional,0.5x-0.7x,1
Houston -> Philadelphia,Oct,1.39,multi-peak-directional,1.3x-1.6x,4
Houston -> Philadelphia,Nov,1.18,multi-peak-directional,1.0x-1.3x,3
Houston -> Philadelphia,Dec,1.04,multi-peak-directional,1.0x-1.3x,3
Houston -> Pittsburgh,Jan,0.0,multi-peak-directional,< 0.5x,0
Houston -> Pittsburgh,Feb,0.86,multi-peak-directional,0.7x-1.0x,2
Houston -> Pittsburgh,Mar,0.0,multi-peak-directional,< 0.5x,0
Houston -> Pittsburgh,Apr,0.57,multi-peak-directional,0.5x-0.7x,1
Houston -> Pittsburgh,May,1.14,multi-peak-directional,1.0x-1.3x,3
Houston -> Pittsburgh,Jun,0.86,multi-peak-directional,0.7x-1.0x,2
Houston -> Pittsburgh,Jul,0.86,multi-peak-directional,0.7x-1.0x,2
Houston -> Pittsburgh,Aug,0.86,multi-peak-directional,0.7x-1.0x,2
Houston -> Pittsburgh,Sep,2.0,multi-peak-directional,>= 1.6x,5
Houston -> Pittsburgh,Oct,2.0,multi-peak-directional,>= 1.6x,5
Houston -> Pittsburgh,Nov,1.43,multi-peak-directional,1.3x-1.6x,4
Houston -> Pittsburgh,Dec,1.43,multi-peak-directional,1.3x-1.6x,4
Houston -> Seattle,Jan,1.31,multi-peak-directional,1.3x-1.6x,4
Houston -> Seattle,Feb,0.78,multi-peak-directional,0.7x-1.0x,2
Houston -> Seattle,Mar,0.99,multi-peak-directional,0.7x-1.0x,2
Houston -> Seattle,Apr,0.76,multi-peak-directional,0.7x-1.0x,2
Houston -> Seattle,May,1.16,multi-peak-directional,1.0x-1.3x,3
Houston -> Seattle,Jun,1.1,multi-peak-directional,1.0x-1.3x,3
Houston -> Seattle,Jul,1.22,multi-peak-directional,1.0x-1.3x,3
Houston -> Seattle,Aug,0.9,multi-peak-directional,0.7x-1.0x,2
Houston -> Seattle,Sep,1.05,multi-peak-directional,1.0x-1.3x,3
Houston -> Seattle,Oct,0.87,multi-peak-directional,0.7x-1.0x,2
Houston -> Seattle,Nov,0.9,multi-peak-directional,0.7x-1.0x,2
Houston -> Seattle,Dec,0.96,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Atlanta,Jan,1.06,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Atlanta,Feb,1.25,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Atlanta,Mar,0.96,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Atlanta,Apr,1.25,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Atlanta,May,1.01,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Atlanta,Jun,0.92,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Atlanta,Jul,0.71,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Atlanta,Aug,0.7,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Atlanta,Sep,1.02,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Atlanta,Oct,1.03,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Atlanta,Nov,1.23,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Atlanta,Dec,0.87,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Charlotte,Jan,0.88,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Charlotte,Feb,1.08,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Charlotte,Mar,1.03,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Charlotte,Apr,1.16,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Charlotte,May,1.21,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Charlotte,Jun,0.91,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Charlotte,Jul,0.68,multi-peak-directional,0.5x-0.7x,1
LA Basin -> Charlotte,Aug,0.71,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Charlotte,Sep,1.09,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Charlotte,Oct,1.13,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Charlotte,Nov,1.01,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Charlotte,Dec,1.11,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Chicago,Jan,0.77,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Chicago,Feb,0.81,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Chicago,Mar,1.07,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Chicago,Apr,0.95,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Chicago,May,1.28,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Chicago,Jun,0.94,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Chicago,Jul,0.99,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Chicago,Aug,0.88,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Chicago,Sep,1.19,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Chicago,Oct,1.15,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Chicago,Nov,1.06,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Chicago,Dec,0.89,multi-peak-directional,0.7x-1.0x,2
LA Basin -> DMV,Jan,1.01,multi-peak-directional,1.0x-1.3x,3
LA Basin -> DMV,Feb,0.69,multi-peak-directional,0.5x-0.7x,1
LA Basin -> DMV,Mar,1.02,multi-peak-directional,1.0x-1.3x,3
LA Basin -> DMV,Apr,1.09,multi-peak-directional,1.0x-1.3x,3
LA Basin -> DMV,May,1.11,multi-peak-directional,1.0x-1.3x,3
LA Basin -> DMV,Jun,0.99,multi-peak-directional,0.7x-1.0x,2
LA Basin -> DMV,Jul,0.71,multi-peak-directional,0.7x-1.0x,2
LA Basin -> DMV,Aug,0.79,multi-peak-directional,0.7x-1.0x,2
LA Basin -> DMV,Sep,1.23,multi-peak-directional,1.0x-1.3x,3
LA Basin -> DMV,Oct,1.16,multi-peak-directional,1.0x-1.3x,3
LA Basin -> DMV,Nov,1.17,multi-peak-directional,1.0x-1.3x,3
LA Basin -> DMV,Dec,1.02,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Detroit,Jan,0.69,multi-peak-directional,0.5x-0.7x,1
LA Basin -> Detroit,Feb,0.94,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Detroit,Mar,1.05,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Detroit,Apr,0.97,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Detroit,May,1.14,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Detroit,Jun,1.16,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Detroit,Jul,0.95,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Detroit,Aug,0.89,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Detroit,Sep,1.1,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Detroit,Oct,1.28,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Detroit,Nov,1.05,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Detroit,Dec,0.8,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Houston,Jan,0.75,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Houston,Feb,0.94,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Houston,Mar,0.84,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Houston,Apr,0.95,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Houston,May,1.0,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Houston,Jun,1.02,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Houston,Jul,1.01,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Houston,Aug,1.24,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Houston,Sep,1.16,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Houston,Oct,1.09,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Houston,Nov,1.13,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Houston,Dec,0.88,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Minneapolis,Jan,1.01,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Minneapolis,Feb,0.8,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Minneapolis,Mar,1.01,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Minneapolis,Apr,1.2,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Minneapolis,May,1.37,multi-peak-directional,1.3x-1.6x,4
LA Basin -> Minneapolis,Jun,0.94,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Minneapolis,Jul,0.84,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Minneapolis,Aug,1.07,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Minneapolis,Sep,0.99,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Minneapolis,Oct,0.93,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Minneapolis,Nov,0.89,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Minneapolis,Dec,0.96,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Nashville,Jan,0.91,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Nashville,Feb,0.75,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Nashville,Mar,0.88,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Nashville,Apr,1.36,multi-peak-directional,1.3x-1.6x,4
LA Basin -> Nashville,May,1.27,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Nashville,Jun,0.82,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Nashville,Jul,0.74,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Nashville,Aug,0.91,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Nashville,Sep,1.07,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Nashville,Oct,1.19,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Nashville,Nov,1.25,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Nashville,Dec,0.84,multi-peak-directional,0.7x-1.0x,2
LA Basin -> New York City,Jan,0.68,multi-peak-directional,0.5x-0.7x,1
LA Basin -> New York City,Feb,0.8,multi-peak-directional,0.7x-1.0x,2
LA Basin -> New York City,Mar,1.03,multi-peak-directional,1.0x-1.3x,3
LA Basin -> New York City,Apr,1.15,multi-peak-directional,1.0x-1.3x,3
LA Basin -> New York City,May,1.28,multi-peak-directional,1.0x-1.3x,3
LA Basin -> New York City,Jun,1.1,multi-peak-directional,1.0x-1.3x,3
LA Basin -> New York City,Jul,0.72,multi-peak-directional,0.7x-1.0x,2
LA Basin -> New York City,Aug,0.81,multi-peak-directional,0.7x-1.0x,2
LA Basin -> New York City,Sep,1.17,multi-peak-directional,1.0x-1.3x,3
LA Basin -> New York City,Oct,1.26,multi-peak-directional,1.0x-1.3x,3
LA Basin -> New York City,Nov,1.19,multi-peak-directional,1.0x-1.3x,3
LA Basin -> New York City,Dec,0.79,multi-peak-directional,0.7x-1.0x,2
LA Basin -> North Florida,Jan,0.91,multi-peak-directional,0.7x-1.0x,2
LA Basin -> North Florida,Feb,1.3,multi-peak-directional,1.3x-1.6x,4
LA Basin -> North Florida,Mar,1.06,multi-peak-directional,1.0x-1.3x,3
LA Basin -> North Florida,Apr,1.23,multi-peak-directional,1.0x-1.3x,3
LA Basin -> North Florida,May,1.02,multi-peak-directional,1.0x-1.3x,3
LA Basin -> North Florida,Jun,0.82,multi-peak-directional,0.7x-1.0x,2
LA Basin -> North Florida,Jul,0.72,multi-peak-directional,0.7x-1.0x,2
LA Basin -> North Florida,Aug,0.78,multi-peak-directional,0.7x-1.0x,2
LA Basin -> North Florida,Sep,0.71,multi-peak-directional,0.7x-1.0x,2
LA Basin -> North Florida,Oct,1.03,multi-peak-directional,1.0x-1.3x,3
LA Basin -> North Florida,Nov,1.29,multi-peak-directional,1.0x-1.3x,3
LA Basin -> North Florida,Dec,1.13,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Philadelphia,Jan,0.83,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Philadelphia,Feb,0.64,multi-peak-directional,0.5x-0.7x,1
LA Basin -> Philadelphia,Mar,1.0,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Philadelphia,Apr,0.95,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Philadelphia,May,1.38,multi-peak-directional,1.3x-1.6x,4
LA Basin -> Philadelphia,Jun,1.12,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Philadelphia,Jul,0.81,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Philadelphia,Aug,0.95,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Philadelphia,Sep,0.97,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Philadelphia,Oct,1.33,multi-peak-directional,1.3x-1.6x,4
LA Basin -> Philadelphia,Nov,1.16,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Philadelphia,Dec,0.86,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Pittsburgh,Jan,0.81,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Pittsburgh,Feb,0.92,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Pittsburgh,Mar,1.08,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Pittsburgh,Apr,1.05,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Pittsburgh,May,1.03,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Pittsburgh,Jun,1.08,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Pittsburgh,Jul,0.94,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Pittsburgh,Aug,0.94,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Pittsburgh,Sep,1.01,multi-peak-directional,1.0x-1.3x,3
LA Basin -> Pittsburgh,Oct,1.43,multi-peak-directional,1.3x-1.6x,4
LA Basin -> Pittsburgh,Nov,0.81,multi-peak-directional,0.7x-1.0x,2
LA Basin -> Pittsburgh,Dec,0.9,multi-peak-directional,0.7x-1.0x,2
LA Basin -> St. Louis,Jan,0.98,multi-peak-directional,0.7x-1.0x,2
LA Basin -> St. Louis,Feb,0.59,multi-peak-directional,0.5x-0.7x,1
LA Basin -> St. Louis,Mar,0.87,multi-peak-directional,0.7x-1.0x,2
LA Basin -> St. Louis,Apr,1.01,multi-peak-directional,1.0x-1.3x,3
LA Basin -> St. Louis,May,1.12,multi-peak-directional,1.0x-1.3x,3
LA Basin -> St. Louis,Jun,0.97,multi-peak-directional,0.7x-1.0x,2
