corridor,month,seasonality_index,cluster_label,slab,intensity
Atlanta -> Denver,Jan,0.95,core-utilization,0.7x-1.0x,2
Atlanta -> Denver,Feb,1.19,core-utilization,1.0x-1.3x,3
Atlanta -> Denver,Mar,1.05,core-utilization,1.0x-1.3x,3
Atlanta -> Denver,Apr,0.76,core-utilization,0.7x-1.0x,2
Atlanta -> Denver,May,0.65,core-utilization,0.5x-0.7x,1
Atlanta -> Denver,Jun,1.22,core-utilization,1.0x-1.3x,3
Atlanta -> Denver,Jul,1.47,core-utilization,1.3x-1.6x,4
Atlanta -> Denver,Aug,1.05,core-utilization,1.0x-1.3x,3
Atlanta -> Denver,Sep,1.07,core-utilization,1.0x-1.3x,3
Atlanta -> Denver,Oct,0.76,core-utilization,0.7x-1.0x,2
Atlanta -> Denver,Nov,0.58,core-utilization,0.5x-0.7x,1
Atlanta -> Denver,Dec,1.25,core-utilization,1.0x-1.3x,3
Boston -> Chicago,Jan,0.77,core-utilization,0.7x-1.0x,2
Boston -> Chicago,Feb,1.47,core-utilization,1.3x-1.6x,4
Boston -> Chicago,Mar,0.62,core-utilization,0.5x-0.7x,1
Boston -> Chicago,Apr,1.08,core-utilization,1.0x-1.3x,3
Boston -> Chicago,May,0.46,core-utilization,< 0.5x,0
Boston -> Chicago,Jun,1.24,core-utilization,1.0x-1.3x,3
Boston -> Chicago,Jul,1.7,core-utilization,>= 1.6x,5
Boston -> Chicago,Aug,1.16,core-utilization,1.0x-1.3x,3
Boston -> Chicago,Sep,0.85,core-utilization,0.7x-1.0x,2
Boston -> Chicago,Oct,0.54,core-utilization,0.5x-0.7x,1
Boston -> Chicago,Nov,1.32,core-utilization,1.3x-1.6x,4
Boston -> Chicago,Dec,0.77,core-utilization,0.7x-1.0x,2
Boston -> Denver,Jan,0.8,core-utilization,0.7x-1.0x,2
Boston -> Denver,Feb,1.06,core-utilization,1.0x-1.3x,3
Boston -> Denver,Mar,0.9,core-utilization,0.7x-1.0x,2
Boston -> Denver,Apr,0.54,core-utilization,0.5x-0.7x,1
Boston -> Denver,May,0.6,core-utilization,0.5x-0.7x,1
Boston -> Denver,Jun,1.19,core-utilization,1.0x-1.3x,3
Boston -> Denver,Jul,1.42,core-utilization,1.3x-1.6x,4
Boston -> Denver,Aug,1.56,core-utilization,1.3x-1.6x,4
Boston -> Denver,Sep,1.34,core-utilization,1.3x-1.6x,4
Boston -> Denver,Oct,0.91,core-utilization,0.7x-1.0x,2
Boston -> Denver,Nov,0.54,core-utilization,0.5x-0.7x,1
Boston -> Denver,Dec,1.14,core-utilization,1.0x-1.3x,3
Charlotte -> Denver,Jan,0.91,core-utilization,0.7x-1.0x,2
Charlotte -> Denver,Feb,1.22,core-utilization,1.0x-1.3x,3
Charlotte -> Denver,Mar,1.05,core-utilization,1.0x-1.3x,3
Charlotte -> Denver,Apr,0.65,core-utilization,0.5x-0.7x,1
Charlotte -> Denver,May,0.57,core-utilization,0.5x-0.7x,1
Charlotte -> Denver,Jun,1.3,core-utilization,1.3x-1.6x,4
Charlotte -> Denver,Jul,1.03,core-utilization,1.0x-1.3x,3
Charlotte -> Denver,Aug,1.28,core-utilization,1.0x-1.3x,3
Charlotte -> Denver,Sep,0.99,core-utilization,0.7x-1.0x,2
Charlotte -> Denver,Oct,0.93,core-utilization,0.7x-1.0x,2
Charlotte -> Denver,Nov,0.51,core-utilization,0.5x-0.7x,1
Charlotte -> Denver,Dec,1.57,core-utilization,1.3x-1.6x,4
Chicago -> Denver,Jan,1.43,core-utilization,1.3x-1.6x,4
Chicago -> Denver,Feb,1.67,core-utilization,>= 1.6x,5
Chicago -> Denver,Mar,1.31,core-utilization,1.3x-1.6x,4
Chicago -> Denver,Apr,0.51,core-utilization,0.5x-0.7x,1
Chicago -> Denver,May,0.46,core-utilization,< 0.5x,0
Chicago -> Denver,Jun,1.0,core-utilization,1.0x-1.3x,3
Chicago -> Denver,Jul,1.2,core-utilization,1.0x-1.3x,3
Chicago -> Denver,Aug,1.1,core-utilization,1.0x-1.3x,3
Chicago -> Denver,Sep,0.81,core-utilization,0.7x-1.0x,2
Chicago -> Denver,Oct,0.61,core-utilization,0.5x-0.7x,1
Chicago -> Denver,Nov,0.55,core-utilization,0.5x-0.7x,1
Chicago -> Denver,Dec,1.35,core-utilization,1.3x-1.6x,4
Chicago -> North Florida,Jan,1.07,core-utilization,1.0x-1.3x,3
Chicago -> North Florida,Feb,0.67,core-utilization,0.5x-0.7x,1
Chicago -> North Florida,Mar,1.2,core-utilization,1.0x-1.3x,3
Chicago -> North Florida,Apr,0.27,core-utilization,< 0.5x,0
Chicago -> North Florida,May,1.33,core-utilization,1.3x-1.6x,4
Chicago -> North Florida,Jun,0.93,core-utilization,0.7x-1.0x,2
Chicago -> North Florida,Jul,1.47,core-utilization,1.3x-1.6x,4
Chicago -> North Florida,Aug,1.87,core-utilization,>= 1.6x,5
Chicago -> North Florida,Sep,0.53,core-utilization,0.5x-0.7x,1
Chicago -> North Florida,Oct,0.53,core-utilization,0.5x-0.7x,1
Chicago -> North Florida,Nov,1.6,core-utilization,>= 1.6x,5
Chicago -> North Florida,Dec,0.53,core-utilization,0.5x-0.7x,1
DMV -> Denver,Jan,1.01,core-utilization,1.0x-1.3x,3
DMV -> Denver,Feb,0.95,core-utilization,0.7x-1.0x,2
DMV -> Denver,Mar,1.31,core-utilization,1.3x-1.6x,4
DMV -> Denver,Apr,0.55,core-utilization,0.5x-0.7x,1
DMV -> Denver,May,0.68,core-utilization,0.5x-0.7x,1
DMV -> Denver,Jun,1.04,core-utilization,1.0x-1.3x,3
DMV -> Denver,Jul,1.29,core-utilization,1.0x-1.3x,3
DMV -> Denver,Aug,1.1,core-utilization,1.0x-1.3x,3
DMV -> Denver,Sep,1.17,core-utilization,1.0x-1.3x,3
DMV -> Denver,Oct,0.94,core-utilization,0.7x-1.0x,2
DMV -> Denver,Nov,0.6,core-utilization,0.5x-0.7x,1
DMV -> Denver,Dec,1.37,core-utilization,1.3x-1.6x,4
Dallas -> Denver,Jan,1.51,core-utilization,1.3x-1.6x,4
Dallas -> Denver,Feb,1.84,core-utilization,>= 1.6x,5
Dallas -> Denver,Mar,1.44,core-utilization,1.3x-1.6x,4
Dallas -> Denver,Apr,0.38,core-utilization,< 0.5x,0
Dallas -> Denver,May,0.38,core-utilization,< 0.5x,0
Dallas -> Denver,Jun,0.78,core-utilization,0.7x-1.0x,2
Dallas -> Denver,Jul,0.74,core-utilization,0.7x-1.0x,2
Dallas -> Denver,Aug,1.0,core-utilization,1.0x-1.3x,3
Dallas -> Denver,Sep,0.7,core-utilization,0.7x-1.0x,2
Dallas -> Denver,Oct,0.68,core-utilization,0.5x-0.7x,1
Dallas -> Denver,Nov,0.47,core-utilization,< 0.5x,0
Dallas -> Denver,Dec,2.08,core-utilization,>= 1.6x,5
Dallas -> Seattle,Jan,0.8,core-utilization,0.7x-1.0x,2
Dallas -> Seattle,Feb,0.87,core-utilization,0.7x-1.0x,2
Dallas -> Seattle,Mar,0.97,core-utilization,0.7x-1.0x,2
Dallas -> Seattle,Apr,0.78,core-utilization,0.7x-1.0x,2
Dallas -> Seattle,May,0.91,core-utilization,0.7x-1.0x,2
Dallas -> Seattle,Jun,1.06,core-utilization,1.0x-1.3x,3
Dallas -> Seattle,Jul,1.39,core-utilization,1.3x-1.6x,4
Dallas -> Seattle,Aug,1.27,core-utilization,1.0x-1.3x,3
Dallas -> Seattle,Sep,1.09,core-utilization,1.0x-1.3x,3
Dallas -> Seattle,Oct,0.96,core-utilization,0.7x-1.0x,2
Dallas -> Seattle,Nov,0.92,core-utilization,0.7x-1.0x,2
Dallas -> Seattle,Dec,0.97,core-utilization,0.7x-1.0x,2
Denver -> Atlanta,Jan,0.91,core-utilization,0.7x-1.0x,2
Denver -> Atlanta,Feb,0.85,core-utilization,0.7x-1.0x,2
Denver -> Atlanta,Mar,0.98,core-utilization,0.7x-1.0x,2
Denver -> Atlanta,Apr,0.73,core-utilization,0.7x-1.0x,2
Denver -> Atlanta,May,0.46,core-utilization,< 0.5x,0
Denver -> Atlanta,Jun,1.11,core-utilization,1.0x-1.3x,3
Denver -> Atlanta,Jul,1.74,core-utilization,>= 1.6x,5
Denver -> Atlanta,Aug,1.63,core-utilization,>= 1.6x,5
Denver -> Atlanta,Sep,1.28,core-utilization,1.0x-1.3x,3
Denver -> Atlanta,Oct,0.8,core-utilization,0.7x-1.0x,2
Denver -> Atlanta,Nov,0.57,core-utilization,0.5x-0.7x,1
Denver -> Atlanta,Dec,0.94,core-utilization,0.7x-1.0x,2
Denver -> Boston,Jan,0.86,core-utilization,0.7x-1.0x,2
Denver -> Boston,Feb,1.07,core-utilization,1.0x-1.3x,3
Denver -> Boston,Mar,1.07,core-utilization,1.0x-1.3x,3
Denver -> Boston,Apr,0.66,core-utilization,0.5x-0.7x,1
Denver -> Boston,May,0.67,core-utilization,0.5x-0.7x,1
Denver -> Boston,Jun,1.18,core-utilization,1.0x-1.3x,3
Denver -> Boston,Jul,1.61,core-utilization,>= 1.6x,5
Denver -> Boston,Aug,1.53,core-utilization,1.3x-1.6x,4
Denver -> Boston,Sep,1.24,core-utilization,1.0x-1.3x,3
Denver -> Boston,Oct,0.9,core-utilization,0.7x-1.0x,2
Denver -> Boston,Nov,0.54,core-utilization,0.5x-0.7x,1
Denver -> Boston,Dec,0.68,core-utilization,0.5x-0.7x,1
Denver -> Charlotte,Jan,1.24,core-utilization,1.0x-1.3x,3
Denver -> Charlotte,Feb,1.17,core-utilization,1.0x-1.3x,3
Denver -> Charlotte,Mar,1.02,core-utilization,1.0x-1.3x,3
Denver -> Charlotte,Apr,0.58,core-utilization,0.5x-0.7x,1
Denver -> Charlotte,May,0.58,core-utilization,0.5x-0.7x,1
Denver -> Charlotte,Jun,0.98,core-utilization,0.7x-1.0x,2
Denver -> Charlotte,Jul,1.15,core-utilization,1.0x-1.3x,3
Denver -> Charlotte,Aug,1.56,core-utilization,1.3x-1.6x,4
Denver -> Charlotte,Sep,1.03,core-utilization,1.0x-1.3x,3
Denver -> Charlotte,Oct,1.15,core-utilization,1.0x-1.3x,3
Denver -> Charlotte,Nov,0.63,core-utilization,0.5x-0.7x,1
Denver -> Charlotte,Dec,0.91,core-utilization,0.7x-1.0x,2
Denver -> Chicago,Jan,1.13,core-utilization,1.0x-1.3x,3
Denver -> Chicago,Feb,0.97,core-utilization,0.7x-1.0x,2
Denver -> Chicago,Mar,1.04,core-utilization,1.0x-1.3x,3
Denver -> Chicago,Apr,0.38,core-utilization,< 0.5x,0
Denver -> Chicago,May,0.73,core-utilization,0.7x-1.0x,2
Denver -> Chicago,Jun,0.66,core-utilization,0.5x-0.7x,1
Denver -> Chicago,Jul,1.98,core-utilization,>= 1.6x,5
Denver -> Chicago,Aug,1.3,core-utilization,1.3x-1.6x,4
Denver -> Chicago,Sep,1.56,core-utilization,1.3x-1.6x,4
Denver -> Chicago,Oct,0.57,core-utilization,0.5x-0.7x,1
Denver -> Chicago,Nov,0.45,core-utilization,< 0.5x,0
Denver -> Chicago,Dec,1.23,core-utilization,1.0x-1.3x,3
Denver -> DMV,Jan,1.42,core-utilization,1.3x-1.6x,4
Denver -> DMV,Feb,0.95,core-utilization,0.7x-1.0x,2
Denver -> DMV,Mar,1.33,core-utilization,1.3x-1.6x,4
Denver -> DMV,Apr,0.66,core-utilization,0.5x-0.7x,1
Denver -> DMV,May,0.64,core-utilization,0.5x-0.7x,1
Denver -> DMV,Jun,0.89,core-utilization,0.7x-1.0x,2
Denver -> DMV,Jul,1.3,core-utilization,1.3x-1.6x,4
Denver -> DMV,Aug,1.4,core-utilization,1.3x-1.6x,4
Denver -> DMV,Sep,1.16,core-utilization,1.0x-1.3x,3
Denver -> DMV,Oct,0.9,core-utilization,0.7x-1.0x,2
Denver -> DMV,Nov,0.47,core-utilization,< 0.5x,0
Denver -> DMV,Dec,0.89,core-utilization,0.7x-1.0x,2
Denver -> Detroit,Jan,0.9,core-utilization,0.7x-1.0x,2
Denver -> Detroit,Feb,0.92,core-utilization,0.7x-1.0x,2
Denver -> Detroit,Mar,1.27,core-utilization,1.0x-1.3x,3
Denver -> Detroit,Apr,0.37,core-utilization,< 0.5x,0
Denver -> Detroit,May,0.64,core-utilization,0.5x-0.7x,1
Denver -> Detroit,Jun,0.9,core-utilization,0.7x-1.0x,2
Denver -> Detroit,Jul,1.65,core-utilization,>= 1.6x,5
Denver -> Detroit,Aug,1.51,core-utilization,1.3x-1.6x,4
Denver -> Detroit,Sep,1.49,core-utilization,1.3x-1.6x,4
Denver -> Detroit,Oct,0.79,core-utilization,0.7x-1.0x,2
Denver -> Detroit,Nov,0.57,core-utilization,0.5x-0.7x,1
Denver -> Detroit,Dec,0.99,core-utilization,0.7x-1.0x,2
Denver -> Houston,Jan,1.05,core-utilization,1.0x-1.3x,3
Denver -> Houston,Feb,0.86,core-utilization,0.7x-1.0x,2
Denver -> Houston,Mar,1.12,core-utilization,1.0x-1.3x,3
Denver -> Houston,Apr,0.56,core-utilization,0.5x-0.7x,1
Denver -> Houston,May,0.47,core-utilization,< 0.5x,0
Denver -> Houston,Jun,1.12,core-utilization,1.0x-1.3x,3
Denver -> Houston,Jul,1.87,core-utilization,>= 1.6x,5
Denver -> Houston,Aug,1.74,core-utilization,>= 1.6x,5
Denver -> Houston,Sep,1.14,core-utilization,1.0x-1.3x,3
Denver -> Houston,Oct,0.82,core-utilization,0.7x-1.0x,2
Denver -> Houston,Nov,0.54,core-utilization,0.5x-0.7x,1
Denver -> Houston,Dec,0.69,core-utilization,0.5x-0.7x,1
Denver -> Nashville,Jan,1.1,core-utilization,1.0x-1.3x,3
Denver -> Nashville,Feb,0.76,core-utilization,0.7x-1.0x,2
Denver -> Nashville,Mar,1.27,core-utilization,1.0x-1.3x,3
Denver -> Nashville,Apr,0.48,core-utilization,< 0.5x,0
Denver -> Nashville,May,0.79,core-utilization,0.7x-1.0x,2
Denver -> Nashville,Jun,1.07,core-utilization,1.0x-1.3x,3
Denver -> Nashville,Jul,1.55,core-utilization,1.3x-1.6x,4
Denver -> Nashville,Aug,1.55,core-utilization,1.3x-1.6x,4
Denver -> Nashville,Sep,0.96,core-utilization,0.7x-1.0x,2
Denver -> Nashville,Oct,0.96,core-utilization,0.7x-1.0x,2
Denver -> Nashville,Nov,0.96,core-utilization,0.7x-1.0x,2
Denver -> Nashville,Dec,0.55,core-utilization,0.5x-0.7x,1
Denver -> New York City,Jan,1.38,core-utilization,1.3x-1.6x,4
Denver -> New York City,Feb,1.42,core-utilization,1.3x-1.6x,4
Denver -> New York City,Mar,1.48,core-utilization,1.3x-1.6x,4
Denver -> New York City,Apr,0.55,core-utilization,0.5x-0.7x,1
Denver -> New York City,May,0.54,core-utilization,0.5x-0.7x,1
Denver -> New York City,Jun,0.78,core-utilization,0.7x-1.0x,2
Denver -> New York City,Jul,1.17,core-utilization,1.0x-1.3x,3
Denver -> New York City,Aug,1.31,core-utilization,1.3x-1.6x,4
Denver -> New York City,Sep,1.2,core-utilization,1.0x-1.3x,3
Denver -> New York City,Oct,0.85,core-utilization,0.7x-1.0x,2
Denver -> New York City,Nov,0.5,core-utilization,0.5x-0.7x,1
Denver -> New York City,Dec,0.82,core-utilization,0.7x-1.0x,2
Denver -> North Florida,Jan,1.17,core-utilization,1.0x-1.3x,3
Denver -> North Florida,Feb,1.3,core-utilization,1.3x-1.6x,4
Denver -> North Florida,Mar,1.6,core-utilization,>= 1.6x,5
Denver -> North Florida,Apr,0.56,core-utilization,0.5x-0.7x,1
Denver -> North Florida,May,0.49,core-utilization,< 0.5x,0
Denver -> North Florida,Jun,0.77,core-utilization,0.7x-1.0x,2
Denver -> North Florida,Jul,1.19,core-utilization,1.0x-1.3x,3
Denver -> North Florida,Aug,0.99,core-utilization,0.7x-1.0x,2
Denver -> North Florida,Sep,1.09,core-utilization,1.0x-1.3x,3
Denver -> North Florida,Oct,1.31,core-utilization,1.3x-1.6x,4
Denver -> North Florida,Nov,0.67,core-utilization,0.5x-0.7x,1
Denver -> North Florida,Dec,0.88,core-utilization,0.7x-1.0x,2
Denver -> Philadelphia,Jan,0.94,core-utilization,0.7x-1.0x,2
Denver -> Philadelphia,Feb,1.09,core-utilization,1.0x-1.3x,3
Denver -> Philadelphia,Mar,1.46,core-utilization,1.3x-1.6x,4
Denver -> Philadelphia,Apr,0.58,core-utilization,0.5x-0.7x,1
Denver -> Philadelphia,May,0.66,core-utilization,0.5x-0.7x,1
Denver -> Philadelphia,Jun,0.99,core-utilization,0.7x-1.0x,2
Denver -> Philadelphia,Jul,1.26,core-utilization,1.0x-1.3x,3
Denver -> Philadelphia,Aug,1.39,core-utilization,1.3x-1.6x,4
Denver -> Philadelphia,Sep,1.29,core-utilization,1.0x-1.3x,3
Denver -> Philadelphia,Oct,0.92,core-utilization,0.7x-1.0x,2
Denver -> Philadelphia,Nov,0.62,core-utilization,0.5x-0.7x,1
Denver -> Philadelphia,Dec,0.81,core-utilization,0.7x-1.0x,2
Denver -> Pittsburgh,Jan,0.99,core-utilization,0.7x-1.0x,2
Denver -> Pittsburgh,Feb,1.38,core-utilization,1.3x-1.6x,4
Denver -> Pittsburgh,Mar,0.93,core-utilization,0.7x-1.0x,2
Denver -> Pittsburgh,Apr,0.71,core-utilization,0.7x-1.0x,2
Denver -> Pittsburgh,May,0.5,core-utilization,0.5x-0.7x,1
Denver -> Pittsburgh,Jun,0.9,core-utilization,0.7x-1.0x,2
Denver -> Pittsburgh,Jul,1.4,core-utilization,1.3x-1.6x,4
Denver -> Pittsburgh,Aug,1.25,core-utilization,1.0x-1.3x,3
Denver -> Pittsburgh,Sep,1.64,core-utilization,>= 1.6x,5
Denver -> Pittsburgh,Oct,0.82,core-utilization,0.7x-1.0x,2
Denver -> Pittsburgh,Nov,0.67,core-utilization,0.5x-0.7x,1
Denver -> Pittsburgh,Dec,0.82,core-utilization,0.7x-1.0x,2
Denver -> San Antonio,Jan,1.33,core-utilization,1.3x-1.6x,4
Denver -> San Antonio,Feb,0.58,core-utilization,0.5x-0.7x,1
Denver -> San Antonio,Mar,1.22,core-utilization,1.0x-1.3x,3
Denver -> San Antonio,Apr,0.64,core-utilization,0.5x-0.7x,1
Denver -> San Antonio,May,0.48,core-utilization,< 0.5x,0
Denver -> San Antonio,Jun,1.22,core-utilization,1.0x-1.3x,3
Denver -> San Antonio,Jul,1.81,core-utilization,>= 1.6x,5
Denver -> San Antonio,Aug,1.59,core-utilization,1.3x-1.6x,4
Denver -> San Antonio,Sep,0.96,core-utilization,0.7x-1.0x,2
Denver -> San Antonio,Oct,1.01,core-utilization,1.0x-1.3x,3
Denver -> San Antonio,Nov,0.32,core-utilization,< 0.5x,0
Denver -> San Antonio,Dec,0.85,core-utilization,0.7x-1.0x,2
Denver -> St. Louis,Jan,0.71,core-utilization,0.7x-1.0x,2
Denver -> St. Louis,Feb,0.71,core-utilization,0.7x-1.0x,2
Denver -> St. Louis,Mar,1.76,core-utilization,>= 1.6x,5
Denver -> St. Louis,Apr,1.06,core-utilization,1.0x-1.3x,3
Denver -> St. Louis,May,0.35,core-utilization,< 0.5x,0
Denver -> St. Louis,Jun,1.41,core-utilization,1.3x-1.6x,4
Denver -> St. Louis,Jul,1.76,core-utilization,>= 1.6x,5
Denver -> St. Louis,Aug,2.47,core-utilization,>= 1.6x,5
Denver -> St. Louis,Sep,0.71,core-utilization,0.7x-1.0x,2
Denver -> St. Louis,Oct,0.35,core-utilization,< 0.5x,0
Denver -> St. Louis,Nov,0.0,core-utilization,< 0.5x,0
Denver -> St. Louis,Dec,0.71,core-utilization,0.7x-1.0x,2
Detroit -> Denver,Jan,1.17,core-utilization,1.0x-1.3x,3
Detroit -> Denver,Feb,1.29,core-utilization,1.0x-1.3x,3
Detroit -> Denver,Mar,1.2,core-utilization,1.0x-1.3x,3
Detroit -> Denver,Apr,0.5,core-utilization,0.5x-0.7x,1
Detroit -> Denver,May,0.63,core-utilization,0.5x-0.7x,1
Detroit -> Denver,Jun,0.94,core-utilization,0.7x-1.0x,2
Detroit -> Denver,Jul,1.47,core-utilization,1.3x-1.6x,4
Detroit -> Denver,Aug,1.29,core-utilization,1.0x-1.3x,3
Detroit -> Denver,Sep,1.06,core-utilization,1.0x-1.3x,3
Detroit -> Denver,Oct,0.84,core-utilization,0.7x-1.0x,2
Detroit -> Denver,Nov,0.6,core-utilization,0.5x-0.7x,1
Detroit -> Denver,Dec,1.01,core-utilization,1.0x-1.3x,3
Detroit -> North Florida,Jan,1.2,core-utilization,1.0x-1.3x,3
Detroit -> North Florida,Feb,0.24,core-utilization,< 0.5x,0
Detroit -> North Florida,Mar,0.96,core-utilization,0.7x-1.0x,2
Detroit -> North Florida,Apr,0.0,core-utilization,< 0.5x,0
Detroit -> North Florida,May,0.72,core-utilization,0.7x-1.0x,2
Detroit -> North Florida,Jun,0.48,core-utilization,< 0.5x,0
Detroit -> North Florida,Jul,1.68,core-utilization,>= 1.6x,5
Detroit -> North Florida,Aug,1.68,core-utilization,>= 1.6x,5
Detroit -> North Florida,Sep,1.44,core-utilization,1.3x-1.6x,4
Detroit -> North Florida,Oct,0.48,core-utilization,< 0.5x,0
Detroit -> North Florida,Nov,0.48,core-utilization,< 0.5x,0
Detroit -> North Florida,Dec,2.64,core-utilization,>= 1.6x,5
Houston -> Denver,Jan,1.33,core-utilization,1.3x-1.6x,4
Houston -> Denver,Feb,1.29,core-utilization,1.0x-1.3x,3
Houston -> Denver,Mar,1.34,core-utilization,1.3x-1.6x,4
Houston -> Denver,Apr,0.51,core-utilization,0.5x-0.7x,1
Houston -> Denver,May,0.5,core-utilization,0.5x-0.7x,1
Houston -> Denver,Jun,0.9,core-utilization,0.7x-1.0x,2
Houston -> Denver,Jul,1.13,core-utilization,1.0x-1.3x,3
Houston -> Denver,Aug,0.98,core-utilization,0.7x-1.0x,2
Houston -> Denver,Sep,0.93,core-utilization,0.7x-1.0x,2
Houston -> Denver,Oct,0.73,core-utilization,0.7x-1.0x,2
Houston -> Denver,Nov,0.54,core-utilization,0.5x-0.7x,1
Houston -> Denver,Dec,1.81,core-utilization,>= 1.6x,5
LA Basin -> Denver,Jan,1.76,core-utilization,>= 1.6x,5
LA Basin -> Denver,Feb,0.88,core-utilization,0.7x-1.0x,2
LA Basin -> Denver,Mar,1.17,core-utilization,1.0x-1.3x,3
LA Basin -> Denver,Apr,0.59,core-utilization,0.5x-0.7x,1
LA Basin -> Denver,May,0.88,core-utilization,0.7x-1.0x,2
LA Basin -> Denver,Jun,0.59,core-utilization,0.5x-0.7x,1
LA Basin -> Denver,Jul,2.05,core-utilization,>= 1.6x,5
LA Basin -> Denver,Aug,0.88,core-utilization,0.7x-1.0x,2
LA Basin -> Denver,Sep,0.29,core-utilization,< 0.5x,0
LA Basin -> Denver,Oct,0.59,core-utilization,0.5x-0.7x,1
LA Basin -> Denver,Nov,0.29,core-utilization,< 0.5x,0
LA Basin -> Denver,Dec,2.05,core-utilization,>= 1.6x,5
Minneapolis -> Denver,Jan,0.85,core-utilization,0.7x-1.0x,2
Minneapolis -> Denver,Feb,1.78,core-utilization,>= 1.6x,5
Minneapolis -> Denver,Mar,0.7,core-utilization,0.7x-1.0x,2
Minneapolis -> Denver,Apr,0.54,core-utilization,0.5x-0.7x,1
Minneapolis -> Denver,May,0.62,core-utilization,0.5x-0.7x,1
Minneapolis -> Denver,Jun,1.39,core-utilization,1.3x-1.6x,4
Minneapolis -> Denver,Jul,1.32,core-utilization,1.3x-1.6x,4
Minneapolis -> Denver,Aug,0.85,core-utilization,0.7x-1.0x,2
Minneapolis -> Denver,Sep,0.7,core-utilization,0.7x-1.0x,2
Minneapolis -> Denver,Oct,1.01,core-utilization,1.0x-1.3x,3
Minneapolis -> Denver,Nov,0.54,core-utilization,0.5x-0.7x,1
Minneapolis -> Denver,Dec,1.7,core-utilization,>= 1.6x,5
Nashville -> Denver,Jan,1.27,core-utilization,1.0x-1.3x,3
Nashville -> Denver,Feb,1.38,core-utilization,1.3x-1.6x,4
Nashville -> Denver,Mar,1.19,core-utilization,1.0x-1.3x,3
Nashville -> Denver,Apr,0.46,core-utilization,< 0.5x,0
Nashville -> Denver,May,0.63,core-utilization,0.5x-0.7x,1
Nashville -> Denver,Jun,0.99,core-utilization,0.7x-1.0x,2
Nashville -> Denver,Jul,1.1,core-utilization,1.0x-1.3x,3
Nashville -> Denver,Aug,1.27,core-utilization,1.0x-1.3x,3
Nashville -> Denver,Sep,0.96,core-utilization,0.7x-1.0x,2
Nashville -> Denver,Oct,0.9,core-utilization,0.7x-1.0x,2
Nashville -> Denver,Nov,0.76,core-utilization,0.7x-1.0x,2
Nashville -> Denver,Dec,1.08,core-utilization,1.0x-1.3x,3
New York City -> Denver,Jan,1.03,core-utilization,1.0x-1.3x,3
New York City -> Denver,Feb,1.32,core-utilization,1.3x-1.6x,4
New York City -> Denver,Mar,1.29,core-utilization,1.0x-1.3x,3
New York City -> Denver,Apr,0.5,core-utilization,0.5x-0.7x,1
New York City -> Denver,May,0.44,core-utilization,< 0.5x,0
New York City -> Denver,Jun,1.11,core-utilization,1.0x-1.3x,3
New York City -> Denver,Jul,1.17,core-utilization,1.0x-1.3x,3
New York City -> Denver,Aug,1.37,core-utilization,1.3x-1.6x,4
New York City -> Denver,Sep,0.95,core-utilization,0.7x-1.0x,2
New York City -> Denver,Oct,0.8,core-utilization,0.7x-1.0x,2
New York City -> Denver,Nov,0.5,core-utilization,0.5x-0.7x,1
New York City -> Denver,Dec,1.54,core-utilization,1.3x-1.6x,4
North Florida -> Denver,Jan,0.9,core-utilization,0.7x-1.0x,2
North Florida -> Denver,Feb,1.23,core-utilization,1.0x-1.3x,3
North Florida -> Denver,Mar,1.24,core-utilization,1.0x-1.3x,3
North Florida -> Denver,Apr,0.58,core-utilization,0.5x-0.7x,1
North Florida -> Denver,May,0.85,core-utilization,0.7x-1.0x,2
North Florida -> Denver,Jun,1.18,core-utilization,1.0x-1.3x,3
North Florida -> Denver,Jul,1.15,core-utilization,1.0x-1.3x,3
North Florida -> Denver,Aug,0.9,core-utilization,0.7x-1.0x,2
North Florida -> Denver,Sep,0.84,core-utilization,0.7x-1.0x,2
North Florida -> Denver,Oct,0.9,core-utilization,0.7x-1.0x,2
North Florida -> Denver,Nov,0.82,core-utilization,0.7x-1.0x,2
North Florida -> Denver,Dec,1.4,core-utilization,1.3x-1.6x,4
North Florida -> Seattle,Jan,0.7,core-utilization,0.7x-1.0x,2
North Florida -> Seattle,Feb,0.7,core-utilization,0.7x-1.0x,2
North Florida -> Seattle,Mar,1.4,core-utilization,1.3x-1.6x,4
North Florida -> Seattle,Apr,0.7,core-utilization,0.7x-1.0x,2
North Florida -> Seattle,May,1.05,core-utilization,1.0x-1.3x,3
North Florida -> Seattle,Jun,1.58,core-utilization,1.3x-1.6x,4
North Florida -> Seattle,Jul,1.46,core-utilization,1.3x-1.6x,4
North Florida -> Seattle,Aug,0.88,core-utilization,0.7x-1.0x,2
North Florida -> Seattle,Sep,0.82,core-utilization,0.7x-1.0x,2
North Florida -> Seattle,Oct,0.59,core-utilization,0.5x-0.7x,1
North Florida -> Seattle,Nov,0.82,core-utilization,0.7x-1.0x,2
North Florida -> Seattle,Dec,1.29,core-utilization,1.0x-1.3x,3
Philadelphia -> Denver,Jan,0.87,core-utilization,0.7x-1.0x,2
Philadelphia -> Denver,Feb,1.02,core-utilization,1.0x-1.3x,3
Philadelphia -> Denver,Mar,1.48,core-utilization,1.3x-1.6x,4
Philadelphia -> Denver,Apr,0.52,core-utilization,0.5x-0.7x,1
Philadelphia -> Denver,May,0.69,core-utilization,0.5x-0.7x,1
Philadelphia -> Denver,Jun,1.09,core-utilization,1.0x-1.3x,3
