cluster_label,corridor,month,density_pct,seasonality_index,slab,intensity
winter-spring-peak,South Florida -> St. Louis,Jun,3.02,0.3624,< 4%,0
winter-spring-peak,South Florida -> St. Louis,Jul,2.2,0.264,< 4%,0
winter-spring-peak,South Florida -> St. Louis,Aug,3.13,0.3756,< 4%,0
winter-spring-peak,South Florida -> St. Louis,Sep,3.13,0.3756,< 4%,0
winter-spring-peak,South Florida -> St. Louis,Oct,6.15,0.738,6%-9%,2
winter-spring-peak,South Florida -> St. Louis,Nov,8.47,1.0164,6%-9%,2
winter-spring-peak,South Florida -> St. Louis,Dec,12.06,1.4472,12%-15%,4
winter-spring-peak,St. Louis -> Phoenix Valley,Jan,10.16,1.2192,9%-12%,3
winter-spring-peak,St. Louis -> Phoenix Valley,Feb,11.74,1.4088,9%-12%,3
winter-spring-peak,St. Louis -> Phoenix Valley,Mar,11.29,1.3548,9%-12%,3
winter-spring-peak,St. Louis -> Phoenix Valley,Apr,11.51,1.3812,9%-12%,3
winter-spring-peak,St. Louis -> Phoenix Valley,May,10.16,1.2192,9%-12%,3
winter-spring-peak,St. Louis -> Phoenix Valley,Jun,4.06,0.4872,4%-6%,1
winter-spring-peak,St. Louis -> Phoenix Valley,Jul,2.48,0.2976,< 4%,0
winter-spring-peak,St. Louis -> Phoenix Valley,Aug,3.39,0.4068,< 4%,0
winter-spring-peak,St. Louis -> Phoenix Valley,Sep,5.19,0.6228,4%-6%,1
winter-spring-peak,St. Louis -> Phoenix Valley,Oct,8.8,1.056,6%-9%,2
winter-spring-peak,St. Louis -> Phoenix Valley,Nov,12.19,1.4628,12%-15%,4
winter-spring-peak,St. Louis -> Phoenix Valley,Dec,9.03,1.0836,9%-12%,3
summer-peak,Atlanta -> Boston,Jan,0.0,0.0,< 4%,0
summer-peak,Atlanta -> Boston,Feb,2.94,0.3528,< 4%,0
summer-peak,Atlanta -> Boston,Mar,11.76,1.4112,9%-12%,3
summer-peak,Atlanta -> Boston,Apr,8.82,1.0584,6%-9%,2
summer-peak,Atlanta -> Boston,May,2.94,0.3528,< 4%,0
summer-peak,Atlanta -> Boston,Jun,5.88,0.7056,4%-6%,1
summer-peak,Atlanta -> Boston,Jul,20.59,2.4708,> 15%,5
summer-peak,Atlanta -> Boston,Aug,11.76,1.4112,9%-12%,3
summer-peak,Atlanta -> Boston,Sep,8.82,1.0584,6%-9%,2
summer-peak,Atlanta -> Boston,Oct,17.65,2.118,> 15%,5
summer-peak,Atlanta -> Boston,Nov,5.88,0.7056,4%-6%,1
summer-peak,Atlanta -> Boston,Dec,2.94,0.3528,< 4%,0
summer-peak,Atlanta -> New York City,Jan,0.0,0.0,< 4%,0
summer-peak,Atlanta -> New York City,Feb,0.0,0.0,< 4%,0
summer-peak,Atlanta -> New York City,Mar,0.0,0.0,< 4%,0
summer-peak,Atlanta -> New York City,Apr,15.79,1.8948,> 15%,5
summer-peak,Atlanta -> New York City,May,18.42,2.2104,> 15%,5
summer-peak,Atlanta -> New York City,Jun,13.16,1.5792,12%-15%,4
summer-peak,Atlanta -> New York City,Jul,2.63,0.3156,< 4%,0
summer-peak,Atlanta -> New York City,Aug,10.53,1.2636,9%-12%,3
summer-peak,Atlanta -> New York City,Sep,10.53,1.2636,9%-12%,3
summer-peak,Atlanta -> New York City,Oct,15.79,1.8948,> 15%,5
summer-peak,Atlanta -> New York City,Nov,2.63,0.3156,< 4%,0
summer-peak,Atlanta -> New York City,Dec,10.53,1.2636,9%-12%,3
summer-peak,Bay Area -> Boston,Jan,5.1,0.612,4%-6%,1
summer-peak,Bay Area -> Boston,Feb,3.14,0.3768,< 4%,0
summer-peak,Bay Area -> Boston,Mar,5.89,0.7068,4%-6%,1
summer-peak,Bay Area -> Boston,Apr,5.76,0.6912,4%-6%,1
summer-peak,Bay Area -> Boston,May,11.52,1.3824,9%-12%,3
summer-peak,Bay Area -> Boston,Jun,13.48,1.6176,12%-15%,4
summer-peak,Bay Area -> Boston,Jul,11.26,1.3512,9%-12%,3
summer-peak,Bay Area -> Boston,Aug,11.78,1.4136,9%-12%,3
summer-peak,Bay Area -> Boston,Sep,9.03,1.0836,9%-12%,3
summer-peak,Bay Area -> Boston,Oct,11.26,1.3512,9%-12%,3
summer-peak,Bay Area -> Boston,Nov,6.68,0.8016,6%-9%,2
summer-peak,Bay Area -> Boston,Dec,5.1,0.612,4%-6%,1
summer-peak,Bay Area -> Charlotte,Jan,4.15,0.498,4%-6%,1
summer-peak,Bay Area -> Charlotte,Feb,5.18,0.6216,4%-6%,1
summer-peak,Bay Area -> Charlotte,Mar,6.99,0.8388,6%-9%,2
summer-peak,Bay Area -> Charlotte,Apr,9.33,1.1196,9%-12%,3
summer-peak,Bay Area -> Charlotte,May,7.25,0.87,6%-9%,2
summer-peak,Bay Area -> Charlotte,Jun,10.62,1.2744,9%-12%,3
summer-peak,Bay Area -> Charlotte,Jul,8.03,0.9636,6%-9%,2
summer-peak,Bay Area -> Charlotte,Aug,10.36,1.2432,9%-12%,3
summer-peak,Bay Area -> Charlotte,Sep,9.84,1.1808,9%-12%,3
summer-peak,Bay Area -> Charlotte,Oct,13.47,1.6164,12%-15%,4
summer-peak,Bay Area -> Charlotte,Nov,9.33,1.1196,9%-12%,3
summer-peak,Bay Area -> Charlotte,Dec,5.44,0.6528,4%-6%,1
summer-peak,Bay Area -> Chicago,Jan,4.4,0.528,4%-6%,1
summer-peak,Bay Area -> Chicago,Feb,5.67,0.6804,4%-6%,1
summer-peak,Bay Area -> Chicago,Mar,5.82,0.6984,4%-6%,1
summer-peak,Bay Area -> Chicago,Apr,7.31,0.8772,6%-9%,2
summer-peak,Bay Area -> Chicago,May,10.29,1.2348,9%-12%,3
summer-peak,Bay Area -> Chicago,Jun,9.25,1.11,9%-12%,3
summer-peak,Bay Area -> Chicago,Jul,8.65,1.038,6%-9%,2
summer-peak,Bay Area -> Chicago,Aug,10.66,1.2792,9%-12%,3
summer-peak,Bay Area -> Chicago,Sep,11.11,1.3332,9%-12%,3
summer-peak,Bay Area -> Chicago,Oct,11.71,1.4052,9%-12%,3
summer-peak,Bay Area -> Chicago,Nov,8.87,1.0644,6%-9%,2
summer-peak,Bay Area -> Chicago,Dec,6.26,0.7512,6%-9%,2
summer-peak,Bay Area -> Detroit,Jan,7.33,0.8796,6%-9%,2
summer-peak,Bay Area -> Detroit,Feb,4.07,0.4884,4%-6%,1
summer-peak,Bay Area -> Detroit,Mar,5.5,0.66,4%-6%,1
summer-peak,Bay Area -> Detroit,Apr,7.54,0.9048,6%-9%,2
summer-peak,Bay Area -> Detroit,May,10.18,1.2216,9%-12%,3
summer-peak,Bay Area -> Detroit,Jun,11.0,1.32,9%-12%,3
summer-peak,Bay Area -> Detroit,Jul,11.2,1.344,9%-12%,3
summer-peak,Bay Area -> Detroit,Aug,10.59,1.2708,9%-12%,3
summer-peak,Bay Area -> Detroit,Sep,9.57,1.1484,9%-12%,3
summer-peak,Bay Area -> Detroit,Oct,8.55,1.026,6%-9%,2
summer-peak,Bay Area -> Detroit,Nov,8.55,1.026,6%-9%,2
summer-peak,Bay Area -> Detroit,Dec,5.91,0.7092,4%-6%,1
summer-peak,Bay Area -> Minneapolis,Jan,6.4,0.768,6%-9%,2
summer-peak,Bay Area -> Minneapolis,Feb,3.7,0.444,< 4%,0
summer-peak,Bay Area -> Minneapolis,Mar,3.54,0.4248,< 4%,0
summer-peak,Bay Area -> Minneapolis,Apr,7.91,0.9492,6%-9%,2
summer-peak,Bay Area -> Minneapolis,May,10.61,1.2732,9%-12%,3
summer-peak,Bay Area -> Minneapolis,Jun,9.76,1.1712,9%-12%,3
summer-peak,Bay Area -> Minneapolis,Jul,11.28,1.3536,9%-12%,3
summer-peak,Bay Area -> Minneapolis,Aug,11.95,1.434,9%-12%,3
summer-peak,Bay Area -> Minneapolis,Sep,8.92,1.0704,6%-9%,2
summer-peak,Bay Area -> Minneapolis,Oct,8.59,1.0308,6%-9%,2
summer-peak,Bay Area -> Minneapolis,Nov,9.43,1.1316,9%-12%,3
summer-peak,Bay Area -> Minneapolis,Dec,7.91,0.9492,6%-9%,2
summer-peak,Bay Area -> Pittsburgh,Jan,5.74,0.6888,4%-6%,1
summer-peak,Bay Area -> Pittsburgh,Feb,3.93,0.4716,< 4%,0
summer-peak,Bay Area -> Pittsburgh,Mar,9.06,1.0872,9%-12%,3
summer-peak,Bay Area -> Pittsburgh,Apr,8.16,0.9792,6%-9%,2
summer-peak,Bay Area -> Pittsburgh,May,8.46,1.0152,6%-9%,2
summer-peak,Bay Area -> Pittsburgh,Jun,10.88,1.3056,9%-12%,3
summer-peak,Bay Area -> Pittsburgh,Jul,9.06,1.0872,9%-12%,3
summer-peak,Bay Area -> Pittsburgh,Aug,10.88,1.3056,9%-12%,3
summer-peak,Bay Area -> Pittsburgh,Sep,9.67,1.1604,9%-12%,3
summer-peak,Bay Area -> Pittsburgh,Oct,8.46,1.0152,6%-9%,2
summer-peak,Bay Area -> Pittsburgh,Nov,10.57,1.2684,9%-12%,3
summer-peak,Bay Area -> Pittsburgh,Dec,5.14,0.6168,4%-6%,1
summer-peak,Boston -> Bay Area,Jan,5.16,0.6192,4%-6%,1
summer-peak,Boston -> Bay Area,Feb,3.44,0.4128,< 4%,0
summer-peak,Boston -> Bay Area,Mar,5.0,0.6,4%-6%,1
summer-peak,Boston -> Bay Area,Apr,6.41,0.7692,6%-9%,2
summer-peak,Boston -> Bay Area,May,9.84,1.1808,9%-12%,3
summer-peak,Boston -> Bay Area,Jun,8.75,1.05,6%-9%,2
summer-peak,Boston -> Bay Area,Jul,10.94,1.3128,9%-12%,3
summer-peak,Boston -> Bay Area,Aug,13.12,1.5744,12%-15%,4
summer-peak,Boston -> Bay Area,Sep,12.81,1.5372,12%-15%,4
summer-peak,Boston -> Bay Area,Oct,12.5,1.5,12%-15%,4
summer-peak,Boston -> Bay Area,Nov,7.34,0.8808,6%-9%,2
summer-peak,Boston -> Bay Area,Dec,4.69,0.5628,4%-6%,1
summer-peak,Boston -> Dallas,Jan,4.01,0.4812,4%-6%,1
summer-peak,Boston -> Dallas,Feb,4.13,0.4956,4%-6%,1
summer-peak,Boston -> Dallas,Mar,6.07,0.7284,6%-9%,2
summer-peak,Boston -> Dallas,Apr,5.81,0.6972,4%-6%,1
summer-peak,Boston -> Dallas,May,7.24,0.8688,6%-9%,2
summer-peak,Boston -> Dallas,Jun,12.14,1.4568,12%-15%,4
summer-peak,Boston -> Dallas,Jul,13.7,1.644,12%-15%,4
summer-peak,Boston -> Dallas,Aug,13.82,1.6584,12%-15%,4
summer-peak,Boston -> Dallas,Sep,10.59,1.2708,9%-12%,3
summer-peak,Boston -> Dallas,Oct,10.85,1.302,9%-12%,3
summer-peak,Boston -> Dallas,Nov,7.11,0.8532,6%-9%,2
summer-peak,Boston -> Dallas,Dec,4.52,0.5424,4%-6%,1
summer-peak,Boston -> Houston,Jan,3.82,0.4584,< 4%,0
summer-peak,Boston -> Houston,Feb,3.65,0.438,< 4%,0
summer-peak,Boston -> Houston,Mar,3.47,0.4164,< 4%,0
summer-peak,Boston -> Houston,Apr,6.42,0.7704,6%-9%,2
summer-peak,Boston -> Houston,May,10.42,1.2504,9%-12%,3
summer-peak,Boston -> Houston,Jun,10.24,1.2288,9%-12%,3
summer-peak,Boston -> Houston,Jul,13.37,1.6044,12%-15%,4
summer-peak,Boston -> Houston,Aug,14.41,1.7292,12%-15%,4
summer-peak,Boston -> Houston,Sep,12.33,1.4796,12%-15%,4
summer-peak,Boston -> Houston,Oct,11.63,1.3956,9%-12%,3
summer-peak,Boston -> Houston,Nov,5.56,0.6672,4%-6%,1
summer-peak,Boston -> Houston,Dec,4.69,0.5628,4%-6%,1
summer-peak,Boston -> LA Basin,Jan,4.7,0.564,4%-6%,1
summer-peak,Boston -> LA Basin,Feb,5.59,0.6708,4%-6%,1
summer-peak,Boston -> LA Basin,Mar,5.21,0.6252,4%-6%,1
summer-peak,Boston -> LA Basin,Apr,6.73,0.8076,6%-9%,2
summer-peak,Boston -> LA Basin,May,9.66,1.1592,9%-12%,3
summer-peak,Boston -> LA Basin,Jun,7.12,0.8544,6%-9%,2
summer-peak,Boston -> LA Basin,Jul,10.93,1.3116,9%-12%,3
summer-peak,Boston -> LA Basin,Aug,13.47,1.6164,12%-15%,4
summer-peak,Boston -> LA Basin,Sep,11.44,1.3728,9%-12%,3
summer-peak,Boston -> LA Basin,Oct,11.18,1.3416,9%-12%,3
summer-peak,Boston -> LA Basin,Nov,7.62,0.9144,6%-9%,2
summer-peak,Boston -> LA Basin,Dec,6.35,0.762,6%-9%,2
summer-peak,Boston -> Minneapolis,Jan,3.45,0.414,< 4%,0
summer-peak,Boston -> Minneapolis,Feb,6.38,0.7656,6%-9%,2
summer-peak,Boston -> Minneapolis,Mar,7.41,0.8892,6%-9%,2
summer-peak,Boston -> Minneapolis,Apr,4.83,0.5796,4%-6%,1
summer-peak,Boston -> Minneapolis,May,8.1,0.972,6%-9%,2
summer-peak,Boston -> Minneapolis,Jun,11.03,1.3236,9%-12%,3
summer-peak,Boston -> Minneapolis,Jul,13.45,1.614,12%-15%,4
summer-peak,Boston -> Minneapolis,Aug,11.72,1.4064,9%-12%,3
summer-peak,Boston -> Minneapolis,Sep,11.55,1.386,9%-12%,3
summer-peak,Boston -> Minneapolis,Oct,8.79,1.0548,6%-9%,2
summer-peak,Boston -> Minneapolis,Nov,6.72,0.8064,6%-9%,2
summer-peak,Boston -> Minneapolis,Dec,6.55,0.786,6%-9%,2
summer-peak,Boston -> Nashville,Jan,5.42,0.6504,4%-6%,1
summer-peak,Boston -> Nashville,Feb,4.22,0.5064,4%-6%,1
summer-peak,Boston -> Nashville,Mar,6.63,0.7956,6%-9%,2
summer-peak,Boston -> Nashville,Apr,7.83,0.9396,6%-9%,2
summer-peak,Boston -> Nashville,May,4.22,0.5064,4%-6%,1
summer-peak,Boston -> Nashville,Jun,8.43,1.0116,6%-9%,2
summer-peak,Boston -> Nashville,Jul,10.84,1.3008,9%-12%,3
summer-peak,Boston -> Nashville,Aug,15.66,1.8792,> 15%,5
summer-peak,Boston -> Nashville,Sep,9.04,1.0848,9%-12%,3
summer-peak,Boston -> Nashville,Oct,8.43,1.0116,6%-9%,2
summer-peak,Boston -> Nashville,Nov,7.83,0.9396,6%-9%,2
summer-peak,Boston -> Nashville,Dec,11.45,1.374,9%-12%,3
summer-peak,Boston -> San Antonio,Jan,3.44,0.4128,< 4%,0
summer-peak,Boston -> San Antonio,Feb,4.18,0.5016,4%-6%,1
summer-peak,Boston -> San Antonio,Mar,6.63,0.7956,6%-9%,2
summer-peak,Boston -> San Antonio,Apr,9.58,1.1496,9%-12%,3
summer-peak,Boston -> San Antonio,May,6.63,0.7956,6%-9%,2
summer-peak,Boston -> San Antonio,Jun,8.35,1.002,6%-9%,2
summer-peak,Boston -> San Antonio,Jul,12.04,1.4448,12%-15%,4
summer-peak,Boston -> San Antonio,Aug,9.34,1.1208,9%-12%,3
summer-peak,Boston -> San Antonio,Sep,12.53,1.5036,12%-15%,4
summer-peak,Boston -> San Antonio,Oct,14.99,1.7988,12%-15%,4
summer-peak,Boston -> San Antonio,Nov,7.62,0.9144,6%-9%,2
summer-peak,Boston -> San Antonio,Dec,4.67,0.5604,4%-6%,1
summer-peak,Boston -> Seattle,Jan,4.02,0.4824,4%-6%,1
summer-peak,Boston -> Seattle,Feb,2.48,0.2976,< 4%,0
summer-peak,Boston -> Seattle,Mar,7.43,0.8916,6%-9%,2
summer-peak,Boston -> Seattle,Apr,4.33,0.5196,4%-6%,1
summer-peak,Boston -> Seattle,May,10.22,1.2264,9%-12%,3
summer-peak,Boston -> Seattle,Jun,8.98,1.0776,6%-9%,2
summer-peak,Boston -> Seattle,Jul,15.48,1.8576,> 15%,5
summer-peak,Boston -> Seattle,Aug,14.86,1.7832,12%-15%,4
summer-peak,Boston -> Seattle,Sep,13.0,1.56,12%-15%,4
summer-peak,Boston -> Seattle,Oct,8.67,1.0404,6%-9%,2
summer-peak,Boston -> Seattle,Nov,5.26,0.6312,4%-6%,1
summer-peak,Boston -> Seattle,Dec,5.26,0.6312,4%-6%,1
summer-peak,Boston -> St. Louis,Jan,5.37,0.6444,4%-6%,1
summer-peak,Boston -> St. Louis,Feb,4.6,0.552,4%-6%,1
summer-peak,Boston -> St. Louis,Mar,4.35,0.522,4%-6%,1
summer-peak,Boston -> St. Louis,Apr,3.58,0.4296,< 4%,0
summer-peak,Boston -> St. Louis,May,6.39,0.7668,6%-9%,2
summer-peak,Boston -> St. Louis,Jun,9.97,1.1964,9%-12%,3
summer-peak,Boston -> St. Louis,Jul,13.3,1.596,12%-15%,4
summer-peak,Boston -> St. Louis,Aug,15.6,1.872,> 15%,5
summer-peak,Boston -> St. Louis,Sep,10.49,1.2588,9%-12%,3
summer-peak,Boston -> St. Louis,Oct,11.25,1.35,9%-12%,3
summer-peak,Boston -> St. Louis,Nov,7.67,0.9204,6%-9%,2
summer-peak,Boston -> St. Louis,Dec,7.42,0.8904,6%-9%,2
summer-peak,Charlotte -> Bay Area,Jan,4.02,0.4824,4%-6%,1
summer-peak,Charlotte -> Bay Area,Feb,4.6,0.552,4%-6%,1
summer-peak,Charlotte -> Bay Area,Mar,7.47,0.8964,6%-9%,2
summer-peak,Charlotte -> Bay Area,Apr,7.76,0.9312,6%-9%,2
summer-peak,Charlotte -> Bay Area,May,8.91,1.0692,6%-9%,2
summer-peak,Charlotte -> Bay Area,Jun,12.36,1.4832,12%-15%,4
summer-peak,Charlotte -> Bay Area,Jul,11.78,1.4136,9%-12%,3
summer-peak,Charlotte -> Bay Area,Aug,9.77,1.1724,9%-12%,3
summer-peak,Charlotte -> Bay Area,Sep,8.05,0.966,6%-9%,2
summer-peak,Charlotte -> Bay Area,Oct,13.79,1.6548,12%-15%,4
summer-peak,Charlotte -> Bay Area,Nov,8.05,0.966,6%-9%,2
summer-peak,Charlotte -> Bay Area,Dec,3.45,0.414,< 4%,0
summer-peak,Charlotte -> Seattle,Jan,4.68,0.5616,4%-6%,1
summer-peak,Charlotte -> Seattle,Feb,5.53,0.6636,4%-6%,1
summer-peak,Charlotte -> Seattle,Mar,4.68,0.5616,4%-6%,1
summer-peak,Charlotte -> Seattle,Apr,5.53,0.6636,4%-6%,1
summer-peak,Charlotte -> Seattle,May,8.09,0.9708,6%-9%,2
summer-peak,Charlotte -> Seattle,Jun,15.32,1.8384,> 15%,5
summer-peak,Charlotte -> Seattle,Jul,14.89,1.7868,12%-15%,4
summer-peak,Charlotte -> Seattle,Aug,8.09,0.9708,6%-9%,2
summer-peak,Charlotte -> Seattle,Sep,8.94,1.0728,6%-9%,2
summer-peak,Charlotte -> Seattle,Oct,12.77,1.5324,12%-15%,4
summer-peak,Charlotte -> Seattle,Nov,5.11,0.6132,4%-6%,1
summer-peak,Charlotte -> Seattle,Dec,6.38,0.7656,6%-9%,2
summer-peak,Chicago -> Bay Area,Jan,4.52,0.5424,4%-6%,1
summer-peak,Chicago -> Bay Area,Feb,4.67,0.5604,4%-6%,1
summer-peak,Chicago -> Bay Area,Mar,6.52,0.7824,6%-9%,2
summer-peak,Chicago -> Bay Area,Apr,7.04,0.8448,6%-9%,2
summer-peak,Chicago -> Bay Area,May,10.81,1.2972,9%-12%,3
summer-peak,Chicago -> Bay Area,Jun,9.11,1.0932,9%-12%,3
summer-peak,Chicago -> Bay Area,Jul,9.48,1.1376,9%-12%,3
summer-peak,Chicago -> Bay Area,Aug,10.22,1.2264,9%-12%,3
summer-peak,Chicago -> Bay Area,Sep,10.44,1.2528,9%-12%,3
summer-peak,Chicago -> Bay Area,Oct,11.56,1.3872,9%-12%,3
summer-peak,Chicago -> Bay Area,Nov,9.7,1.164,9%-12%,3
summer-peak,Chicago -> Bay Area,Dec,5.93,0.7116,4%-6%,1
summer-peak,Chicago -> Seattle,Jan,4.77,0.5724,4%-6%,1
summer-peak,Chicago -> Seattle,Feb,5.49,0.6588,4%-6%,1
summer-peak,Chicago -> Seattle,Mar,6.68,0.8016,6%-9%,2
summer-peak,Chicago -> Seattle,Apr,6.8,0.816,6%-9%,2
summer-peak,Chicago -> Seattle,May,9.79,1.1748,9%-12%,3
summer-peak,Chicago -> Seattle,Jun,9.67,1.1604,9%-12%,3
summer-peak,Chicago -> Seattle,Jul,11.1,1.332,9%-12%,3
summer-peak,Chicago -> Seattle,Aug,10.38,1.2456,9%-12%,3
summer-peak,Chicago -> Seattle,Sep,11.22,1.3464,9%-12%,3
summer-peak,Chicago -> Seattle,Oct,9.55,1.146,9%-12%,3
summer-peak,Chicago -> Seattle,Nov,8.71,1.0452,6%-9%,2
summer-peak,Chicago -> Seattle,Dec,5.85,0.702,4%-6%,1
summer-peak,Dallas -> Boston,Jan,3.12,0.3744,< 4%,0
summer-peak,Dallas -> Boston,Feb,4.4,0.528,4%-6%,1
summer-peak,Dallas -> Boston,Mar,4.96,0.5952,4%-6%,1
summer-peak,Dallas -> Boston,Apr,5.53,0.6636,4%-6%,1
summer-peak,Dallas -> Boston,May,8.09,0.9708,6%-9%,2
summer-peak,Dallas -> Boston,Jun,15.04,1.8048,> 15%,5
summer-peak,Dallas -> Boston,Jul,14.89,1.7868,12%-15%,4
summer-peak,Dallas -> Boston,Aug,10.64,1.2768,9%-12%,3
summer-peak,Dallas -> Boston,Sep,10.78,1.2936,9%-12%,3
summer-peak,Dallas -> Boston,Oct,10.07,1.2084,9%-12%,3
summer-peak,Dallas -> Boston,Nov,7.52,0.9024,6%-9%,2
summer-peak,Dallas -> Boston,Dec,4.96,0.5952,4%-6%,1
summer-peak,Dallas -> DMV,Jan,0.45,0.054,< 4%,0
summer-peak,Dallas -> DMV,Feb,2.27,0.2724,< 4%,0
summer-peak,Dallas -> DMV,Mar,2.27,0.2724,< 4%,0
summer-peak,Dallas -> DMV,Apr,6.82,0.8184,6%-9%,2
summer-peak,Dallas -> DMV,May,8.18,0.9816,6%-9%,2
summer-peak,Dallas -> DMV,Jun,17.73,2.1276,> 15%,5
summer-peak,Dallas -> DMV,Jul,13.64,1.6368,12%-15%,4
summer-peak,Dallas -> DMV,Aug,12.73,1.5276,12%-15%,4
summer-peak,Dallas -> DMV,Sep,17.27,2.0724,> 15%,5
summer-peak,Dallas -> DMV,Oct,9.55,1.146,9%-12%,3
summer-peak,Dallas -> DMV,Nov,5.91,0.7092,4%-6%,1
summer-peak,Dallas -> DMV,Dec,3.18,0.3816,< 4%,0
summer-peak,Dallas -> North Florida,Jan,2.13,0.2556,< 4%,0
summer-peak,Dallas -> North Florida,Feb,6.38,0.7656,6%-9%,2
summer-peak,Dallas -> North Florida,Mar,2.13,0.2556,< 4%,0
summer-peak,Dallas -> North Florida,Apr,8.51,1.0212,6%-9%,2
summer-peak,Dallas -> North Florida,May,8.51,1.0212,6%-9%,2
summer-peak,Dallas -> North Florida,Jun,17.02,2.0424,> 15%,5
summer-peak,Dallas -> North Florida,Jul,27.66,3.3192,> 15%,5
summer-peak,Dallas -> North Florida,Aug,12.77,1.5324,12%-15%,4
summer-peak,Dallas -> North Florida,Sep,2.13,0.2556,< 4%,0
summer-peak,Dallas -> North Florida,Oct,2.13,0.2556,< 4%,0
summer-peak,Dallas -> North Florida,Nov,6.38,0.7656,6%-9%,2
summer-peak,Dallas -> North Florida,Dec,4.26,0.5112,4%-6%,1
summer-peak,Dallas -> Philadelphia,Jan,0.69,0.0828,< 4%,0
summer-peak,Dallas -> Philadelphia,Feb,5.56,0.6672,4%-6%,1
summer-peak,Dallas -> Philadelphia,Mar,6.25,0.75,6%-9%,2
summer-peak,Dallas -> Philadelphia,Apr,10.07,1.2084,9%-12%,3
summer-peak,Dallas -> Philadelphia,May,7.64,0.9168,6%-9%,2
summer-peak,Dallas -> Philadelphia,Jun,9.03,1.0836,9%-12%,3
summer-peak,Dallas -> Philadelphia,Jul,8.33,0.9996,6%-9%,2
summer-peak,Dallas -> Philadelphia,Aug,10.76,1.2912,9%-12%,3
summer-peak,Dallas -> Philadelphia,Sep,12.5,1.5,12%-15%,4
summer-peak,Dallas -> Philadelphia,Oct,15.62,1.8744,> 15%,5
summer-peak,Dallas -> Philadelphia,Nov,7.29,0.8748,6%-9%,2
summer-peak,Dallas -> Philadelphia,Dec,6.25,0.75,6%-9%,2
summer-peak,Dallas -> Pittsburgh,Jan,7.69,0.9228,6%-9%,2
summer-peak,Dallas -> Pittsburgh,Feb,2.56,0.3072,< 4%,0
summer-peak,Dallas -> Pittsburgh,Mar,2.56,0.3072,< 4%,0
summer-peak,Dallas -> Pittsburgh,Apr,10.26,1.2312,9%-12%,3
summer-peak,Dallas -> Pittsburgh,May,0.0,0.0,< 4%,0
summer-peak,Dallas -> Pittsburgh,Jun,12.82,1.5384,12%-15%,4
summer-peak,Dallas -> Pittsburgh,Jul,12.82,1.5384,12%-15%,4
summer-peak,Dallas -> Pittsburgh,Aug,15.38,1.8456,> 15%,5
summer-peak,Dallas -> Pittsburgh,Sep,12.82,1.5384,12%-15%,4
summer-peak,Dallas -> Pittsburgh,Oct,5.13,0.6156,4%-6%,1
summer-peak,Dallas -> Pittsburgh,Nov,12.82,1.5384,12%-15%,4
summer-peak,Dallas -> Pittsburgh,Dec,5.13,0.6156,4%-6%,1
summer-peak,Dallas -> South Florida,Jan,4.95,0.594,4%-6%,1
summer-peak,Dallas -> South Florida,Feb,4.69,0.5628,4%-6%,1
summer-peak,Dallas -> South Florida,Mar,7.03,0.8436,6%-9%,2
summer-peak,Dallas -> South Florida,Apr,7.81,0.9372,6%-9%,2
summer-peak,Dallas -> South Florida,May,6.51,0.7812,6%-9%,2
summer-peak,Dallas -> South Florida,Jun,10.94,1.3128,9%-12%,3
summer-peak,Dallas -> South Florida,Jul,13.8,1.656,12%-15%,4
summer-peak,Dallas -> South Florida,Aug,10.68,1.2816,9%-12%,3
summer-peak,Dallas -> South Florida,Sep,8.07,0.9684,6%-9%,2
summer-peak,Dallas -> South Florida,Oct,8.33,0.9996,6%-9%,2
summer-peak,Dallas -> South Florida,Nov,6.51,0.7812,6%-9%,2
summer-peak,Dallas -> South Florida,Dec,10.68,1.2816,9%-12%,3
summer-peak,Denver -> Dallas,Jan,1.45,0.174,< 4%,0
summer-peak,Denver -> Dallas,Feb,7.25,0.87,6%-9%,2
summer-peak,Denver -> Dallas,Mar,10.87,1.3044,9%-12%,3
summer-peak,Denver -> Dallas,Apr,5.07,0.6084,4%-6%,1
summer-peak,Denver -> Dallas,May,5.07,0.6084,4%-6%,1
summer-peak,Denver -> Dallas,Jun,7.25,0.87,6%-9%,2
summer-peak,Denver -> Dallas,Jul,18.12,2.1744,> 15%,5
summer-peak,Denver -> Dallas,Aug,19.57,2.3484,> 15%,5
summer-peak,Denver -> Dallas,Sep,11.59,1.3908,9%-12%,3
summer-peak,Denver -> Dallas,Oct,6.52,0.7824,6%-9%,2
summer-peak,Denver -> Dallas,Nov,2.17,0.2604,< 4%,0
summer-peak,Denver -> Dallas,Dec,5.07,0.6084,4%-6%,1
summer-peak,Detroit -> Bay Area,Jan,6.26,0.7512,6%-9%,2
summer-peak,Detroit -> Bay Area,Feb,4.04,0.4848,4%-6%,1
summer-peak,Detroit -> Bay Area,Mar,7.88,0.9456,6%-9%,2
summer-peak,Detroit -> Bay Area,Apr,6.67,0.8004,6%-9%,2
summer-peak,Detroit -> Bay Area,May,7.88,0.9456,6%-9%,2
summer-peak,Detroit -> Bay Area,Jun,9.29,1.1148,9%-12%,3
summer-peak,Detroit -> Bay Area,Jul,10.1,1.212,9%-12%,3
summer-peak,Detroit -> Bay Area,Aug,14.75,1.77,12%-15%,4
summer-peak,Detroit -> Bay Area,Sep,10.3,1.236,9%-12%,3
