AircraftType,corridor,month,density_pct,cluster_label,slab,intensity
Super Midsize Jet,Bay Area -> North Florida,Jun,6.44,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> North Florida,Mar,10.15,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> North Florida,May,8.91,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> North Florida,Nov,10.64,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> North Florida,Oct,11.14,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> North Florida,Sep,8.42,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> Philadelphia,Apr,6.93,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> Philadelphia,Aug,7.66,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> Philadelphia,Dec,7.66,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> Philadelphia,Feb,4.01,multi-peak-directional,4%-6%,1
Super Midsize Jet,Bay Area -> Philadelphia,Jan,9.85,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> Philadelphia,Jul,8.39,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> Philadelphia,Jun,11.68,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> Philadelphia,Mar,5.47,multi-peak-directional,4%-6%,1
Super Midsize Jet,Bay Area -> Philadelphia,May,8.76,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> Philadelphia,Nov,8.76,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> Philadelphia,Oct,9.85,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> Philadelphia,Sep,10.95,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> San Antonio,Apr,9.0,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> San Antonio,Aug,9.45,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> San Antonio,Dec,7.05,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> San Antonio,Feb,5.85,multi-peak-directional,4%-6%,1
Super Midsize Jet,Bay Area -> San Antonio,Jan,5.4,multi-peak-directional,4%-6%,1
Super Midsize Jet,Bay Area -> San Antonio,Jul,7.65,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> San Antonio,Jun,7.95,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> San Antonio,Mar,9.0,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> San Antonio,May,7.35,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> San Antonio,Nov,10.79,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> San Antonio,Oct,11.39,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> San Antonio,Sep,9.15,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> St. Louis,Apr,9.43,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> St. Louis,Aug,9.31,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> St. Louis,Dec,6.17,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> St. Louis,Feb,7.13,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> St. Louis,Jan,5.93,multi-peak-directional,4%-6%,1
Super Midsize Jet,Bay Area -> St. Louis,Jul,9.19,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> St. Louis,Jun,9.07,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> St. Louis,Mar,5.32,multi-peak-directional,4%-6%,1
Super Midsize Jet,Bay Area -> St. Louis,May,9.79,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> St. Louis,Nov,8.71,multi-peak-directional,6%-9%,2
Super Midsize Jet,Bay Area -> St. Louis,Oct,10.16,multi-peak-directional,9%-12%,3
Super Midsize Jet,Bay Area -> St. Louis,Sep,9.79,multi-peak-directional,9%-12%,3
Super Midsize Jet,Boston -> Atlanta,Apr,7.35,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> Atlanta,Aug,13.24,multi-peak-directional,12%-15%,4
Super Midsize Jet,Boston -> Atlanta,Dec,7.84,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> Atlanta,Feb,4.9,multi-peak-directional,4%-6%,1
Super Midsize Jet,Boston -> Atlanta,Jan,8.82,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> Atlanta,Jul,9.8,multi-peak-directional,9%-12%,3
Super Midsize Jet,Boston -> Atlanta,Jun,5.39,multi-peak-directional,4%-6%,1
Super Midsize Jet,Boston -> Atlanta,Mar,6.37,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> Atlanta,May,10.78,multi-peak-directional,9%-12%,3
Super Midsize Jet,Boston -> Atlanta,Nov,9.31,multi-peak-directional,9%-12%,3
Super Midsize Jet,Boston -> Atlanta,Oct,9.8,multi-peak-directional,9%-12%,3
Super Midsize Jet,Boston -> Atlanta,Sep,6.37,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> North Florida,Apr,6.71,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> North Florida,Aug,9.24,multi-peak-directional,9%-12%,3
Super Midsize Jet,Boston -> North Florida,Dec,9.37,multi-peak-directional,9%-12%,3
Super Midsize Jet,Boston -> North Florida,Feb,8.48,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> North Florida,Jan,7.22,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> North Florida,Jul,7.22,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> North Florida,Jun,5.44,multi-peak-directional,4%-6%,1
Super Midsize Jet,Boston -> North Florida,Mar,7.97,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> North Florida,May,7.59,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> North Florida,Nov,8.86,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> North Florida,Oct,12.66,multi-peak-directional,12%-15%,4
Super Midsize Jet,Boston -> North Florida,Sep,9.24,multi-peak-directional,9%-12%,3
Super Midsize Jet,Boston -> Phoenix Valley,Apr,5.48,multi-peak-directional,4%-6%,1
Super Midsize Jet,Boston -> Phoenix Valley,Aug,7.19,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> Phoenix Valley,Dec,10.27,multi-peak-directional,9%-12%,3
Super Midsize Jet,Boston -> Phoenix Valley,Feb,7.53,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> Phoenix Valley,Jan,6.51,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> Phoenix Valley,Jul,6.51,multi-peak-directional,6%-9%,2
Super Midsize Jet,Boston -> Phoenix Valley,Jun,5.82,multi-peak-directional,4%-6%,1
Super Midsize Jet,Boston -> Phoenix Valley,Mar,10.96,multi-peak-directional,9%-12%,3
Super Midsize Jet,Boston -> Phoenix Valley,May,5.82,multi-peak-directional,4%-6%,1
Super Midsize Jet,Boston -> Phoenix Valley,Nov,10.62,multi-peak-directional,9%-12%,3
Super Midsize Jet,Boston -> Phoenix Valley,Oct,15.75,multi-peak-directional,> 15%,5
Super Midsize Jet,Boston -> Phoenix Valley,Sep,7.53,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> LA Basin,Apr,10.26,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> LA Basin,Aug,8.4,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> LA Basin,Dec,7.55,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> LA Basin,Feb,9.69,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> LA Basin,Jan,6.27,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> LA Basin,Jul,7.26,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> LA Basin,Jun,5.98,multi-peak-directional,4%-6%,1
Super Midsize Jet,Charlotte -> LA Basin,Mar,7.98,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> LA Basin,May,9.26,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> LA Basin,Nov,9.26,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> LA Basin,Oct,10.68,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> LA Basin,Sep,7.41,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> Minneapolis,Apr,8.93,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> Minneapolis,Aug,7.74,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> Minneapolis,Dec,8.93,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> Minneapolis,Feb,6.55,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> Minneapolis,Jan,7.74,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> Minneapolis,Jul,2.38,multi-peak-directional,< 4%,0
Super Midsize Jet,Charlotte -> Minneapolis,Jun,4.76,multi-peak-directional,4%-6%,1
Super Midsize Jet,Charlotte -> Minneapolis,Mar,6.55,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> Minneapolis,May,10.71,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> Minneapolis,Nov,17.26,multi-peak-directional,> 15%,5
Super Midsize Jet,Charlotte -> Minneapolis,Oct,10.12,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> Minneapolis,Sep,8.33,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> Phoenix Valley,Apr,9.15,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> Phoenix Valley,Aug,4.1,multi-peak-directional,4%-6%,1
Super Midsize Jet,Charlotte -> Phoenix Valley,Dec,9.78,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> Phoenix Valley,Feb,8.83,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> Phoenix Valley,Jan,6.31,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> Phoenix Valley,Jul,5.05,multi-peak-directional,4%-6%,1
Super Midsize Jet,Charlotte -> Phoenix Valley,Jun,9.78,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> Phoenix Valley,Mar,7.57,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> Phoenix Valley,May,5.99,multi-peak-directional,4%-6%,1
Super Midsize Jet,Charlotte -> Phoenix Valley,Nov,12.62,multi-peak-directional,12%-15%,4
Super Midsize Jet,Charlotte -> Phoenix Valley,Oct,11.67,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> Phoenix Valley,Sep,9.15,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> San Antonio,Apr,14.08,multi-peak-directional,12%-15%,4
Super Midsize Jet,Charlotte -> San Antonio,Aug,3.45,multi-peak-directional,< 4%,0
Super Midsize Jet,Charlotte -> San Antonio,Dec,10.63,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> San Antonio,Feb,6.9,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> San Antonio,Jan,9.77,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> San Antonio,Jul,4.6,multi-peak-directional,4%-6%,1
Super Midsize Jet,Charlotte -> San Antonio,Jun,4.31,multi-peak-directional,4%-6%,1
Super Midsize Jet,Charlotte -> San Antonio,Mar,8.05,multi-peak-directional,6%-9%,2
Super Midsize Jet,Charlotte -> San Antonio,May,9.2,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> San Antonio,Nov,10.92,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> San Antonio,Oct,10.92,multi-peak-directional,9%-12%,3
Super Midsize Jet,Charlotte -> San Antonio,Sep,7.18,multi-peak-directional,6%-9%,2
Super Midsize Jet,Chicago -> LA Basin,Apr,7.16,multi-peak-directional,6%-9%,2
Super Midsize Jet,Chicago -> LA Basin,Aug,8.01,multi-peak-directional,6%-9%,2
Super Midsize Jet,Chicago -> LA Basin,Dec,9.28,multi-peak-directional,9%-12%,3
Super Midsize Jet,Chicago -> LA Basin,Feb,7.9,multi-peak-directional,6%-9%,2
Super Midsize Jet,Chicago -> LA Basin,Jan,6.32,multi-peak-directional,6%-9%,2
Super Midsize Jet,Chicago -> LA Basin,Jul,7.51,multi-peak-directional,6%-9%,2
Super Midsize Jet,Chicago -> LA Basin,Jun,7.51,multi-peak-directional,6%-9%,2
Super Midsize Jet,Chicago -> LA Basin,Mar,7.74,multi-peak-directional,6%-9%,2
Super Midsize Jet,Chicago -> LA Basin,May,9.63,multi-peak-directional,9%-12%,3
Super Midsize Jet,Chicago -> LA Basin,Nov,10.25,multi-peak-directional,9%-12%,3
Super Midsize Jet,Chicago -> LA Basin,Oct,9.82,multi-peak-directional,9%-12%,3
Super Midsize Jet,Chicago -> LA Basin,Sep,8.86,multi-peak-directional,6%-9%,2
Super Midsize Jet,Chicago -> Phoenix Valley,Apr,10.26,multi-peak-directional,9%-12%,3
Super Midsize Jet,Chicago -> Phoenix Valley,Aug,5.86,multi-peak-directional,4%-6%,1
Super Midsize Jet,Chicago -> Phoenix Valley,Dec,10.11,multi-peak-directional,9%-12%,3
Super Midsize Jet,Chicago -> Phoenix Valley,Feb,9.01,multi-peak-directional,9%-12%,3
Super Midsize Jet,Chicago -> Phoenix Valley,Jan,10.04,multi-peak-directional,9%-12%,3
Super Midsize Jet,Chicago -> Phoenix Valley,Jul,4.54,multi-peak-directional,4%-6%,1
Super Midsize Jet,Chicago -> Phoenix Valley,Jun,4.76,multi-peak-directional,4%-6%,1
Super Midsize Jet,Chicago -> Phoenix Valley,Mar,9.52,multi-peak-directional,9%-12%,3
Super Midsize Jet,Chicago -> Phoenix Valley,May,7.77,multi-peak-directional,6%-9%,2
Super Midsize Jet,Chicago -> Phoenix Valley,Nov,9.67,multi-peak-directional,9%-12%,3
Super Midsize Jet,Chicago -> Phoenix Valley,Oct,12.38,multi-peak-directional,12%-15%,4
Super Midsize Jet,Chicago -> Phoenix Valley,Sep,6.08,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Bay Area,Apr,9.18,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Bay Area,Aug,6.34,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Bay Area,Dec,8.51,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Bay Area,Feb,6.01,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Bay Area,Jan,7.68,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Bay Area,Jul,6.68,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Bay Area,Jun,8.51,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Bay Area,Mar,9.18,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Bay Area,May,9.18,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Bay Area,Nov,8.68,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Bay Area,Oct,11.02,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Bay Area,Sep,9.02,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Dallas,Apr,9.69,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Dallas,Aug,4.34,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> Dallas,Dec,10.15,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Dallas,Feb,7.66,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Dallas,Jan,10.7,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Dallas,Jul,5.17,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> Dallas,Jun,7.01,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Dallas,Mar,8.21,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Dallas,May,9.87,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Dallas,Nov,9.23,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Dallas,Oct,10.33,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Dallas,Sep,7.66,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Houston,Apr,11.79,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Houston,Aug,4.94,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> Houston,Dec,10.27,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Houston,Feb,8.56,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Houston,Jan,7.22,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Houston,Jul,4.56,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> Houston,Jun,7.41,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Houston,Mar,9.7,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Houston,May,8.75,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Houston,Nov,10.46,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Houston,Oct,10.84,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Houston,Sep,5.51,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> LA Basin,Apr,9.07,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> LA Basin,Aug,6.42,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> LA Basin,Dec,6.42,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> LA Basin,Feb,5.81,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> LA Basin,Jan,8.56,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> LA Basin,Jul,5.91,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> LA Basin,Jun,8.66,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> LA Basin,Mar,8.15,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> LA Basin,May,10.6,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> LA Basin,Nov,9.89,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> LA Basin,Oct,10.7,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> LA Basin,Sep,9.79,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Phoenix Valley,Apr,11.47,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Phoenix Valley,Aug,4.53,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> Phoenix Valley,Dec,9.33,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Phoenix Valley,Feb,7.73,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Phoenix Valley,Jan,9.87,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Phoenix Valley,Jul,4.0,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> Phoenix Valley,Jun,4.27,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> Phoenix Valley,Mar,8.53,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Phoenix Valley,May,8.53,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Phoenix Valley,Nov,7.73,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Phoenix Valley,Oct,14.67,multi-peak-directional,12%-15%,4
Super Midsize Jet,DMV -> Phoenix Valley,Sep,9.33,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> San Antonio,Apr,12.47,multi-peak-directional,12%-15%,4
Super Midsize Jet,DMV -> San Antonio,Aug,5.26,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> San Antonio,Dec,7.76,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> San Antonio,Feb,8.59,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> San Antonio,Jan,6.37,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> San Antonio,Jul,4.43,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> San Antonio,Jun,6.65,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> San Antonio,Mar,9.14,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> San Antonio,May,9.14,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> San Antonio,Nov,9.42,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> San Antonio,Oct,12.47,multi-peak-directional,12%-15%,4
Super Midsize Jet,DMV -> San Antonio,Sep,8.31,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Seattle,Apr,4.49,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> Seattle,Aug,6.18,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Seattle,Dec,9.27,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Seattle,Feb,7.3,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Seattle,Jan,7.3,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Seattle,Jul,8.71,multi-peak-directional,6%-9%,2
Super Midsize Jet,DMV -> Seattle,Jun,12.36,multi-peak-directional,12%-15%,4
Super Midsize Jet,DMV -> Seattle,Mar,5.62,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> Seattle,May,10.67,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Seattle,Nov,5.9,multi-peak-directional,4%-6%,1
Super Midsize Jet,DMV -> Seattle,Oct,11.52,multi-peak-directional,9%-12%,3
Super Midsize Jet,DMV -> Seattle,Sep,10.67,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> Bay Area,Apr,8.08,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> Bay Area,Aug,9.08,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> Bay Area,Dec,7.14,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> Bay Area,Feb,7.41,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> Bay Area,Jan,6.61,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> Bay Area,Jul,8.01,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> Bay Area,Jun,8.88,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> Bay Area,Mar,7.14,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> Bay Area,May,8.34,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> Bay Area,Nov,8.61,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> Bay Area,Oct,11.15,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> Bay Area,Sep,9.55,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> LA Basin,Apr,9.41,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> LA Basin,Aug,6.6,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> LA Basin,Dec,8.84,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> LA Basin,Feb,9.02,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> LA Basin,Jan,7.17,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> LA Basin,Jul,6.02,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> LA Basin,Jun,6.93,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> LA Basin,Mar,8.96,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> LA Basin,May,9.71,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> LA Basin,Nov,9.44,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> LA Basin,Oct,10.17,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> LA Basin,Sep,7.75,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> New York City,Apr,7.42,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> New York City,Aug,8.29,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> New York City,Dec,10.28,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> New York City,Feb,5.14,multi-peak-directional,4%-6%,1
Super Midsize Jet,Dallas -> New York City,Jan,4.9,multi-peak-directional,4%-6%,1
Super Midsize Jet,Dallas -> New York City,Jul,7.13,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> New York City,Jun,8.58,multi-peak-directional,6%-9%,2
Super Midsize Jet,Dallas -> New York City,Mar,5.82,multi-peak-directional,4%-6%,1
Super Midsize Jet,Dallas -> New York City,May,9.36,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> New York City,Nov,10.04,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> New York City,Oct,10.33,multi-peak-directional,9%-12%,3
Super Midsize Jet,Dallas -> New York City,Sep,12.71,multi-peak-directional,12%-15%,4
Super Midsize Jet,Denver -> Bay Area,Apr,6.6,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> Bay Area,Aug,7.11,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> Bay Area,Dec,12.69,multi-peak-directional,12%-15%,4
Super Midsize Jet,Denver -> Bay Area,Feb,13.71,multi-peak-directional,12%-15%,4
Super Midsize Jet,Denver -> Bay Area,Jan,5.58,multi-peak-directional,4%-6%,1
Super Midsize Jet,Denver -> Bay Area,Jul,5.58,multi-peak-directional,4%-6%,1
Super Midsize Jet,Denver -> Bay Area,Jun,6.09,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> Bay Area,Mar,7.61,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> Bay Area,May,5.08,multi-peak-directional,4%-6%,1
Super Midsize Jet,Denver -> Bay Area,Nov,12.69,multi-peak-directional,12%-15%,4
Super Midsize Jet,Denver -> Bay Area,Oct,11.17,multi-peak-directional,9%-12%,3
Super Midsize Jet,Denver -> Bay Area,Sep,6.09,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> LA Basin,Apr,5.31,multi-peak-directional,4%-6%,1
Super Midsize Jet,Denver -> LA Basin,Aug,6.64,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> LA Basin,Dec,8.85,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> LA Basin,Feb,16.37,multi-peak-directional,> 15%,5
Super Midsize Jet,Denver -> LA Basin,Jan,4.87,multi-peak-directional,4%-6%,1
Super Midsize Jet,Denver -> LA Basin,Jul,6.19,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> LA Basin,Jun,8.41,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> LA Basin,Mar,7.96,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> LA Basin,May,5.75,multi-peak-directional,4%-6%,1
Super Midsize Jet,Denver -> LA Basin,Nov,11.95,multi-peak-directional,9%-12%,3
Super Midsize Jet,Denver -> LA Basin,Oct,9.29,multi-peak-directional,9%-12%,3
Super Midsize Jet,Denver -> LA Basin,Sep,8.41,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> Seattle,Apr,6.33,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> Seattle,Aug,7.69,multi-peak-directional,6%-9%,2
Super Midsize Jet,Denver -> Seattle,Dec,13.12,multi-peak-directional,12%-15%,4
Super Midsize Jet,Denver -> Seattle,Feb,9.05,multi-peak-directional,9%-12%,3
