AircraftType,corridor,month,density_pct,cluster_label,slab,intensity
Light Jet,Charlotte -> Philadelphia,Jul,2.94,core-utilization,< 4%,0
Light Jet,Charlotte -> Philadelphia,Aug,2.94,core-utilization,< 4%,0
Light Jet,Charlotte -> Philadelphia,Sep,20.59,core-utilization,> 15%,5
Light Jet,Charlotte -> Philadelphia,Oct,2.94,core-utilization,< 4%,0
Light Jet,Charlotte -> Philadelphia,Nov,11.76,core-utilization,9%-12%,3
Light Jet,Charlotte -> Philadelphia,Dec,5.88,core-utilization,4%-6%,1
Light Jet,Charlotte -> Pittsburgh,Jan,0.0,core-utilization,< 4%,0
Light Jet,Charlotte -> Pittsburgh,Feb,3.45,core-utilization,< 4%,0
Light Jet,Charlotte -> Pittsburgh,Mar,0.0,core-utilization,< 4%,0
Light Jet,Charlotte -> Pittsburgh,Apr,20.69,core-utilization,> 15%,5
Light Jet,Charlotte -> Pittsburgh,May,13.79,core-utilization,12%-15%,4
Light Jet,Charlotte -> Pittsburgh,Jun,13.79,core-utilization,12%-15%,4
Light Jet,Charlotte -> Pittsburgh,Jul,3.45,core-utilization,< 4%,0
Light Jet,Charlotte -> Pittsburgh,Aug,10.34,core-utilization,9%-12%,3
Light Jet,Charlotte -> Pittsburgh,Sep,3.45,core-utilization,< 4%,0
Light Jet,Charlotte -> Pittsburgh,Oct,20.69,core-utilization,> 15%,5
Light Jet,Charlotte -> Pittsburgh,Nov,3.45,core-utilization,< 4%,0
Light Jet,Charlotte -> Pittsburgh,Dec,6.9,core-utilization,6%-9%,2
Light Jet,Chicago -> Boston,Jan,3.88,core-utilization,< 4%,0
Light Jet,Chicago -> Boston,Feb,3.49,core-utilization,< 4%,0
Light Jet,Chicago -> Boston,Mar,4.26,core-utilization,4%-6%,1
Light Jet,Chicago -> Boston,Apr,4.26,core-utilization,4%-6%,1
Light Jet,Chicago -> Boston,May,10.66,core-utilization,9%-12%,3
Light Jet,Chicago -> Boston,Jun,9.88,core-utilization,9%-12%,3
Light Jet,Chicago -> Boston,Jul,11.24,core-utilization,9%-12%,3
Light Jet,Chicago -> Boston,Aug,12.79,core-utilization,12%-15%,4
Light Jet,Chicago -> Boston,Sep,9.69,core-utilization,9%-12%,3
Light Jet,Chicago -> Boston,Oct,13.76,core-utilization,12%-15%,4
Light Jet,Chicago -> Boston,Nov,9.88,core-utilization,9%-12%,3
Light Jet,Chicago -> Boston,Dec,6.2,core-utilization,6%-9%,2
Light Jet,Chicago -> Charlotte,Jan,2.54,core-utilization,< 4%,0
Light Jet,Chicago -> Charlotte,Feb,3.81,core-utilization,< 4%,0
Light Jet,Chicago -> Charlotte,Mar,6.78,core-utilization,6%-9%,2
Light Jet,Chicago -> Charlotte,Apr,8.47,core-utilization,6%-9%,2
Light Jet,Chicago -> Charlotte,May,11.02,core-utilization,9%-12%,3
Light Jet,Chicago -> Charlotte,Jun,11.02,core-utilization,9%-12%,3
Light Jet,Chicago -> Charlotte,Jul,11.44,core-utilization,9%-12%,3
Light Jet,Chicago -> Charlotte,Aug,7.63,core-utilization,6%-9%,2
Light Jet,Chicago -> Charlotte,Sep,11.02,core-utilization,9%-12%,3
Light Jet,Chicago -> Charlotte,Oct,8.9,core-utilization,6%-9%,2
Light Jet,Chicago -> Charlotte,Nov,8.9,core-utilization,6%-9%,2
Light Jet,Chicago -> Charlotte,Dec,8.47,core-utilization,6%-9%,2
Light Jet,Chicago -> DMV,Jan,3.76,core-utilization,< 4%,0
Light Jet,Chicago -> DMV,Feb,3.23,core-utilization,< 4%,0
Light Jet,Chicago -> DMV,Mar,2.69,core-utilization,< 4%,0
Light Jet,Chicago -> DMV,Apr,9.68,core-utilization,9%-12%,3
Light Jet,Chicago -> DMV,May,8.6,core-utilization,6%-9%,2
Light Jet,Chicago -> DMV,Jun,17.2,core-utilization,> 15%,5
Light Jet,Chicago -> DMV,Jul,11.29,core-utilization,9%-12%,3
Light Jet,Chicago -> DMV,Aug,6.45,core-utilization,6%-9%,2
Light Jet,Chicago -> DMV,Sep,13.44,core-utilization,12%-15%,4
Light Jet,Chicago -> DMV,Oct,11.29,core-utilization,9%-12%,3
Light Jet,Chicago -> DMV,Nov,5.38,core-utilization,4%-6%,1
Light Jet,Chicago -> DMV,Dec,6.99,core-utilization,6%-9%,2
Light Jet,Chicago -> LA Basin,Jan,2.82,core-utilization,< 4%,0
Light Jet,Chicago -> LA Basin,Feb,4.23,core-utilization,4%-6%,1
Light Jet,Chicago -> LA Basin,Mar,9.86,core-utilization,9%-12%,3
Light Jet,Chicago -> LA Basin,Apr,5.63,core-utilization,4%-6%,1
Light Jet,Chicago -> LA Basin,May,11.27,core-utilization,9%-12%,3
Light Jet,Chicago -> LA Basin,Jun,9.86,core-utilization,9%-12%,3
Light Jet,Chicago -> LA Basin,Jul,2.82,core-utilization,< 4%,0
Light Jet,Chicago -> LA Basin,Aug,9.86,core-utilization,9%-12%,3
Light Jet,Chicago -> LA Basin,Sep,14.08,core-utilization,12%-15%,4
Light Jet,Chicago -> LA Basin,Oct,9.86,core-utilization,9%-12%,3
Light Jet,Chicago -> LA Basin,Nov,15.49,core-utilization,> 15%,5
Light Jet,Chicago -> LA Basin,Dec,4.23,core-utilization,4%-6%,1
Light Jet,Chicago -> New York City,Jan,4.99,core-utilization,4%-6%,1
Light Jet,Chicago -> New York City,Feb,5.31,core-utilization,4%-6%,1
Light Jet,Chicago -> New York City,Mar,6.24,core-utilization,6%-9%,2
Light Jet,Chicago -> New York City,Apr,6.87,core-utilization,6%-9%,2
Light Jet,Chicago -> New York City,May,10.2,core-utilization,9%-12%,3
Light Jet,Chicago -> New York City,Jun,10.93,core-utilization,9%-12%,3
Light Jet,Chicago -> New York City,Jul,8.22,core-utilization,6%-9%,2
Light Jet,Chicago -> New York City,Aug,8.95,core-utilization,6%-9%,2
Light Jet,Chicago -> New York City,Sep,11.55,core-utilization,9%-12%,3
Light Jet,Chicago -> New York City,Oct,11.24,core-utilization,9%-12%,3
Light Jet,Chicago -> New York City,Nov,9.26,core-utilization,9%-12%,3
Light Jet,Chicago -> New York City,Dec,6.24,core-utilization,6%-9%,2
Light Jet,Chicago -> Philadelphia,Jan,2.29,core-utilization,< 4%,0
Light Jet,Chicago -> Philadelphia,Feb,4.0,core-utilization,4%-6%,1
Light Jet,Chicago -> Philadelphia,Mar,7.43,core-utilization,6%-9%,2
Light Jet,Chicago -> Philadelphia,Apr,6.86,core-utilization,6%-9%,2
Light Jet,Chicago -> Philadelphia,May,9.71,core-utilization,9%-12%,3
Light Jet,Chicago -> Philadelphia,Jun,9.71,core-utilization,9%-12%,3
Light Jet,Chicago -> Philadelphia,Jul,6.86,core-utilization,6%-9%,2
Light Jet,Chicago -> Philadelphia,Aug,14.29,core-utilization,12%-15%,4
Light Jet,Chicago -> Philadelphia,Sep,13.71,core-utilization,12%-15%,4
Light Jet,Chicago -> Philadelphia,Oct,10.29,core-utilization,9%-12%,3
Light Jet,Chicago -> Philadelphia,Nov,9.71,core-utilization,9%-12%,3
Light Jet,Chicago -> Philadelphia,Dec,5.14,core-utilization,4%-6%,1
Light Jet,Chicago -> Seattle,Jan,4.82,core-utilization,4%-6%,1
Light Jet,Chicago -> Seattle,Feb,3.61,core-utilization,< 4%,0
Light Jet,Chicago -> Seattle,Mar,3.61,core-utilization,< 4%,0
Light Jet,Chicago -> Seattle,Apr,9.64,core-utilization,9%-12%,3
Light Jet,Chicago -> Seattle,May,7.23,core-utilization,6%-9%,2
Light Jet,Chicago -> Seattle,Jun,4.82,core-utilization,4%-6%,1
Light Jet,Chicago -> Seattle,Jul,10.84,core-utilization,9%-12%,3
Light Jet,Chicago -> Seattle,Aug,15.66,core-utilization,> 15%,5
Light Jet,Chicago -> Seattle,Sep,9.64,core-utilization,9%-12%,3
Light Jet,Chicago -> Seattle,Oct,18.07,core-utilization,> 15%,5
Light Jet,Chicago -> Seattle,Nov,4.82,core-utilization,4%-6%,1
Light Jet,Chicago -> Seattle,Dec,7.23,core-utilization,6%-9%,2
Light Jet,DMV -> Boston,Jan,2.7,core-utilization,< 4%,0
Light Jet,DMV -> Boston,Feb,10.81,core-utilization,9%-12%,3
Light Jet,DMV -> Boston,Mar,0.0,core-utilization,< 4%,0
Light Jet,DMV -> Boston,Apr,8.11,core-utilization,6%-9%,2
Light Jet,DMV -> Boston,May,5.41,core-utilization,4%-6%,1
Light Jet,DMV -> Boston,Jun,10.81,core-utilization,9%-12%,3
Light Jet,DMV -> Boston,Jul,10.81,core-utilization,9%-12%,3
Light Jet,DMV -> Boston,Aug,18.92,core-utilization,> 15%,5
Light Jet,DMV -> Boston,Sep,10.81,core-utilization,9%-12%,3
Light Jet,DMV -> Boston,Oct,21.62,core-utilization,> 15%,5
Light Jet,DMV -> Boston,Nov,0.0,core-utilization,< 4%,0
Light Jet,DMV -> Boston,Dec,0.0,core-utilization,< 4%,0
Light Jet,DMV -> Minneapolis,Jan,9.56,core-utilization,9%-12%,3
Light Jet,DMV -> Minneapolis,Feb,3.68,core-utilization,< 4%,0
Light Jet,DMV -> Minneapolis,Mar,2.94,core-utilization,< 4%,0
Light Jet,DMV -> Minneapolis,Apr,9.56,core-utilization,9%-12%,3
Light Jet,DMV -> Minneapolis,May,10.29,core-utilization,9%-12%,3
Light Jet,DMV -> Minneapolis,Jun,11.76,core-utilization,9%-12%,3
Light Jet,DMV -> Minneapolis,Jul,8.82,core-utilization,6%-9%,2
Light Jet,DMV -> Minneapolis,Aug,9.56,core-utilization,9%-12%,3
Light Jet,DMV -> Minneapolis,Sep,11.76,core-utilization,9%-12%,3
Light Jet,DMV -> Minneapolis,Oct,8.82,core-utilization,6%-9%,2
Light Jet,DMV -> Minneapolis,Nov,8.09,core-utilization,6%-9%,2
Light Jet,DMV -> Minneapolis,Dec,5.15,core-utilization,4%-6%,1
Light Jet,DMV -> San Antonio,Jan,2.04,core-utilization,< 4%,0
Light Jet,DMV -> San Antonio,Feb,12.24,core-utilization,12%-15%,4
Light Jet,DMV -> San Antonio,Mar,0.0,core-utilization,< 4%,0
Light Jet,DMV -> San Antonio,Apr,10.2,core-utilization,9%-12%,3
Light Jet,DMV -> San Antonio,May,10.2,core-utilization,9%-12%,3
Light Jet,DMV -> San Antonio,Jun,16.33,core-utilization,> 15%,5
Light Jet,DMV -> San Antonio,Jul,4.08,core-utilization,4%-6%,1
Light Jet,DMV -> San Antonio,Aug,6.12,core-utilization,6%-9%,2
Light Jet,DMV -> San Antonio,Sep,10.2,core-utilization,9%-12%,3
Light Jet,DMV -> San Antonio,Oct,12.24,core-utilization,12%-15%,4
Light Jet,DMV -> San Antonio,Nov,10.2,core-utilization,9%-12%,3
Light Jet,DMV -> San Antonio,Dec,6.12,core-utilization,6%-9%,2
Light Jet,Dallas -> Boston,Jan,5.81,core-utilization,4%-6%,1
Light Jet,Dallas -> Boston,Feb,2.33,core-utilization,< 4%,0
Light Jet,Dallas -> Boston,Mar,8.14,core-utilization,6%-9%,2
Light Jet,Dallas -> Boston,Apr,4.65,core-utilization,4%-6%,1
Light Jet,Dallas -> Boston,May,8.14,core-utilization,6%-9%,2
Light Jet,Dallas -> Boston,Jun,16.28,core-utilization,> 15%,5
Light Jet,Dallas -> Boston,Jul,11.63,core-utilization,9%-12%,3
Light Jet,Dallas -> Boston,Aug,12.79,core-utilization,12%-15%,4
Light Jet,Dallas -> Boston,Sep,9.3,core-utilization,9%-12%,3
Light Jet,Dallas -> Boston,Oct,10.47,core-utilization,9%-12%,3
Light Jet,Dallas -> Boston,Nov,6.98,core-utilization,6%-9%,2
Light Jet,Dallas -> Boston,Dec,3.49,core-utilization,< 4%,0
Light Jet,Dallas -> Minneapolis,Jan,4.44,core-utilization,4%-6%,1
Light Jet,Dallas -> Minneapolis,Feb,3.7,core-utilization,< 4%,0
Light Jet,Dallas -> Minneapolis,Mar,6.3,core-utilization,6%-9%,2
Light Jet,Dallas -> Minneapolis,Apr,5.93,core-utilization,4%-6%,1
Light Jet,Dallas -> Minneapolis,May,7.41,core-utilization,6%-9%,2
Light Jet,Dallas -> Minneapolis,Jun,9.63,core-utilization,9%-12%,3
Light Jet,Dallas -> Minneapolis,Jul,9.63,core-utilization,9%-12%,3
Light Jet,Dallas -> Minneapolis,Aug,9.26,core-utilization,9%-12%,3
Light Jet,Dallas -> Minneapolis,Sep,14.07,core-utilization,12%-15%,4
Light Jet,Dallas -> Minneapolis,Oct,14.07,core-utilization,12%-15%,4
Light Jet,Dallas -> Minneapolis,Nov,8.52,core-utilization,6%-9%,2
Light Jet,Dallas -> Minneapolis,Dec,7.04,core-utilization,6%-9%,2
Light Jet,Dallas -> Pittsburgh,Jan,5.31,core-utilization,4%-6%,1
Light Jet,Dallas -> Pittsburgh,Feb,7.96,core-utilization,6%-9%,2
Light Jet,Dallas -> Pittsburgh,Mar,7.96,core-utilization,6%-9%,2
Light Jet,Dallas -> Pittsburgh,Apr,3.54,core-utilization,< 4%,0
Light Jet,Dallas -> Pittsburgh,May,9.73,core-utilization,9%-12%,3
Light Jet,Dallas -> Pittsburgh,Jun,7.96,core-utilization,6%-9%,2
Light Jet,Dallas -> Pittsburgh,Jul,6.19,core-utilization,6%-9%,2
Light Jet,Dallas -> Pittsburgh,Aug,10.62,core-utilization,9%-12%,3
Light Jet,Dallas -> Pittsburgh,Sep,9.73,core-utilization,9%-12%,3
Light Jet,Dallas -> Pittsburgh,Oct,12.39,core-utilization,12%-15%,4
Light Jet,Dallas -> Pittsburgh,Nov,13.27,core-utilization,12%-15%,4
Light Jet,Dallas -> Pittsburgh,Dec,5.31,core-utilization,4%-6%,1
Light Jet,Denver -> Detroit,Jan,5.88,core-utilization,4%-6%,1
Light Jet,Denver -> Detroit,Feb,5.88,core-utilization,4%-6%,1
Light Jet,Denver -> Detroit,Mar,6.37,core-utilization,6%-9%,2
Light Jet,Denver -> Detroit,Apr,8.33,core-utilization,6%-9%,2
Light Jet,Denver -> Detroit,May,8.33,core-utilization,6%-9%,2
Light Jet,Denver -> Detroit,Jun,10.29,core-utilization,9%-12%,3
Light Jet,Denver -> Detroit,Jul,11.27,core-utilization,9%-12%,3
Light Jet,Denver -> Detroit,Aug,10.29,core-utilization,9%-12%,3
Light Jet,Denver -> Detroit,Sep,13.73,core-utilization,12%-15%,4
Light Jet,Denver -> Detroit,Oct,8.82,core-utilization,6%-9%,2
Light Jet,Denver -> Detroit,Nov,7.84,core-utilization,6%-9%,2
Light Jet,Denver -> Detroit,Dec,2.94,core-utilization,< 4%,0
Light Jet,Detroit -> Houston,Jan,5.81,core-utilization,4%-6%,1
Light Jet,Detroit -> Houston,Feb,5.81,core-utilization,4%-6%,1
Light Jet,Detroit -> Houston,Mar,5.81,core-utilization,4%-6%,1
Light Jet,Detroit -> Houston,Apr,10.47,core-utilization,9%-12%,3
Light Jet,Detroit -> Houston,May,10.47,core-utilization,9%-12%,3
Light Jet,Detroit -> Houston,Jun,8.14,core-utilization,6%-9%,2
Light Jet,Detroit -> Houston,Jul,10.47,core-utilization,9%-12%,3
Light Jet,Detroit -> Houston,Aug,5.81,core-utilization,4%-6%,1
Light Jet,Detroit -> Houston,Sep,10.47,core-utilization,9%-12%,3
Light Jet,Detroit -> Houston,Oct,16.28,core-utilization,> 15%,5
Light Jet,Detroit -> Houston,Nov,6.98,core-utilization,6%-9%,2
Light Jet,Detroit -> Houston,Dec,3.49,core-utilization,< 4%,0
Light Jet,Detroit -> Minneapolis,Jan,3.92,core-utilization,< 4%,0
Light Jet,Detroit -> Minneapolis,Feb,5.39,core-utilization,4%-6%,1
Light Jet,Detroit -> Minneapolis,Mar,3.92,core-utilization,< 4%,0
Light Jet,Detroit -> Minneapolis,Apr,7.84,core-utilization,6%-9%,2
Light Jet,Detroit -> Minneapolis,May,7.84,core-utilization,6%-9%,2
Light Jet,Detroit -> Minneapolis,Jun,12.75,core-utilization,12%-15%,4
Light Jet,Detroit -> Minneapolis,Jul,8.82,core-utilization,6%-9%,2
Light Jet,Detroit -> Minneapolis,Aug,10.78,core-utilization,9%-12%,3
Light Jet,Detroit -> Minneapolis,Sep,12.25,core-utilization,12%-15%,4
Light Jet,Detroit -> Minneapolis,Oct,9.8,core-utilization,9%-12%,3
Light Jet,Detroit -> Minneapolis,Nov,10.78,core-utilization,9%-12%,3
Light Jet,Detroit -> Minneapolis,Dec,5.88,core-utilization,4%-6%,1
Light Jet,Detroit -> San Antonio,Jan,4.26,core-utilization,4%-6%,1
Light Jet,Detroit -> San Antonio,Feb,0.0,core-utilization,< 4%,0
Light Jet,Detroit -> San Antonio,Mar,10.64,core-utilization,9%-12%,3
Light Jet,Detroit -> San Antonio,Apr,12.77,core-utilization,12%-15%,4
Light Jet,Detroit -> San Antonio,May,8.51,core-utilization,6%-9%,2
Light Jet,Detroit -> San Antonio,Jun,4.26,core-utilization,4%-6%,1
Light Jet,Detroit -> San Antonio,Jul,0.0,core-utilization,< 4%,0
Light Jet,Detroit -> San Antonio,Aug,10.64,core-utilization,9%-12%,3
Light Jet,Detroit -> San Antonio,Sep,14.89,core-utilization,12%-15%,4
Light Jet,Detroit -> San Antonio,Oct,12.77,core-utilization,12%-15%,4
Light Jet,Detroit -> San Antonio,Nov,17.02,core-utilization,> 15%,5
Light Jet,Detroit -> San Antonio,Dec,4.26,core-utilization,4%-6%,1
Light Jet,Houston -> Atlanta,Jan,8.33,core-utilization,6%-9%,2
Light Jet,Houston -> Atlanta,Feb,2.38,core-utilization,< 4%,0
Light Jet,Houston -> Atlanta,Mar,4.17,core-utilization,4%-6%,1
Light Jet,Houston -> Atlanta,Apr,7.74,core-utilization,6%-9%,2
Light Jet,Houston -> Atlanta,May,9.52,core-utilization,9%-12%,3
Light Jet,Houston -> Atlanta,Jun,10.71,core-utilization,9%-12%,3
Light Jet,Houston -> Atlanta,Jul,6.55,core-utilization,6%-9%,2
Light Jet,Houston -> Atlanta,Aug,8.93,core-utilization,6%-9%,2
Light Jet,Houston -> Atlanta,Sep,7.14,core-utilization,6%-9%,2
Light Jet,Houston -> Atlanta,Oct,14.88,core-utilization,12%-15%,4
Light Jet,Houston -> Atlanta,Nov,14.29,core-utilization,12%-15%,4
Light Jet,Houston -> Atlanta,Dec,5.36,core-utilization,4%-6%,1
Light Jet,Houston -> Bay Area,Jan,4.0,core-utilization,4%-6%,1
Light Jet,Houston -> Bay Area,Feb,8.0,core-utilization,6%-9%,2
Light Jet,Houston -> Bay Area,Mar,4.0,core-utilization,4%-6%,1
Light Jet,Houston -> Bay Area,Apr,4.0,core-utilization,4%-6%,1
Light Jet,Houston -> Bay Area,May,8.0,core-utilization,6%-9%,2
Light Jet,Houston -> Bay Area,Jun,8.0,core-utilization,6%-9%,2
Light Jet,Houston -> Bay Area,Jul,4.0,core-utilization,4%-6%,1
Light Jet,Houston -> Bay Area,Aug,16.0,core-utilization,> 15%,5
Light Jet,Houston -> Bay Area,Sep,8.0,core-utilization,6%-9%,2
Light Jet,Houston -> Bay Area,Oct,16.0,core-utilization,> 15%,5
Light Jet,Houston -> Bay Area,Nov,20.0,core-utilization,> 15%,5
Light Jet,Houston -> Bay Area,Dec,0.0,core-utilization,< 4%,0
Light Jet,Houston -> Boston,Jan,3.28,core-utilization,< 4%,0
Light Jet,Houston -> Boston,Feb,9.84,core-utilization,9%-12%,3
Light Jet,Houston -> Boston,Mar,1.64,core-utilization,< 4%,0
Light Jet,Houston -> Boston,Apr,4.92,core-utilization,4%-6%,1
Light Jet,Houston -> Boston,May,8.2,core-utilization,6%-9%,2
Light Jet,Houston -> Boston,Jun,19.67,core-utilization,> 15%,5
Light Jet,Houston -> Boston,Jul,6.56,core-utilization,6%-9%,2
Light Jet,Houston -> Boston,Aug,6.56,core-utilization,6%-9%,2
Light Jet,Houston -> Boston,Sep,9.84,core-utilization,9%-12%,3
Light Jet,Houston -> Boston,Oct,14.75,core-utilization,12%-15%,4
Light Jet,Houston -> Boston,Nov,9.84,core-utilization,9%-12%,3
Light Jet,Houston -> Boston,Dec,4.92,core-utilization,4%-6%,1
Light Jet,Houston -> Charlotte,Jan,4.17,core-utilization,4%-6%,1
Light Jet,Houston -> Charlotte,Feb,4.17,core-utilization,4%-6%,1
Light Jet,Houston -> Charlotte,Mar,4.58,core-utilization,4%-6%,1
Light Jet,Houston -> Charlotte,Apr,11.67,core-utilization,9%-12%,3
Light Jet,Houston -> Charlotte,May,7.5,core-utilization,6%-9%,2
Light Jet,Houston -> Charlotte,Jun,13.75,core-utilization,12%-15%,4
Light Jet,Houston -> Charlotte,Jul,9.17,core-utilization,9%-12%,3
Light Jet,Houston -> Charlotte,Aug,10.42,core-utilization,9%-12%,3
Light Jet,Houston -> Charlotte,Sep,8.33,core-utilization,6%-9%,2
Light Jet,Houston -> Charlotte,Oct,11.25,core-utilization,9%-12%,3
Light Jet,Houston -> Charlotte,Nov,8.75,core-utilization,6%-9%,2
Light Jet,Houston -> Charlotte,Dec,6.25,core-utilization,6%-9%,2
Light Jet,Houston -> Detroit,Jan,7.62,core-utilization,6%-9%,2
Light Jet,Houston -> Detroit,Feb,2.86,core-utilization,< 4%,0
Light Jet,Houston -> Detroit,Mar,6.67,core-utilization,6%-9%,2
Light Jet,Houston -> Detroit,Apr,6.67,core-utilization,6%-9%,2
Light Jet,Houston -> Detroit,May,10.48,core-utilization,9%-12%,3
Light Jet,Houston -> Detroit,Jun,3.81,core-utilization,< 4%,0
Light Jet,Houston -> Detroit,Jul,8.57,core-utilization,6%-9%,2
Light Jet,Houston -> Detroit,Aug,13.33,core-utilization,12%-15%,4
Light Jet,Houston -> Detroit,Sep,14.29,core-utilization,12%-15%,4
Light Jet,Houston -> Detroit,Oct,10.48,core-utilization,9%-12%,3
Light Jet,Houston -> Detroit,Nov,9.52,core-utilization,9%-12%,3
Light Jet,Houston -> Detroit,Dec,5.71,core-utilization,4%-6%,1
Light Jet,Houston -> Minneapolis,Jan,8.74,core-utilization,6%-9%,2
Light Jet,Houston -> Minneapolis,Feb,1.94,core-utilization,< 4%,0
Light Jet,Houston -> Minneapolis,Mar,3.88,core-utilization,< 4%,0
Light Jet,Houston -> Minneapolis,Apr,2.91,core-utilization,< 4%,0
Light Jet,Houston -> Minneapolis,May,7.77,core-utilization,6%-9%,2
Light Jet,Houston -> Minneapolis,Jun,14.56,core-utilization,12%-15%,4
Light Jet,Houston -> Minneapolis,Jul,8.74,core-utilization,6%-9%,2
Light Jet,Houston -> Minneapolis,Aug,6.8,core-utilization,6%-9%,2
Light Jet,Houston -> Minneapolis,Sep,12.62,core-utilization,12%-15%,4
Light Jet,Houston -> Minneapolis,Oct,14.56,core-utilization,12%-15%,4
Light Jet,Houston -> Minneapolis,Nov,13.59,core-utilization,12%-15%,4
Light Jet,Houston -> Minneapolis,Dec,3.88,core-utilization,< 4%,0
Light Jet,Houston -> Nashville,Jan,1.89,core-utilization,< 4%,0
Light Jet,Houston -> Nashville,Feb,4.4,core-utilization,4%-6%,1
Light Jet,Houston -> Nashville,Mar,7.55,core-utilization,6%-9%,2
Light Jet,Houston -> Nashville,Apr,6.92,core-utilization,6%-9%,2
Light Jet,Houston -> Nashville,May,10.69,core-utilization,9%-12%,3
Light Jet,Houston -> Nashville,Jun,8.81,core-utilization,6%-9%,2
Light Jet,Houston -> Nashville,Jul,7.55,core-utilization,6%-9%,2
Light Jet,Houston -> Nashville,Aug,8.81,core-utilization,6%-9%,2
Light Jet,Houston -> Nashville,Sep,9.43,core-utilization,9%-12%,3
Light Jet,Houston -> Nashville,Oct,15.09,core-utilization,> 15%,5
Light Jet,Houston -> Nashville,Nov,15.09,core-utilization,> 15%,5
Light Jet,Houston -> Nashville,Dec,3.77,core-utilization,< 4%,0
Light Jet,LA Basin -> Detroit,Jan,2.17,core-utilization,< 4%,0
Light Jet,LA Basin -> Detroit,Feb,8.7,core-utilization,6%-9%,2
Light Jet,LA Basin -> Detroit,Mar,4.35,core-utilization,4%-6%,1
Light Jet,LA Basin -> Detroit,Apr,6.52,core-utilization,6%-9%,2
Light Jet,LA Basin -> Detroit,May,17.39,core-utilization,> 15%,5
Light Jet,LA Basin -> Detroit,Jun,15.22,core-utilization,> 15%,5
Light Jet,LA Basin -> Detroit,Jul,6.52,core-utilization,6%-9%,2
Light Jet,LA Basin -> Detroit,Aug,8.7,core-utilization,6%-9%,2
Light Jet,LA Basin -> Detroit,Sep,8.7,core-utilization,6%-9%,2
Light Jet,LA Basin -> Detroit,Oct,8.7,core-utilization,6%-9%,2
Light Jet,LA Basin -> Detroit,Nov,6.52,core-utilization,6%-9%,2
Light Jet,LA Basin -> Detroit,Dec,6.52,core-utilization,6%-9%,2
Light Jet,Minneapolis -> Atlanta,Jan,4.72,core-utilization,4%-6%,1
Light Jet,Minneapolis -> Atlanta,Feb,6.13,core-utilization,6%-9%,2
Light Jet,Minneapolis -> Atlanta,Mar,3.77,core-utilization,< 4%,0
Light Jet,Minneapolis -> Atlanta,Apr,10.85,core-utilization,9%-12%,3
Light Jet,Minneapolis -> Atlanta,May,9.91,core-utilization,9%-12%,3
Light Jet,Minneapolis -> Atlanta,Jun,14.15,core-utilization,12%-15%,4
Light Jet,Minneapolis -> Atlanta,Jul,8.02,core-utilization,6%-9%,2
Light Jet,Minneapolis -> Atlanta,Aug,7.08,core-utilization,6%-9%,2
Light Jet,Minneapolis -> Atlanta,Sep,9.43,core-utilization,9%-12%,3
Light Jet,Minneapolis -> Atlanta,Oct,13.21,core-utilization,12%-15%,4
Light Jet,Minneapolis -> Atlanta,Nov,7.55,core-utilization,6%-9%,2
Light Jet,Minneapolis -> Atlanta,Dec,5.19,core-utilization,4%-6%,1
Light Jet,Minneapolis -> Bay Area,Jan,4.11,core-utilization,4%-6%,1
Light Jet,Minneapolis -> Bay Area,Feb,8.22,core-utilization,6%-9%,2
Light Jet,Minneapolis -> Bay Area,Mar,5.48,core-utilization,4%-6%,1
Light Jet,Minneapolis -> Bay Area,Apr,4.11,core-utilization,4%-6%,1
Light Jet,Minneapolis -> Bay Area,May,12.33,core-utilization,12%-15%,4
Light Jet,Minneapolis -> Bay Area,Jun,5.48,core-utilization,4%-6%,1
Light Jet,Minneapolis -> Bay Area,Jul,5.48,core-utilization,4%-6%,1
Light Jet,Minneapolis -> Bay Area,Aug,10.96,core-utilization,9%-12%,3
Light Jet,Minneapolis -> Bay Area,Sep,13.7,core-utilization,12%-15%,4
Light Jet,Minneapolis -> Bay Area,Oct,15.07,core-utilization,> 15%,5
Light Jet,Minneapolis -> Bay Area,Nov,6.85,core-utilization,6%-9%,2
Light Jet,Minneapolis -> Bay Area,Dec,8.22,core-utilization,6%-9%,2
Light Jet,Minneapolis -> DMV,Jan,5.44,core-utilization,4%-6%,1
Light Jet,Minneapolis -> DMV,Feb,4.08,core-utilization,4%-6%,1
Light Jet,Minneapolis -> DMV,Mar,6.12,core-utilization,6%-9%,2
Light Jet,Minneapolis -> DMV,Apr,7.48,core-utilization,6%-9%,2
Light Jet,Minneapolis -> DMV,May,5.44,core-utilization,4%-6%,1
Light Jet,Minneapolis -> DMV,Jun,14.97,core-utilization,12%-15%,4
Light Jet,Minneapolis -> DMV,Jul,7.48,core-utilization,6%-9%,2
Light Jet,Minneapolis -> DMV,Aug,12.93,core-utilization,12%-15%,4
Light Jet,Minneapolis -> DMV,Sep,8.84,core-utilization,6%-9%,2
Light Jet,Minneapolis -> DMV,Oct,9.52,core-utilization,9%-12%,3
Light Jet,Minneapolis -> DMV,Nov,12.93,core-utilization,12%-15%,4
Light Jet,Minneapolis -> DMV,Dec,4.76,core-utilization,4%-6%,1
Light Jet,Minneapolis -> Dallas,Jan,6.52,core-utilization,6%-9%,2
Light Jet,Minneapolis -> Dallas,Feb,6.21,core-utilization,6%-9%,2
