AircraftType,corridor,month,seasonality_index,cluster_label,slab,intensity
Light Jet,DMV -> San Antonio,Dec,0.73,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Boston,Jan,0.7,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Boston,Feb,0.28,core-utilization,< 0.5x,0
Light Jet,Dallas -> Boston,Mar,0.98,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Boston,Apr,0.56,core-utilization,0.5x-0.7x,1
Light Jet,Dallas -> Boston,May,0.98,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Boston,Jun,1.95,core-utilization,>= 1.6x,5
Light Jet,Dallas -> Boston,Jul,1.4,core-utilization,1.3x-1.6x,4
Light Jet,Dallas -> Boston,Aug,1.53,core-utilization,1.3x-1.6x,4
Light Jet,Dallas -> Boston,Sep,1.12,core-utilization,1.0x-1.3x,3
Light Jet,Dallas -> Boston,Oct,1.26,core-utilization,1.0x-1.3x,3
Light Jet,Dallas -> Boston,Nov,0.84,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Boston,Dec,0.42,core-utilization,< 0.5x,0
Light Jet,Dallas -> Minneapolis,Jan,0.53,core-utilization,0.5x-0.7x,1
Light Jet,Dallas -> Minneapolis,Feb,0.44,core-utilization,< 0.5x,0
Light Jet,Dallas -> Minneapolis,Mar,0.76,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Minneapolis,Apr,0.71,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Minneapolis,May,0.89,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Minneapolis,Jun,1.16,core-utilization,1.0x-1.3x,3
Light Jet,Dallas -> Minneapolis,Jul,1.16,core-utilization,1.0x-1.3x,3
Light Jet,Dallas -> Minneapolis,Aug,1.11,core-utilization,1.0x-1.3x,3
Light Jet,Dallas -> Minneapolis,Sep,1.69,core-utilization,>= 1.6x,5
Light Jet,Dallas -> Minneapolis,Oct,1.69,core-utilization,>= 1.6x,5
Light Jet,Dallas -> Minneapolis,Nov,1.02,core-utilization,1.0x-1.3x,3
Light Jet,Dallas -> Minneapolis,Dec,0.84,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Pittsburgh,Jan,0.64,core-utilization,0.5x-0.7x,1
Light Jet,Dallas -> Pittsburgh,Feb,0.96,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Pittsburgh,Mar,0.96,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Pittsburgh,Apr,0.42,core-utilization,< 0.5x,0
Light Jet,Dallas -> Pittsburgh,May,1.17,core-utilization,1.0x-1.3x,3
Light Jet,Dallas -> Pittsburgh,Jun,0.96,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Pittsburgh,Jul,0.74,core-utilization,0.7x-1.0x,2
Light Jet,Dallas -> Pittsburgh,Aug,1.27,core-utilization,1.0x-1.3x,3
Light Jet,Dallas -> Pittsburgh,Sep,1.17,core-utilization,1.0x-1.3x,3
Light Jet,Dallas -> Pittsburgh,Oct,1.49,core-utilization,1.3x-1.6x,4
Light Jet,Dallas -> Pittsburgh,Nov,1.59,core-utilization,1.3x-1.6x,4
Light Jet,Dallas -> Pittsburgh,Dec,0.64,core-utilization,0.5x-0.7x,1
Light Jet,Denver -> Detroit,Jan,0.71,core-utilization,0.7x-1.0x,2
Light Jet,Denver -> Detroit,Feb,0.71,core-utilization,0.7x-1.0x,2
Light Jet,Denver -> Detroit,Mar,0.76,core-utilization,0.7x-1.0x,2
Light Jet,Denver -> Detroit,Apr,1.0,core-utilization,1.0x-1.3x,3
Light Jet,Denver -> Detroit,May,1.0,core-utilization,1.0x-1.3x,3
Light Jet,Denver -> Detroit,Jun,1.24,core-utilization,1.0x-1.3x,3
Light Jet,Denver -> Detroit,Jul,1.35,core-utilization,1.3x-1.6x,4
Light Jet,Denver -> Detroit,Aug,1.24,core-utilization,1.0x-1.3x,3
Light Jet,Denver -> Detroit,Sep,1.65,core-utilization,>= 1.6x,5
Light Jet,Denver -> Detroit,Oct,1.06,core-utilization,1.0x-1.3x,3
Light Jet,Denver -> Detroit,Nov,0.94,core-utilization,0.7x-1.0x,2
Light Jet,Denver -> Detroit,Dec,0.35,core-utilization,< 0.5x,0
Light Jet,Detroit -> Houston,Jan,0.7,core-utilization,0.7x-1.0x,2
Light Jet,Detroit -> Houston,Feb,0.7,core-utilization,0.7x-1.0x,2
Light Jet,Detroit -> Houston,Mar,0.7,core-utilization,0.7x-1.0x,2
Light Jet,Detroit -> Houston,Apr,1.26,core-utilization,1.0x-1.3x,3
Light Jet,Detroit -> Houston,May,1.26,core-utilization,1.0x-1.3x,3
Light Jet,Detroit -> Houston,Jun,0.98,core-utilization,0.7x-1.0x,2
Light Jet,Detroit -> Houston,Jul,1.26,core-utilization,1.0x-1.3x,3
Light Jet,Detroit -> Houston,Aug,0.7,core-utilization,0.7x-1.0x,2
Light Jet,Detroit -> Houston,Sep,1.26,core-utilization,1.0x-1.3x,3
Light Jet,Detroit -> Houston,Oct,1.95,core-utilization,>= 1.6x,5
Light Jet,Detroit -> Houston,Nov,0.84,core-utilization,0.7x-1.0x,2
Light Jet,Detroit -> Houston,Dec,0.42,core-utilization,< 0.5x,0
Light Jet,Detroit -> Minneapolis,Jan,0.47,core-utilization,< 0.5x,0
Light Jet,Detroit -> Minneapolis,Feb,0.65,core-utilization,0.5x-0.7x,1
Light Jet,Detroit -> Minneapolis,Mar,0.47,core-utilization,< 0.5x,0
Light Jet,Detroit -> Minneapolis,Apr,0.94,core-utilization,0.7x-1.0x,2
Light Jet,Detroit -> Minneapolis,May,0.94,core-utilization,0.7x-1.0x,2
Light Jet,Detroit -> Minneapolis,Jun,1.53,core-utilization,1.3x-1.6x,4
Light Jet,Detroit -> Minneapolis,Jul,1.06,core-utilization,1.0x-1.3x,3
Light Jet,Detroit -> Minneapolis,Aug,1.29,core-utilization,1.0x-1.3x,3
Light Jet,Detroit -> Minneapolis,Sep,1.47,core-utilization,1.3x-1.6x,4
Light Jet,Detroit -> Minneapolis,Oct,1.18,core-utilization,1.0x-1.3x,3
Light Jet,Detroit -> Minneapolis,Nov,1.29,core-utilization,1.0x-1.3x,3
Light Jet,Detroit -> Minneapolis,Dec,0.71,core-utilization,0.7x-1.0x,2
Light Jet,Detroit -> San Antonio,Jan,0.51,core-utilization,0.5x-0.7x,1
Light Jet,Detroit -> San Antonio,Feb,0.0,core-utilization,< 0.5x,0
Light Jet,Detroit -> San Antonio,Mar,1.28,core-utilization,1.0x-1.3x,3
Light Jet,Detroit -> San Antonio,Apr,1.53,core-utilization,1.3x-1.6x,4
Light Jet,Detroit -> San Antonio,May,1.02,core-utilization,1.0x-1.3x,3
Light Jet,Detroit -> San Antonio,Jun,0.51,core-utilization,0.5x-0.7x,1
Light Jet,Detroit -> San Antonio,Jul,0.0,core-utilization,< 0.5x,0
Light Jet,Detroit -> San Antonio,Aug,1.28,core-utilization,1.0x-1.3x,3
Light Jet,Detroit -> San Antonio,Sep,1.79,core-utilization,>= 1.6x,5
Light Jet,Detroit -> San Antonio,Oct,1.53,core-utilization,1.3x-1.6x,4
Light Jet,Detroit -> San Antonio,Nov,2.04,core-utilization,>= 1.6x,5
Light Jet,Detroit -> San Antonio,Dec,0.51,core-utilization,0.5x-0.7x,1
Light Jet,Houston -> Atlanta,Jan,1.0,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Atlanta,Feb,0.29,core-utilization,< 0.5x,0
Light Jet,Houston -> Atlanta,Mar,0.5,core-utilization,0.5x-0.7x,1
Light Jet,Houston -> Atlanta,Apr,0.93,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Atlanta,May,1.14,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Atlanta,Jun,1.29,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Atlanta,Jul,0.79,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Atlanta,Aug,1.07,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Atlanta,Sep,0.86,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Atlanta,Oct,1.79,core-utilization,>= 1.6x,5
Light Jet,Houston -> Atlanta,Nov,1.71,core-utilization,>= 1.6x,5
Light Jet,Houston -> Atlanta,Dec,0.64,core-utilization,0.5x-0.7x,1
Light Jet,Houston -> Bay Area,Jan,0.48,core-utilization,< 0.5x,0
Light Jet,Houston -> Bay Area,Feb,0.96,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Bay Area,Mar,0.48,core-utilization,< 0.5x,0
Light Jet,Houston -> Bay Area,Apr,0.48,core-utilization,< 0.5x,0
Light Jet,Houston -> Bay Area,May,0.96,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Bay Area,Jun,0.96,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Bay Area,Jul,0.48,core-utilization,< 0.5x,0
Light Jet,Houston -> Bay Area,Aug,1.92,core-utilization,>= 1.6x,5
Light Jet,Houston -> Bay Area,Sep,0.96,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Bay Area,Oct,1.92,core-utilization,>= 1.6x,5
Light Jet,Houston -> Bay Area,Nov,2.4,core-utilization,>= 1.6x,5
Light Jet,Houston -> Bay Area,Dec,0.0,core-utilization,< 0.5x,0
Light Jet,Houston -> Boston,Jan,0.39,core-utilization,< 0.5x,0
Light Jet,Houston -> Boston,Feb,1.18,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Boston,Mar,0.2,core-utilization,< 0.5x,0
Light Jet,Houston -> Boston,Apr,0.59,core-utilization,0.5x-0.7x,1
Light Jet,Houston -> Boston,May,0.98,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Boston,Jun,2.36,core-utilization,>= 1.6x,5
Light Jet,Houston -> Boston,Jul,0.79,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Boston,Aug,0.79,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Boston,Sep,1.18,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Boston,Oct,1.77,core-utilization,>= 1.6x,5
Light Jet,Houston -> Boston,Nov,1.18,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Boston,Dec,0.59,core-utilization,0.5x-0.7x,1
Light Jet,Houston -> Charlotte,Jan,0.5,core-utilization,0.5x-0.7x,1
Light Jet,Houston -> Charlotte,Feb,0.5,core-utilization,0.5x-0.7x,1
Light Jet,Houston -> Charlotte,Mar,0.55,core-utilization,0.5x-0.7x,1
Light Jet,Houston -> Charlotte,Apr,1.4,core-utilization,1.3x-1.6x,4
Light Jet,Houston -> Charlotte,May,0.9,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Charlotte,Jun,1.65,core-utilization,>= 1.6x,5
Light Jet,Houston -> Charlotte,Jul,1.1,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Charlotte,Aug,1.25,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Charlotte,Sep,1.0,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Charlotte,Oct,1.35,core-utilization,1.3x-1.6x,4
Light Jet,Houston -> Charlotte,Nov,1.05,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Charlotte,Dec,0.75,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Detroit,Jan,0.91,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Detroit,Feb,0.34,core-utilization,< 0.5x,0
Light Jet,Houston -> Detroit,Mar,0.8,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Detroit,Apr,0.8,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Detroit,May,1.26,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Detroit,Jun,0.46,core-utilization,< 0.5x,0
Light Jet,Houston -> Detroit,Jul,1.03,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Detroit,Aug,1.6,core-utilization,>= 1.6x,5
Light Jet,Houston -> Detroit,Sep,1.71,core-utilization,>= 1.6x,5
Light Jet,Houston -> Detroit,Oct,1.26,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Detroit,Nov,1.14,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Detroit,Dec,0.69,core-utilization,0.5x-0.7x,1
Light Jet,Houston -> Minneapolis,Jan,1.05,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Minneapolis,Feb,0.23,core-utilization,< 0.5x,0
Light Jet,Houston -> Minneapolis,Mar,0.47,core-utilization,< 0.5x,0
Light Jet,Houston -> Minneapolis,Apr,0.35,core-utilization,< 0.5x,0
Light Jet,Houston -> Minneapolis,May,0.93,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Minneapolis,Jun,1.75,core-utilization,>= 1.6x,5
Light Jet,Houston -> Minneapolis,Jul,1.05,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Minneapolis,Aug,0.82,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Minneapolis,Sep,1.51,core-utilization,1.3x-1.6x,4
Light Jet,Houston -> Minneapolis,Oct,1.75,core-utilization,>= 1.6x,5
Light Jet,Houston -> Minneapolis,Nov,1.63,core-utilization,>= 1.6x,5
Light Jet,Houston -> Minneapolis,Dec,0.47,core-utilization,< 0.5x,0
Light Jet,Houston -> Nashville,Jan,0.23,core-utilization,< 0.5x,0
Light Jet,Houston -> Nashville,Feb,0.53,core-utilization,0.5x-0.7x,1
Light Jet,Houston -> Nashville,Mar,0.91,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Nashville,Apr,0.83,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Nashville,May,1.28,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Nashville,Jun,1.06,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Nashville,Jul,0.91,core-utilization,0.7x-1.0x,2
Light Jet,Houston -> Nashville,Aug,1.06,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Nashville,Sep,1.13,core-utilization,1.0x-1.3x,3
Light Jet,Houston -> Nashville,Oct,1.81,core-utilization,>= 1.6x,5
Light Jet,Houston -> Nashville,Nov,1.81,core-utilization,>= 1.6x,5
Light Jet,Houston -> Nashville,Dec,0.45,core-utilization,< 0.5x,0
Light Jet,LA Basin -> Detroit,Jan,0.26,core-utilization,< 0.5x,0
Light Jet,LA Basin -> Detroit,Feb,1.04,core-utilization,1.0x-1.3x,3
Light Jet,LA Basin -> Detroit,Mar,0.52,core-utilization,0.5x-0.7x,1
Light Jet,LA Basin -> Detroit,Apr,0.78,core-utilization,0.7x-1.0x,2
Light Jet,LA Basin -> Detroit,May,2.09,core-utilization,>= 1.6x,5
Light Jet,LA Basin -> Detroit,Jun,1.83,core-utilization,>= 1.6x,5
Light Jet,LA Basin -> Detroit,Jul,0.78,core-utilization,0.7x-1.0x,2
Light Jet,LA Basin -> Detroit,Aug,1.04,core-utilization,1.0x-1.3x,3
Light Jet,LA Basin -> Detroit,Sep,1.04,core-utilization,1.0x-1.3x,3
Light Jet,LA Basin -> Detroit,Oct,1.04,core-utilization,1.0x-1.3x,3
Light Jet,LA Basin -> Detroit,Nov,0.78,core-utilization,0.7x-1.0x,2
Light Jet,LA Basin -> Detroit,Dec,0.78,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Atlanta,Jan,0.57,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Atlanta,Feb,0.74,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Atlanta,Mar,0.45,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> Atlanta,Apr,1.3,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> Atlanta,May,1.19,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> Atlanta,Jun,1.7,core-utilization,>= 1.6x,5
Light Jet,Minneapolis -> Atlanta,Jul,0.96,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Atlanta,Aug,0.85,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Atlanta,Sep,1.13,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> Atlanta,Oct,1.58,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> Atlanta,Nov,0.91,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Atlanta,Dec,0.62,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Bay Area,Jan,0.49,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> Bay Area,Feb,0.99,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Bay Area,Mar,0.66,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Bay Area,Apr,0.49,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> Bay Area,May,1.48,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> Bay Area,Jun,0.66,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Bay Area,Jul,0.66,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Bay Area,Aug,1.32,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> Bay Area,Sep,1.64,core-utilization,>= 1.6x,5
Light Jet,Minneapolis -> Bay Area,Oct,1.81,core-utilization,>= 1.6x,5
Light Jet,Minneapolis -> Bay Area,Nov,0.82,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Bay Area,Dec,0.99,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> DMV,Jan,0.65,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> DMV,Feb,0.49,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> DMV,Mar,0.73,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> DMV,Apr,0.9,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> DMV,May,0.65,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> DMV,Jun,1.8,core-utilization,>= 1.6x,5
Light Jet,Minneapolis -> DMV,Jul,0.9,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> DMV,Aug,1.55,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> DMV,Sep,1.06,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> DMV,Oct,1.14,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> DMV,Nov,1.55,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> DMV,Dec,0.57,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Dallas,Jan,0.78,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Dallas,Feb,0.75,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Dallas,Mar,0.34,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> Dallas,Apr,0.78,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Dallas,May,1.42,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> Dallas,Jun,1.27,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> Dallas,Jul,1.04,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> Dallas,Aug,1.04,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> Dallas,Sep,1.27,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> Dallas,Oct,1.38,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> Dallas,Nov,1.12,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> Dallas,Dec,0.82,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Detroit,Jan,0.41,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> Detroit,Feb,0.62,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Detroit,Mar,0.62,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Detroit,Apr,0.62,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Detroit,May,1.66,core-utilization,>= 1.6x,5
Light Jet,Minneapolis -> Detroit,Jun,0.62,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Detroit,Jul,1.24,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> Detroit,Aug,1.86,core-utilization,>= 1.6x,5
Light Jet,Minneapolis -> Detroit,Sep,1.45,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> Detroit,Oct,1.45,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> Detroit,Nov,1.45,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> Detroit,Dec,0.0,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> Houston,Jan,0.59,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Houston,Feb,0.24,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> Houston,Mar,0.82,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Houston,Apr,0.59,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Houston,May,0.94,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Houston,Jun,1.65,core-utilization,>= 1.6x,5
Light Jet,Minneapolis -> Houston,Jul,1.06,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> Houston,Aug,0.47,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> Houston,Sep,1.41,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> Houston,Oct,1.65,core-utilization,>= 1.6x,5
Light Jet,Minneapolis -> Houston,Nov,1.53,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> Houston,Dec,1.06,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> New York City,Jan,0.92,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> New York City,Feb,0.46,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> New York City,Mar,0.87,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> New York City,Apr,0.6,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> New York City,May,0.97,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> New York City,Jun,0.78,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> New York City,Jul,1.33,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> New York City,Aug,1.1,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> New York City,Sep,1.84,core-utilization,>= 1.6x,5
Light Jet,Minneapolis -> New York City,Oct,1.15,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> New York City,Nov,1.06,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> New York City,Dec,0.92,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Philadelphia,Jan,0.21,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> Philadelphia,Feb,0.21,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> Philadelphia,Mar,0.83,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> Philadelphia,Apr,1.03,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> Philadelphia,May,1.86,core-utilization,>= 1.6x,5
Light Jet,Minneapolis -> Philadelphia,Jun,1.45,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> Philadelphia,Jul,0.62,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> Philadelphia,Aug,1.86,core-utilization,>= 1.6x,5
Light Jet,Minneapolis -> Philadelphia,Sep,1.03,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> Philadelphia,Oct,1.66,core-utilization,>= 1.6x,5
Light Jet,Minneapolis -> Philadelphia,Nov,1.03,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> Philadelphia,Dec,0.21,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> St. Louis,Jan,0.72,core-utilization,0.7x-1.0x,2
Light Jet,Minneapolis -> St. Louis,Feb,0.6,core-utilization,0.5x-0.7x,1
Light Jet,Minneapolis -> St. Louis,Mar,0.36,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> St. Louis,Apr,1.08,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> St. Louis,May,0.48,core-utilization,< 0.5x,0
Light Jet,Minneapolis -> St. Louis,Jun,1.56,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> St. Louis,Jul,1.2,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> St. Louis,Aug,1.2,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> St. Louis,Sep,1.2,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> St. Louis,Oct,1.2,core-utilization,1.0x-1.3x,3
Light Jet,Minneapolis -> St. Louis,Nov,1.44,core-utilization,1.3x-1.6x,4
Light Jet,Minneapolis -> St. Louis,Dec,0.96,core-utilization,0.7x-1.0x,2
Light Jet,Nashville -> Boston,Jan,0.49,core-utilization,< 0.5x,0
Light Jet,Nashville -> Boston,Feb,0.37,core-utilization,< 0.5x,0
Light Jet,Nashville -> Boston,Mar,0.37,core-utilization,< 0.5x,0
Light Jet,Nashville -> Boston,Apr,0.67,core-utilization,0.5x-0.7x,1
Light Jet,Nashville -> Boston,May,1.1,core-utilization,1.0x-1.3x,3
Light Jet,Nashville -> Boston,Jun,1.47,core-utilization,1.3x-1.6x,4
Light Jet,Nashville -> Boston,Jul,1.35,core-utilization,1.3x-1.6x,4
Light Jet,Nashville -> Boston,Aug,1.59,core-utilization,1.3x-1.6x,4
Light Jet,Nashville -> Boston,Sep,1.78,core-utilization,>= 1.6x,5
Light Jet,Nashville -> Boston,Oct,1.41,core-utilization,1.3x-1.6x,4
Light Jet,Nashville -> Boston,Nov,0.73,core-utilization,0.7x-1.0x,2
Light Jet,Nashville -> Boston,Dec,0.67,core-utilization,0.5x-0.7x,1
Light Jet,Nashville -> DMV,Jan,0.3,core-utilization,< 0.5x,0
Light Jet,Nashville -> DMV,Feb,0.3,core-utilization,< 0.5x,0
Light Jet,Nashville -> DMV,Mar,1.04,core-utilization,1.0x-1.3x,3
Light Jet,Nashville -> DMV,Apr,1.19,core-utilization,1.0x-1.3x,3
Light Jet,Nashville -> DMV,May,0.3,core-utilization,< 0.5x,0
Light Jet,Nashville -> DMV,Jun,1.04,core-utilization,1.0x-1.3x,3
Light Jet,Nashville -> DMV,Jul,1.04,core-utilization,1.0x-1.3x,3
Light Jet,Nashville -> DMV,Aug,2.22,core-utilization,>= 1.6x,5
Light Jet,Nashville -> DMV,Sep,1.78,core-utilization,>= 1.6x,5
Light Jet,Nashville -> DMV,Oct,1.48,core-utilization,1.3x-1.6x,4
Light Jet,Nashville -> DMV,Nov,0.89,core-utilization,0.7x-1.0x,2
Light Jet,Nashville -> DMV,Dec,0.44,core-utilization,< 0.5x,0
Light Jet,Nashville -> New York City,Jan,0.38,core-utilization,< 0.5x,0
Light Jet,Nashville -> New York City,Feb,0.53,core-utilization,0.5x-0.7x,1
Light Jet,Nashville -> New York City,Mar,0.67,core-utilization,0.5x-0.7x,1
Light Jet,Nashville -> New York City,Apr,0.94,core-utilization,0.7x-1.0x,2
Light Jet,Nashville -> New York City,May,1.23,core-utilization,1.0x-1.3x,3
Light Jet,Nashville -> New York City,Jun,1.09,core-utilization,1.0x-1.3x,3
Light Jet,Nashville -> New York City,Jul,0.73,core-utilization,0.7x-1.0x,2
Light Jet,Nashville -> New York City,Aug,1.23,core-utilization,1.0x-1.3x,3
Light Jet,Nashville -> New York City,Sep,1.2,core-utilization,1.0x-1.3x,3
Light Jet,Nashville -> New York City,Oct,1.5,core-utilization,1.3x-1.6x,4
Light Jet,Nashville -> New York City,Nov,1.23,core-utilization,1.0x-1.3x,3
Light Jet,Nashville -> New York City,Dec,1.26,core-utilization,1.0x-1.3x,3
